node,clade,node.type,branch.length,label,astral,gcf,scf,ds.sum,dn.sum,dn.ds.sum,synonymous.bl.sum,nonsynonymous.bl.sum,num.genes.full,num.genes.partial,num.genes.no.clade,num.genes.no.ds,num.genes.no.dn,avg.ds,avg.dn,avg.dn.ds,avg.synonymous.bl,avg.nonsynonymous.bl
35,rnor6,tip,NA,rnor6,NA,NA,NA,141.13313796422227,14.681221265671924,2300326.21695542,33.658000110436944,11.145777359562697,9105,0,2689,1513,3481,0.015500619216279217,0.001612435064873358,252.64428522300057,0.00369665020433135,0.0012241380955038657
36,Rattus_argentiventer_LSUMZ38199,tip,NA,Rattus_argentiventer_LSUMZ38199,NA,NA,NA,73.3545616726205,9.943287999917406,4366852.716817435,17.446255673570484,7.571997092357022,9760,0,2034,3672,3353,0.007515836236948822,0.0010187795081882587,447.423434100147,0.0017875261960625497,0.000775819374216908
37,Rattus_hoffmanni_LSUMZ39187,tip,NA,Rattus_hoffmanni_LSUMZ39187,NA,NA,NA,87.8553954620979,9.706368348070585,3815522.7090899674,20.92848075779606,7.38854238280958,10470,0,1324,3354,4110,0.00839115524948404,0.0009270647896915554,364.4243275157562,0.001998899785844896,0.000705686951557744
38,Kadarsanomys_sodyi_MZB-Sample,tip,NA,Kadarsanomys_sodyi_MZB-Sample,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0,0
39,Tarsomys_apoensis_KU167148,tip,NA,Tarsomys_apoensis_KU167148,NA,NA,NA,88.25728443883249,12.304608082967308,5019719.30727685,21.035440026683,9.358445956901154,9885,0,1909,3064,3397,0.008928405102562719,0.0012447757291823276,507.81176603711174,0.0021280161888399592,0.0009467320138493833
40,Limnomys_sibuanus_FMNH147948,tip,NA,Limnomys_sibuanus_FMNH147948,NA,NA,NA,93.94429512222617,13.557277095220647,5113590.4305915665,22.31220706849075,10.314266909487047,10239,0,1555,3024,3377,0.009175143580645197,0.0013240821462272337,499.42283724890774,0.002179139278102427,0.0010073510020008837
41,Rattus_xanthurus_LSUMZ39196,tip,NA,Rattus_xanthurus_LSUMZ39196,NA,NA,NA,53.01558208912059,8.03930893911373,5616212.518548865,12.609200636942399,6.124796756044213,10397,0,1397,4502,3335,0.00509912302482645,0.0007732335230464296,540.1762545492801,0.0012127729765261516,0.0005890926955895175
42,Rattus_morotaiensis_ASAM29,tip,NA,Rattus_morotaiensis_ASAM29,NA,NA,NA,58.730243375466,7.9203294251999345,5368167.968217403,13.998371471283434,6.020045929435431,10629,0,1165,4412,3618,0.005525472139944115,0.0007451622377646001,505.049202014997,0.0013169979745303823,0.0005663793329038886
43,Rattus_leucopus_sample1,tip,NA,Rattus_leucopus_sample1,NA,NA,NA,35.379543150854246,6.126296859102168,3161693.55118787,8.422761353149438,4.665745237017884,5268,0,6526,2387,1583,0.0067159345388865315,0.0011629265108394396,600.169618676513,0.0015988537116836442,0.0008856767724027874
44,Rattus_praetor_sample1,tip,NA,Rattus_praetor_sample1,NA,NA,NA,39.47089949014612,5.363398115236337,2755586.54964324,9.053125000838993,4.089470703755909,4153,0,7641,2384,928,0.009504189619587315,0.0012914515086049452,663.5171080287117,0.002179900072438958,0.0009847027940659545
45,Rattus_lutreolus_sample2,tip,NA,Rattus_lutreolus_sample2,NA,NA,NA,37.40978879754022,6.510315603401466,3134491.722885846,8.887893089811122,4.952068300403848,5971,0,5823,3057,1636,0.006265246825915295,0.001090322492614548,524.9525578438864,0.0014885099798712313,0.0008293532574784539
46,Rattus_tunneyi_RAT130,tip,NA,Rattus_tunneyi_RAT130,NA,NA,NA,2291.867484297484,7.719199575897394,3907197.005287343,584.6473175268428,5.87167897132458,7763,0,4031,3738,2239,0.29522961281688576,0.0009943577967148518,503.3101900408789,0.07531203368888868,0.0007563672512333608
47,Rattus_colletti_RAT25,tip,NA,Rattus_colletti_RAT25,NA,NA,NA,37.16773990469477,5.562450437330416,3670454.303516473,8.815262991921582,4.237910862915211,9736,0,2058,5833,2360,0.003817557508699134,0.0005713281057241594,376.9981823661127,0.000905429641733934,0.0004352825454925237
48,Rattus_villosissimus_sample1,tip,NA,Rattus_villosissimus_sample1,NA,NA,NA,21.610179502975004,4.635039491633449,2335045.9877343965,5.1318033877894536,3.533455048455777,5659,0,6135,3933,1069,0.003818727602575544,0.0008190562805501766,412.6251966309236,0.0009068392627300677,0.0006243956615048201
49,Sundamys_annandalei_YS118,tip,NA,Sundamys_annandalei_YS118,NA,NA,NA,119.6778846436978,13.620878514914015,3546869.5159910065,28.508003308894924,10.36107766509278,10115,0,1679,2391,3697,0.011831723642481246,0.0013466019293044008,350.6544257035103,0.0028183888590108674,0.0010243279945717034
50,Sundamys_muelleri_JAE1283,tip,NA,Sundamys_muelleri_JAE1283,NA,NA,NA,91.94282422150307,11.944628275150079,3363094.705931527,21.85300310727943,9.093762445784922,7826,0,3968,2023,2679,0.011748380299195383,0.0015262750159915767,429.73354279728176,0.0027923592010323833,0.0011619936680021623
51,Bullimus_bagobus_JAE1712,tip,NA,Bullimus_bagobus_JAE1712,NA,NA,NA,140.41391622375633,20.368084707166602,3860141.010001603,33.40644402328531,15.479392132551071,9049,0,2745,1700,2637,0.015517064451735698,0.0022508658091685936,426.58205437082586,0.0036917277072920003,0.0017106190885789669
52,Papagomys_armandvillei_WAMM32592,tip,NA,Papagomys_armandvillei_WAMM32592,NA,NA,NA,121.29049168705762,19.072046578444976,5031363.57833922,28.941583212639095,14.497452779373184,10296,0,1498,2218,3127,0.011780350785456258,0.0018523743763058445,488.67167621787297,0.0028109540804816526,0.0014080665092631296
53,Halmaheramys_bokimekot_33262-WD225,tip,NA,Halmaheramys_bokimekot_33262-WD225,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0,0
54,Bunomys_andrewsi_sample1,tip,NA,Bunomys_andrewsi_sample1,NA,NA,NA,29.831718190565603,5.986287598859254,2250373.660903186,7.0838369898361915,4.565577557381125,4046,0,7748,2235,911,0.007373138455404252,0.0014795569942805866,556.197148023526,0.0017508247626881342,0.0011284175870937036
55,Bunomys_torajae_NMVZ21736,tip,NA,Bunomys_torajae_NMVZ21736,NA,NA,NA,64.2657266612873,9.621786566515423,4829346.051015392,15.3461041780631,7.310488747124926,9159,0,2635,3273,3007,0.007016675036716596,0.0010505280670941612,527.2787477907405,0.0016755218012952397,0.0007981754282263266
56,Bunomys_chrysocomus_JAE4867,tip,NA,Bunomys_chrysocomus_JAE4867,NA,NA,NA,78.41140400092024,11.608296878873961,5030050.816888863,18.66987384734106,8.83391557852619,9657,0,2137,3074,3287,0.00811964419601535,0.0012020603581727205,520.8709554612057,0.0019332995596293941,0.0009147681038134193
57,Taeromys_callitrichus_LSUMZ37153,tip,NA,Taeromys_callitrichus_LSUMZ37153,NA,NA,NA,29.27329003853905,5.393684413794499,4720262.754153325,6.929693261305479,4.10196208972967,10102,0,1692,7027,1923,0.0028977717321856116,0.0005339224325672637,467.2602211595056,0.0006859724075733003,0.0004060544535467898
58,Taeromys_punicans_MVZ225815,tip,NA,Taeromys_punicans_MVZ225815,NA,NA,NA,13.844140607414825,2.7585355536310123,1465957.744107082,3.274254745943828,2.099635558881575,10657,0,1137,9380,786,0.0012990654600182814,0.0002588472885081179,137.5582006293593,0.0003072398185177656,0.00019701938246050247
59,Taeromys_hamatus_NMVZ63317,tip,NA,Taeromys_hamatus_NMVZ63317,NA,NA,NA,47.9778366295171,8.106234760174939,4058444.7338470174,11.417068236885777,6.15518748146861,6902,0,4892,2887,2065,0.0069512947883971455,0.001174476204024187,588.0099585405704,0.0016541681015482146,0.0008917976646578687
60,Taeromys_taerae_LSUMZ39224,tip,NA,Taeromys_taerae_LSUMZ39224,NA,NA,NA,59.15551503288315,9.214621477501023,5195922.765541126,14.091810633353354,7.002789494736206,9296,0,2498,3609,2974,0.006363545076687086,0.0009912458560134491,558.9417777045101,0.0015159004553951542,0.000753312122927733
61,Genus_sp-nov_NMVZ21816,tip,NA,Genus_sp-nov_NMVZ21816,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0,0
62,Taeromys_celebensis_NMVZ20637,tip,NA,Taeromys_celebensis_NMVZ20637,NA,NA,NA,83.95616136418572,12.930669506470869,5005628.061097245,20.040397211489182,9.825402796680171,9678,0,2116,2778,3231,0.008674949510661884,0.0013360890169943035,517.2171999480518,0.0020707168021790847,0.0010152307084811088
63,Paruromys_dominator_JAE4870,tip,NA,Paruromys_dominator_JAE4870,NA,NA,NA,56.51430311988577,9.675458290292585,4139399.493938554,13.392020187637122,7.378603201527616,6839,0,4955,2478,2176,0.00826353313640675,0.0014147475201480605,605.2638534783673,0.0019581839724575408,0.0010789008921666349
64,Eropeplus_canus_NMVZ21733,tip,NA,Eropeplus_canus_NMVZ21733,NA,NA,NA,47.220673685489785,8.134432420794411,5460359.831372564,11.261255768211592,6.185563137522989,9398,0,2396,4238,2724,0.005024544976110852,0.0008655493105761238,581.0129635425159,0.0011982608819122785,0.0006581786696662044
65,Lenomys_meyeri_LSUMZ39079,tip,NA,Lenomys_meyeri_LSUMZ39079,NA,NA,NA,84.17012942734341,11.962741504738005,5652929.976977826,19.86933397298654,9.08735503002091,10029,0,1765,3140,3225,0.00839267418759033,0.0011928149870114673,563.6583883715052,0.001981187952237166,0.0009061077904099023
66,Chiropodomys_gliroides_Z25153,tip,NA,Chiropodomys_gliroides_Z25153,NA,NA,NA,523.3614118856327,51.84924497890798,764719.4243603608,124.64552153868367,39.419378571430855,8866,0,2928,355,1973,0.059030161503003914,0.005848098914832843,86.25303681032719,0.014058822641403526,0.004446128871129129
67,Haeromys_minahassae_JAE4996,tip,NA,Haeromys_minahassae_JAE4996,NA,NA,NA,3194.282602438934,41.52332868772222,1038352.745093929,836.7972509353717,31.586827971721327,8374,0,3420,477,1899,0.38145242446130095,0.004958601467365921,123.99722296321102,0.09992802136796892,0.0037720119383474237
68,Apomys_lubangensis_JAE169,tip,NA,Apomys_lubangensis_JAE169,NA,NA,NA,336.56041247656054,42.309660260738426,1595591.9403665473,79.80708592876145,32.22870020765876,8985,0,2809,680,2347,0.03745803143868231,0.004708921564912457,177.58396665181382,0.008882257755009622,0.0035869449312920156
69,Archboldomys_luzonensis_EAR1826,tip,NA,Archboldomys_luzonensis_EAR1826,NA,NA,NA,194.63320596302316,27.496190196857913,2967293.825467199,46.30901098769407,20.913816407114552,9074,0,2720,1066,2629,0.021449548816731667,0.003030217125507815,327.0105604438174,0.005103483688306598,0.0023048067453289127
70,Rhynchomys_isarogensis_JAE2195,tip,NA,Rhynchomys_isarogensis_JAE2195,NA,NA,NA,194.35952213539593,25.242806661830215,2761948.6361877127,46.15702783503739,19.21191378391445,9080,0,2714,1041,2807,0.021405233715351975,0.0027800447865451777,304.1793652189111,0.005083373109585615,0.0021158495356733975
71,Chrotomys_whiteheadi_KU168311,tip,NA,Chrotomys_whiteheadi_KU168311,NA,NA,NA,69.49701902835965,11.09661568749861,2841994.546301334,16.606861492383576,8.434867745773998,9250,0,2544,5279,2157,0.007513191246309151,0.0011996341283782282,307.2426536541983,0.0017953363775549812,0.0009118775941377295
72,Chrotomys_mindorensis_JAE520,tip,NA,Chrotomys_mindorensis_JAE520,NA,NA,NA,76.48948557734397,10.770944227409375,3392168.0230655666,18.080816625939025,8.211982468162718,9721,0,2073,4911,2745,0.007868479125331135,0.0011080078415193267,348.9525792681377,0.0018599749640920713,0.0008447672531799936
73,Anisomys_imitator_ABTC45107,tip,NA,Anisomys_imitator_ABTC45107,NA,NA,NA,242.4132136497224,32.699389010778326,2848774.7809931636,57.790578892227856,24.845692923077273,10559,0,1235,1114,2902,0.022957970797397708,0.003096826310330365,269.7958879622278,0.005473110985152747,0.0023530346550882917
74,Lorentzimys_nouhuysi_ABTC-46314,tip,NA,Lorentzimys_nouhuysi_ABTC-46314,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0,0
75,Macruromys_major_ABTC43909,tip,NA,Macruromys_major_ABTC43909,NA,NA,NA,209.38204774483424,31.002137840309263,2482781.770841148,50.024797270270724,23.54435890310148,8547,0,3247,943,2052,0.02449772408386969,0.003627253754569938,290.485757674172,0.005852907133528808,0.0027546927463556192
76,Chiruromys_vates_ABTC43096,tip,NA,Chiruromys_vates_ABTC43096,NA,NA,NA,344.2838204895352,47.56205051358152,1865971.4364808977,81.98039605845555,36.19210291402941,10009,0,1785,708,2288,0.0343974243670232,0.004751928315873865,186.42935722658584,0.008190668004641377,0.0036159559310649826
77,Hyomys_goliath_ABTC42697,tip,NA,Hyomys_goliath_ABTC42697,NA,NA,NA,274.26427289710733,35.30709477437269,2515766.5552410884,65.38887030903992,26.8328328335396,10424,0,1370,955,2708,0.02631084736157975,0.003387096582345807,241.34368335006604,0.0062729154172141135,0.0025741397576304298
78,Pogonomys_macrourus_ABTC43144,tip,NA,Pogonomys_macrourus_ABTC43144,NA,NA,NA,341.63406821340095,44.29849598176917,2127288.2947148457,81.32399550019439,33.70082970629756,10448,0,1346,749,2687,0.03269851342011877,0.004239901989066728,203.6072257575465,0.007783690227813399,0.0032255771158401186
79,Coccymys_ruemmleri_ABTC49489,tip,NA,Coccymys_ruemmleri_ABTC49489,NA,NA,NA,328.29559909123174,40.92022410657085,2346810.4685963914,78.0344963412013,31.123110566248712,10466,0,1328,909,2592,0.031367819519513826,0.003909824584996259,224.2318429769149,0.007456000032600927,0.002973735005374423
80,Mammelomys_lanosus_ABTC47208,tip,NA,Mammelomys_lanosus_ABTC47208,NA,NA,NA,264.2363560522675,33.58730968662983,2386100.61018223,63.09269634619196,25.52524403381616,9520,0,2274,1021,2538,0.027755919753389445,0.0035280787485955705,250.64082039729306,0.006627384069978147,0.002681223112795815
81,Xenuromys_barbatus_ABTC129204,tip,NA,Xenuromys_barbatus_ABTC129204,NA,NA,NA,256.50480310778477,29.84641788732648,2381231.048824121,61.224531682226655,22.672854995756897,10471,0,1323,1116,3041,0.024496686382177897,0.0028503884908152497,227.41199969669762,0.0058470567932601145,0.0021652998754423548
82,Mallomys_rothschildi_ABTC47402,tip,NA,Mallomys_rothschildi_ABTC47402,NA,NA,NA,165.05760803538445,25.388361230808226,3011947.649134551,39.35336196577733,19.30210430709917,8491,0,3303,1218,2223,0.019439124724459363,0.002990031943329199,354.7223706435698,0.0046347146349990966,0.0022732427637615323
83,Abeomelomys_sevia_KUM161018,tip,NA,Abeomelomys_sevia_KUM161018,NA,NA,NA,185.42560440948625,21.666584239747074,2438887.3237794815,44.26854516787955,16.452209194202414,9109,0,2685,1194,2896,0.020356307433251317,0.0023785908705398037,267.7447934767243,0.004859868829496053,0.0018061487752994198
84,Pogonomelomys_mayeri_AMM21849,tip,NA,Pogonomelomys_mayeri_AMM21849,NA,NA,NA,215.3906110341074,25.354431085818767,2634726.526827915,51.34969460107273,19.273506874881562,9537,0,2257,1138,2900,0.022584734301573598,0.0026585331955351543,276.26366014762664,0.0053842607319988176,0.00202091924870311
85,Crossomys_moncktoni_ABTC46614,tip,NA,Crossomys_moncktoni_ABTC46614,NA,NA,NA,85.02513181017902,11.246186426622682,5554568.784054432,20.21886712276602,8.551083702984439,10707,0,1087,3186,3830,0.007941078902603812,0.001050358310135676,518.7791896940723,0.0018883783620777081,0.0007986442236839861
86,Parahydromys_asper_ABTC45798,tip,NA,Parahydromys_asper_ABTC45798,NA,NA,NA,47.52032545552135,6.981429573703536,4015827.2828009725,11.253029639409363,5.318853738036141,9670,0,2124,5041,2811,0.004914201184645434,0.0007219678980045021,415.2872060807624,0.001163705236753812,0.000550036580975816
87,Hydromys_sp-nov_YS391,tip,NA,Hydromys_sp-nov_YS391,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0,0
88,Hydromys_chrysogaster_Z5248,tip,NA,Hydromys_chrysogaster_Z5248,NA,NA,NA,68.54729932912986,5.688445554622227,2327053.2709577675,15.809735186818553,4.339869150452792,6115,0,5679,3988,1240,0.01120969735554045,0.0009302445714836021,380.5483681042956,0.002585402320003034,0.0007097087735818138
89,Xeromys_myoides_ABTC30709,tip,NA,Xeromys_myoides_ABTC30709,NA,NA,NA,195.11636999398632,24.147678077750413,3167294.817554177,46.39345152228268,18.37336616681737,10598,0,1196,1479,3356,0.018410678429325,0.0022785127455888293,298.8577861440061,0.0043775666656239555,0.0017336635371595934
90,Microhydromys_richardsoni_ANWCM35851,tip,NA,Microhydromys_richardsoni_ANWCM35851,NA,NA,NA,133.2446696782608,16.248853252714106,4059762.8436851013,31.76558305000911,12.335208593800136,10281,0,1513,1998,3629,0.012960283015101721,0.0015804740057109334,394.88015209465044,0.0030897367036289377,0.001199806302285783
91,Pseudohydromys_pumehanae_ABTC43920,tip,NA,Pseudohydromys_pumehanae_ABTC43920,NA,NA,NA,89.02594930138474,12.064658388180948,4768420.321251329,21.170405285245717,9.181178004127846,9926,0,1868,2920,3426,0.008968965273159856,0.0012154602446283445,480.3969697009197,0.002132823421846234,0.0009249625230836032
92,Paraleptomys_wilhelmina_H126-ABTC133716,tip,NA,Paraleptomys_wilhelmina_H126-ABTC133716,NA,NA,NA,0,0,0,0,0,0,0,11794,0,0,0,0,0,0,0
