node.label,clade,node.type,orig.node.label,num.genes.full,num.genes.partial,num.genes.descendant.counted,num.genes.discordant,num.genes.missing,cS,cN,cA,mS,mN,mA
Bandicota_indica_ABTC119185,Bandicota_indica_ABTC119185,tip,NA,6764.0,0.0,0.0,0.0,1569.0,24656.0,16004.0,3689.0,4963.0,999.0,19.0
Rattus_exulans_sample1,Rattus_exulans_sample1,tip,NA,7007.0,0.0,0.0,0.0,1326.0,35365.0,23339.0,4372.0,7654.0,1051.0,14.0
rnor6,rnor6,tip,NA,6851.0,0.0,0.0,0.0,1482.0,28196.0,24039.0,4150.0,7.0,735.0,22.0
Rattus_argentiventer_LSUMZ38199,Rattus_argentiventer_LSUMZ38199,tip,NA,7399.0,0.0,0.0,0.0,934.0,26575.0,12353.0,2826.0,11396.0,776.0,6.0
Rattus_hoffmanni_LSUMZ39187,Rattus_hoffmanni_LSUMZ39187,tip,NA,7678.0,0.0,0.0,0.0,655.0,27191.0,13745.0,2477.0,10969.0,604.0,2.0
Kadarsanomys_sodyi_MZB-Sample,Kadarsanomys_sodyi_MZB-Sample,tip,NA,6413.0,0.0,0.0,0.0,1920.0,31002.0,22852.0,4816.0,3334.0,1135.0,20.0
Tarsomys_apoensis_KU167148,Tarsomys_apoensis_KU167148,tip,NA,7443.0,0.0,0.0,0.0,890.0,22741.0,14859.0,3389.0,4493.0,760.0,7.0
Limnomys_sibuanus_FMNH147948,Limnomys_sibuanus_FMNH147948,tip,NA,7562.0,0.0,0.0,0.0,771.0,23532.0,15541.0,3629.0,4362.0,692.0,11.0
Rattus_xanthurus_LSUMZ39196,Rattus_xanthurus_LSUMZ39196,tip,NA,7642.0,0.0,0.0,0.0,691.0,16803.0,8858.0,2273.0,5672.0,372.0,3.0
Rattus_morotaiensis_ASAM29,Rattus_morotaiensis_ASAM29,tip,NA,7744.0,0.0,0.0,0.0,589.0,16435.0,9429.0,2266.0,4740.0,441.0,4.0
Rattus_leucopus_sample1,Rattus_leucopus_sample1,tip,NA,4253.0,0.0,0.0,0.0,4080.0,11862.0,5192.0,1427.0,5243.0,929.0,16.0
Rattus_praetor_sample1,Rattus_praetor_sample1,tip,NA,3299.0,0.0,0.0,0.0,5034.0,12962.0,3781.0,1087.0,8094.0,917.0,14.0
Rattus_lutreolus_sample2,Rattus_lutreolus_sample2,tip,NA,4744.0,0.0,0.0,0.0,3589.0,15722.0,5839.0,1546.0,8337.0,1267.0,23.0
Rattus_tunneyi_RAT130,Rattus_tunneyi_RAT130,tip,NA,5992.0,0.0,0.0,0.0,2341.0,22609.0,7898.0,2078.0,12633.0,1556.0,25.0
Rattus_colletti_RAT25,Rattus_colletti_RAT25,tip,NA,7135.0,0.0,0.0,0.0,1198.0,20863.0,5883.0,1338.0,13642.0,987.0,8.0
Rattus_villosissimus_sample1,Rattus_villosissimus_sample1,tip,NA,4503.0,0.0,0.0,0.0,3830.0,11819.0,3364.0,1003.0,7452.0,1044.0,17.0
Sundamys_annandalei_YS118,Sundamys_annandalei_YS118,tip,NA,7541.0,0.0,0.0,0.0,792.0,32876.0,20587.0,3880.0,8409.0,787.0,12.0
Sundamys_muelleri_JAE1283,Sundamys_muelleri_JAE1283,tip,NA,5988.0,0.0,0.0,0.0,2345.0,27093.0,14902.0,3141.0,9050.0,1269.0,12.0
Bullimus_bagobus_JAE1712,Bullimus_bagobus_JAE1712,tip,NA,6786.0,0.0,0.0,0.0,1547.0,38065.0,23328.0,5484.0,9253.0,1427.0,19.0
Papagomys_armandvillei_WAMM32592,Papagomys_armandvillei_WAMM32592,tip,NA,7612.0,0.0,0.0,0.0,721.0,30532.0,20444.0,5173.0,4915.0,672.0,4.0
Halmaheramys_bokimekot_33262-WD225,Halmaheramys_bokimekot_33262-WD225,tip,NA,7341.0,0.0,0.0,0.0,992.0,26366.0,17017.0,4330.0,5019.0,765.0,15.0
Bunomys_andrewsi_sample1,Bunomys_andrewsi_sample1,tip,NA,3237.0,0.0,0.0,0.0,5096.0,23576.0,3821.0,1222.0,18533.0,1466.0,12.0
Bunomys_torajae_NMVZ21736,Bunomys_torajae_NMVZ21736,tip,NA,7030.0,0.0,0.0,0.0,1303.0,20165.0,11241.0,2723.0,6201.0,853.0,12.0
Bunomys_chrysocomus_JAE4867,Bunomys_chrysocomus_JAE4867,tip,NA,7213.0,0.0,0.0,0.0,1120.0,24593.0,12620.0,2959.0,9014.0,988.0,12.0
Taeromys_callitrichus_LSUMZ37153,Taeromys_callitrichus_LSUMZ37153,tip,NA,7488.0,0.0,0.0,0.0,845.0,11130.0,3825.0,1201.0,6104.0,519.0,9.0
Taeromys_punicans_MVZ225815,Taeromys_punicans_MVZ225815,tip,NA,7787.0,0.0,0.0,0.0,546.0,16150.0,1562.0,460.0,14128.0,521.0,3.0
Taeromys_hamatus_NMVZ63317,Taeromys_hamatus_NMVZ63317,tip,NA,5647.0,0.0,0.0,0.0,2686.0,15349.0,8095.0,2344.0,4910.0,986.0,16.0
Taeromys_taerae_LSUMZ39224,Taeromys_taerae_LSUMZ39224,tip,NA,7052.0,0.0,0.0,0.0,1281.0,17176.0,9952.0,2693.0,4531.0,843.0,14.0
Genus_sp-nov_NMVZ21816,Genus_sp-nov_NMVZ21816,tip,NA,7556.0,0.0,0.0,0.0,777.0,22014.0,15265.0,3663.0,3086.0,439.0,4.0
Taeromys_celebensis_NMVZ20637,Taeromys_celebensis_NMVZ20637,tip,NA,7349.0,0.0,0.0,0.0,984.0,23599.0,14734.0,3626.0,5239.0,680.0,5.0
Paruromys_dominator_JAE4870,Paruromys_dominator_JAE4870,tip,NA,5296.0,0.0,0.0,0.0,3037.0,20359.0,8967.0,2151.0,9241.0,1190.0,9.0
Eropeplus_canus_NMVZ21733,Eropeplus_canus_NMVZ21733,tip,NA,7163.0,0.0,0.0,0.0,1170.0,18174.0,8269.0,2303.0,7602.0,637.0,7.0
Lenomys_meyeri_LSUMZ39079,Lenomys_meyeri_LSUMZ39079,tip,NA,7493.0,0.0,0.0,0.0,840.0,20755.0,12942.0,3198.0,4615.0,500.0,9.0
Chiropodomys_gliroides_Z25153,Chiropodomys_gliroides_Z25153,tip,NA,6694.0,0.0,0.0,0.0,1639.0,111387.0,83182.0,15414.0,12791.0,3209.0,18.0
Haeromys_minahassae_JAE4996,Haeromys_minahassae_JAE4996,tip,NA,6343.0,0.0,0.0,0.0,1990.0,80894.0,61668.0,12066.0,7160.0,2248.0,28.0
Apomys_lubangensis_JAE169,Apomys_lubangensis_JAE169,tip,NA,6754.0,0.0,0.0,0.0,1579.0,73214.0,52791.0,11821.0,8602.0,2059.0,26.0
Archboldomys_luzonensis_EAR1826,Archboldomys_luzonensis_EAR1826,tip,NA,6802.0,0.0,0.0,0.0,1531.0,44714.0,31117.0,7468.0,6129.0,1594.0,20.0
Rhynchomys_isarogensis_JAE2195,Rhynchomys_isarogensis_JAE2195,tip,NA,6758.0,0.0,0.0,0.0,1575.0,40543.0,30167.0,6423.0,3953.0,1180.0,19.0
Chrotomys_whiteheadi_KU168311,Chrotomys_whiteheadi_KU168311,tip,NA,7065.0,0.0,0.0,0.0,1268.0,21498.0,11150.0,3214.0,7134.0,1147.0,15.0
Chrotomys_mindorensis_JAE520,Chrotomys_mindorensis_JAE520,tip,NA,7193.0,0.0,0.0,0.0,1140.0,18739.0,9400.0,2173.0,7166.0,1013.0,11.0
Anisomys_imitator_ABTC45107,Anisomys_imitator_ABTC45107,tip,NA,7704.0,0.0,0.0,0.0,629.0,52713.0,40699.0,9448.0,2566.0,752.0,10.0
Lorentzimys_nouhuysi_ABTC-46314,Lorentzimys_nouhuysi_ABTC-46314,tip,NA,7279.0,0.0,0.0,0.0,1054.0,93639.0,69524.0,15437.0,8678.0,2475.0,28.0
Macruromys_major_ABTC43909,Macruromys_major_ABTC43909,tip,NA,6490.0,0.0,0.0,0.0,1843.0,48388.0,36111.0,9021.0,3256.0,1334.0,18.0
Chiruromys_vates_ABTC43096,Chiruromys_vates_ABTC43096,tip,NA,7454.0,0.0,0.0,0.0,879.0,75549.0,58716.0,13950.0,2883.0,1634.0,19.0
Hyomys_goliath_ABTC42697,Hyomys_goliath_ABTC42697,tip,NA,7644.0,0.0,0.0,0.0,689.0,62224.0,46566.0,10595.0,5063.0,1152.0,9.0
Pogonomys_macrourus_ABTC43144,Pogonomys_macrourus_ABTC43144,tip,NA,7658.0,0.0,0.0,0.0,675.0,73232.0,57439.0,13082.0,2711.0,1375.0,20.0
Coccymys_ruemmleri_ABTC49489,Coccymys_ruemmleri_ABTC49489,tip,NA,7668.0,0.0,0.0,0.0,665.0,72080.0,56789.0,12063.0,3228.0,1456.0,13.0
Mammelomys_lanosus_ABTC47208,Mammelomys_lanosus_ABTC47208,tip,NA,7195.0,0.0,0.0,0.0,1138.0,59705.0,44333.0,9890.0,5482.0,1279.0,17.0
Xenuromys_barbatus_ABTC129204,Xenuromys_barbatus_ABTC129204,tip,NA,7673.0,0.0,0.0,0.0,660.0,54214.0,42638.0,8793.0,2783.0,977.0,15.0
Mallomys_rothschildi_ABTC47402,Mallomys_rothschildi_ABTC47402,tip,NA,6513.0,0.0,0.0,0.0,1820.0,42900.0,30123.0,8042.0,4735.0,1421.0,20.0
Abeomelomys_sevia_KUM161018,Abeomelomys_sevia_KUM161018,tip,NA,6956.0,0.0,0.0,0.0,1377.0,44070.0,32634.0,6993.0,4443.0,1122.0,21.0
Pogonomelomys_mayeri_AMM21849,Pogonomelomys_mayeri_AMM21849,tip,NA,7213.0,0.0,0.0,0.0,1120.0,49618.0,36138.0,7635.0,5845.0,1292.0,19.0
Crossomys_moncktoni_ABTC46614,Crossomys_moncktoni_ABTC46614,tip,NA,7785.0,0.0,0.0,0.0,548.0,18319.0,13854.0,2974.0,1491.0,365.0,5.0
Parahydromys_asper_ABTC45798,Parahydromys_asper_ABTC45798,tip,NA,7267.0,0.0,0.0,0.0,1066.0,14519.0,7913.0,2129.0,4477.0,762.0,12.0
Hydromys_sp-nov_YS391,Hydromys_sp-nov_YS391,tip,NA,7341.0,0.0,0.0,0.0,992.0,12415.0,6118.0,1653.0,4644.0,757.0,11.0
Hydromys_chrysogaster_Z5248,Hydromys_chrysogaster_Z5248,tip,NA,4896.0,0.0,0.0,0.0,3437.0,13277.0,5042.0,1394.0,6841.0,1318.0,25.0
Xeromys_myoides_ABTC30709,Xeromys_myoides_ABTC30709,tip,NA,7718.0,0.0,0.0,0.0,615.0,43155.0,32820.0,7011.0,3324.0,814.0,12.0
Microhydromys_richardsoni_ANWCM35851,Microhydromys_richardsoni_ANWCM35851,tip,NA,7590.0,0.0,0.0,0.0,743.0,30832.0,22820.0,4511.0,3501.0,565.0,7.0
Pseudohydromys_pumehanae_ABTC43920,Pseudohydromys_pumehanae_ABTC43920,tip,NA,7392.0,0.0,0.0,0.0,941.0,23159.0,15370.0,3490.0,4299.0,822.0,15.0
Paraleptomys_wilhelmina_H126-ABTC133716,Paraleptomys_wilhelmina_H126-ABTC133716,tip,NA,7560.0,0.0,0.0,0.0,773.0,28304.0,20308.0,4716.0,3280.0,660.0,12.0
Mirzamys_louiseae_ABTC133754,Mirzamys_louiseae_ABTC133754,tip,NA,7668.0,0.0,0.0,0.0,665.0,27794.0,19300.0,4253.0,4241.0,622.0,11.0
Leptomys_elegans_ABTC45741,Leptomys_elegans_ABTC45741,tip,NA,7446.0,0.0,0.0,0.0,887.0,37922.0,26653.0,5982.0,5287.0,881.0,11.0
Solomys_salebrosus_ABTC64864,Solomys_salebrosus_ABTC64864,tip,NA,6852.0,0.0,0.0,0.0,1481.0,28570.0,19634.0,4759.0,4177.0,1025.0,22.0
Melomys_rufescens_ABTC44798,Melomys_rufescens_ABTC44798,tip,NA,6858.0,0.0,0.0,0.0,1475.0,36811.0,17750.0,3827.0,15234.0,1442.0,21.0
Uromys_sp-nov_YS380,Uromys_sp-nov_YS380,tip,NA,7339.0,0.0,0.0,0.0,994.0,16037.0,8504.0,2195.0,5338.0,781.0,20.0
Uromys_caudimaculatus_DT10Uc01,Uromys_caudimaculatus_DT10Uc01,tip,NA,7585.0,0.0,0.0,0.0,748.0,15998.0,9095.0,2183.0,4720.0,664.0,10.0
Leporillus_conditor_ABTC13335,Leporillus_conditor_ABTC13335,tip,NA,4071.0,0.0,0.0,0.0,4262.0,19918.0,9949.0,2518.0,7451.0,1052.0,11.0
Leporillus_apicalis_C90,Leporillus_apicalis_C90,tip,NA,3170.0,0.0,0.0,0.0,5163.0,16636.0,6565.0,1663.0,8408.0,1096.0,8.0
Conilurus_albipes_NMV-c7585,Conilurus_albipes_NMV-c7585,tip,NA,6636.0,0.0,0.0,0.0,1697.0,30673.0,17300.0,3781.0,9592.0,1298.0,20.0
Conilurus_penicillatus_M14056,Conilurus_penicillatus_M14056,tip,NA,7055.0,0.0,0.0,0.0,1278.0,35074.0,20260.0,4199.0,10615.0,1311.0,15.0
Mesembriomys_macrurus_ABTC7337,Mesembriomys_macrurus_ABTC7337,tip,NA,6395.0,0.0,0.0,0.0,1938.0,25082.0,12185.0,3006.0,9891.0,1329.0,20.0
Mesembriomys_gouldii_ABTC7449,Mesembriomys_gouldii_ABTC7449,tip,NA,7381.0,0.0,0.0,0.0,952.0,28289.0,14353.0,3450.0,10486.0,1011.0,7.0
Zyzomys_pedunculatus_Z34925,Zyzomys_pedunculatus_Z34925,tip,NA,7258.0,0.0,0.0,0.0,1075.0,31163.0,17334.0,3867.0,9962.0,963.0,11.0
Zyzomys_woodwardi_WAMM21724,Zyzomys_woodwardi_WAMM21724,tip,NA,6156.0,0.0,0.0,0.0,2177.0,26844.0,14302.0,3318.0,9224.0,1090.0,17.0
Zyzomys_maini_ABTC07900,Zyzomys_maini_ABTC07900,tip,NA,7276.0,0.0,0.0,0.0,1057.0,27196.0,15263.0,3350.0,8583.0,942.0,17.0
Zyzomys_palatalis_ABTC30744,Zyzomys_palatalis_ABTC30744,tip,NA,6946.0,0.0,0.0,0.0,1387.0,22940.0,12985.0,2797.0,7158.0,763.0,4.0
Zyzomys_argurus_ABTC61630,Zyzomys_argurus_ABTC61630,tip,NA,7071.0,0.0,0.0,0.0,1262.0,24809.0,11242.0,2689.0,10878.0,790.0,8.0
Leggadina_lakedownensis_WAMM21623,Leggadina_lakedownensis_WAMM21623,tip,NA,7249.0,0.0,0.0,0.0,1084.0,21595.0,10589.0,2441.0,8565.0,820.0,7.0
Leggadina_forresti_WAMM62323,Leggadina_forresti_WAMM62323,tip,NA,7208.0,0.0,0.0,0.0,1125.0,22525.0,11664.0,2699.0,8162.0,873.0,7.0
Pseudomys_calabyi_U4324,Pseudomys_calabyi_U4324,tip,NA,7377.0,0.0,0.0,0.0,956.0,28310.0,15545.0,3383.0,9382.0,819.0,9.0
Pseudomys_chapmani_WAMM29440,Pseudomys_chapmani_WAMM29440,tip,NA,7189.0,0.0,0.0,0.0,1144.0,25659.0,15712.0,3294.0,6653.0,786.0,7.0
Pseudomys_johnsoni_ABTC08053,Pseudomys_johnsoni_ABTC08053,tip,NA,7296.0,0.0,0.0,0.0,1037.0,22063.0,8166.0,1939.0,11958.0,700.0,4.0
Pseudomys_patrius_JM10865,Pseudomys_patrius_JM10865,tip,NA,6935.0,0.0,0.0,0.0,1398.0,21690.0,11543.0,2607.0,7540.0,763.0,11.0
Notomys_cervinus_M22857,Notomys_cervinus_M22857,tip,NA,6953.0,0.0,0.0,0.0,1380.0,33191.0,18824.0,3951.0,10416.0,1068.0,16.0
Notomys_mitchellii_M21518,Notomys_mitchellii_M21518,tip,NA,5695.0,0.0,0.0,0.0,2638.0,21402.0,8532.0,2103.0,10767.0,1398.0,19.0
Notomys_fuscus_M22830,Notomys_fuscus_M22830,tip,NA,7025.0,0.0,0.0,0.0,1308.0,19536.0,7571.0,1635.0,10330.0,715.0,7.0
Notomys_aquilo_M-32455,Notomys_aquilo_M-32455,tip,NA,7173.0,0.0,0.0,0.0,1160.0,18537.0,9169.0,1922.0,7446.0,578.0,4.0
Notomys_alexis_U1308,Notomys_alexis_U1308,tip,NA,6684.0,0.0,0.0,0.0,1649.0,17555.0,4724.0,1380.0,11451.0,782.0,13.0
Pseudomys_occidentalis_ABTC08043,Pseudomys_occidentalis_ABTC08043,tip,NA,7120.0,0.0,0.0,0.0,1213.0,33385.0,21858.0,4499.0,7028.0,722.0,16.0
Pseudomys_fumeus_ABTC08168,Pseudomys_fumeus_ABTC08168,tip,NA,7247.0,0.0,0.0,0.0,1086.0,30666.0,19871.0,4224.0,6571.0,565.0,8.0
Pseudomys_albocinereus_WAMM18855,Pseudomys_albocinereus_WAMM18855,tip,NA,6948.0,0.0,0.0,0.0,1385.0,21140.0,10564.0,2444.0,8132.0,859.0,8.0
Pseudomys_apodemoides_M16672,Pseudomys_apodemoides_M16672,tip,NA,7270.0,0.0,0.0,0.0,1063.0,21755.0,11104.0,2424.0,8227.0,655.0,9.0
Pseudomys_gracilicaudatus_ABTC08163,Pseudomys_gracilicaudatus_ABTC08163,tip,NA,6974.0,0.0,0.0,0.0,1359.0,23833.0,10867.0,2261.0,10705.0,790.0,8.0
Pseudomys_nanus_U1448,Pseudomys_nanus_U1448,tip,NA,7105.0,0.0,0.0,0.0,1228.0,26144.0,10583.0,2426.0,13135.0,812.0,11.0
Pseudomys_oralis_RAT7,Pseudomys_oralis_RAT7,tip,NA,7491.0,0.0,0.0,0.0,842.0,31243.0,19759.0,4024.0,7460.0,626.0,5.0
Pseudomys_desertor_ABTC41464,Pseudomys_desertor_ABTC41464,tip,NA,7049.0,0.0,0.0,0.0,1284.0,17291.0,8616.0,1934.0,6741.0,725.0,7.0
Pseudomys_shortridgei_Z25113,Pseudomys_shortridgei_Z25113,tip,NA,6984.0,0.0,0.0,0.0,1349.0,21892.0,9680.0,2598.0,9614.0,1155.0,15.0
Pseudomys_australis_M25541,Pseudomys_australis_M25541,tip,NA,7294.0,0.0,0.0,0.0,1039.0,29750.0,16678.0,3567.0,9505.0,651.0,8.0
Mastacomys_fuscus_M13957,Mastacomys_fuscus_M13957,tip,NA,7456.0,0.0,0.0,0.0,877.0,25319.0,15929.0,3424.0,5966.0,630.0,10.0
Pseudomys_higginsi_UC1421,Pseudomys_higginsi_UC1421,tip,NA,7669.0,0.0,0.0,0.0,664.0,29029.0,16529.0,3236.0,9264.0,651.0,5.0
Pseudomys_hermannsburgensis_ABTC08067,Pseudomys_hermannsburgensis_ABTC08067,tip,NA,6973.0,0.0,0.0,0.0,1360.0,21050.0,10119.0,2311.0,8620.0,696.0,8.0
Pseudomys_delicatulus_U1509,Pseudomys_delicatulus_U1509,tip,NA,7084.0,0.0,0.0,0.0,1249.0,17253.0,8015.0,1967.0,7271.0,616.0,13.0
Pseudomys_bolami_ABTC107389,Pseudomys_bolami_ABTC107389,tip,NA,6898.0,0.0,0.0,0.0,1435.0,20103.0,7288.0,1879.0,10936.0,1045.0,12.0
Pseudomys_novaehollandiae_ABTC08140,Pseudomys_novaehollandiae_ABTC08140,tip,NA,7266.0,0.0,0.0,0.0,1067.0,17182.0,7718.0,1747.0,7717.0,521.0,7.0
Vandeleuria_oleracea_ABTC116404,Vandeleuria_oleracea_ABTC116404,tip,NA,6599.0,0.0,0.0,0.0,1734.0,142949.0,117143.0,21797.0,4009.0,3928.0,39.0
Pithecheir_melanurus_LSUMZ38198,Pithecheir_melanurus_LSUMZ38198,tip,NA,7780.0,0.0,0.0,0.0,553.0,111814.0,91257.0,18414.0,2143.0,2040.0,15.0
Otomys_tropicalis_LSUMZ37841,Otomys_tropicalis_LSUMZ37841,tip,NA,7845.0,0.0,0.0,0.0,488.0,55527.0,44097.0,9007.0,2423.0,909.0,9.0
Otomys_denti_LSUMZ37840,Otomys_denti_LSUMZ37840,tip,NA,7290.0,0.0,0.0,0.0,1043.0,40981.0,28652.0,5936.0,6393.0,1147.0,19.0
Oenomys_hypoxanthus_LSUMZ37838,Oenomys_hypoxanthus_LSUMZ37838,tip,NA,7656.0,0.0,0.0,0.0,677.0,87029.0,68453.0,13318.0,5258.0,1479.0,15.0
Hybomys_planifrons_R24117,Hybomys_planifrons_R24117,tip,NA,7719.0,0.0,0.0,0.0,614.0,96738.0,77436.0,15848.0,3454.0,1803.0,27.0
Hybomys_univittatus_TCD4026,Hybomys_univittatus_TCD4026,tip,NA,5765.0,0.0,0.0,0.0,2568.0,18151.0,8185.0,1898.0,8068.0,1200.0,12.0
Hybomys_lunaris_LSUMZ37734,Hybomys_lunaris_LSUMZ37734,tip,NA,7193.0,0.0,0.0,0.0,1140.0,37665.0,25174.0,5415.0,7076.0,1249.0,18.0
Stochomys_longicaudatus_MNHN1999459,Stochomys_longicaudatus_MNHN1999459,tip,NA,6160.0,0.0,0.0,0.0,2173.0,46207.0,34952.0,7214.0,4041.0,1327.0,21.0
Dephomys_defua_MNHNR24062,Dephomys_defua_MNHNR24062,tip,NA,7560.0,0.0,0.0,0.0,773.0,54398.0,40533.0,8329.0,5536.0,940.0,15.0
Micaelemys_namaquensis_MNHN1987009,Micaelemys_namaquensis_MNHN1987009,tip,NA,7447.0,0.0,0.0,0.0,886.0,71545.0,53046.0,10786.0,7713.0,1314.0,18.0
Aethomys_hindei_MVZ196257,Aethomys_hindei_MVZ196257,tip,NA,7713.0,0.0,0.0,0.0,620.0,64972.0,50843.0,9538.0,4591.0,953.0,8.0
Aethomys_nyikae_FMNH196708,Aethomys_nyikae_FMNH196708,tip,NA,7760.0,0.0,0.0,0.0,573.0,68612.0,54977.0,10929.0,2706.0,1161.0,12.0
Thallomys_paedulcus_FMNH158089,Thallomys_paedulcus_FMNH158089,tip,NA,7296.0,0.0,0.0,0.0,1037.0,80557.0,63750.0,12087.0,4720.0,1485.0,22.0
