generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
21000,Lophuromys_woosnami_LSUMZ37793,Lophiomys_imhausi_UM5152,0.3628,0.693691,-0.0442363,0.406981,0
22000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.420338,0.0369592,0.228579,0
22000,Lophuromys_woosnami_LSUMZ37793,Lophiomys_imhausi_UM5152,0.161977,0.223352,-0.0650334,0.0498851,0
22000,Malacomys_longipes_TCD4253,NA,13.4619,0.149464,0.010761,0.361173,0
22000,Chiropodomys_gliroides_Z25153,NA,20.6637,0.497299,0.0871126,2.41562,0
23000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.343859,0.0642573,0.182252,0
23000,Lophuromys_woosnami_LSUMZ37793,Lophiomys_imhausi_UM5152,0.120145,0.272241,0.0181794,0.207759,0
23000,Apodemus_sylvaticus_SMG3823,NA,10.6943,0.130313,-0.0925838,0.0116366,0
23000,Chiropodomys_gliroides_Z25153,NA,19.571,0.694442,-0.0441649,3.13257,0
24000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.274118,0.0848252,0.0200489,0
24000,Lophuromys_woosnami_LSUMZ37793,Lophiomys_imhausi_UM5152,0.077009,1.66574,-0.118948,0.53631,0
24000,Gracilimus_radix_Z08508,NA,20.7835,0.827601,0.0962852,0.792954,0
25000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.309922,0.0423764,0.135386,0
25000,Lophuromys_woosnami_LSUMZ37793,NA,5.66034,0.567941,-0.112837,0.360326,0
25000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6491,1.40772,-0.0627798,0.0658294,0
26000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.255718,0.075462,0.0471961,0
26000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.5843,1.25206,-0.0588406,0.215777,0
26000,Coccymys_ruemmleri_ABTC49489,NA,21.3725,0.532942,0.0557101,0.0257506,0
27000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.464017,0.0339734,0.287091,0
27000,Lophuromys_woosnami_LSUMZ37793,Lophiomys_imhausi_UM5152,0.192382,0.184023,-0.0695235,0.138328,0
28000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.41429,0.0387933,0.23135,0
28000,Lophiomys_imhausi_UM5152,NA,14.7829,0.168912,0.0241584,0.418991,0
28000,Lophuromys_woosnami_LSUMZ37793,Lophiomys_imhausi_UM5152,0.183488,0.238152,-0.096439,0.167599,0
29000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.585802,0.0227699,0.375677,0
30000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.510486,0.0566671,0.450604,0
31000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.56636,0.0284024,0.403286,0
32000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.381139,0.0131546,0.121942,0
32000,rnor6,Berylmys_bowersi_ABTC116431,17.1654,0.941558,0.028891,0.0537663,0
33000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.350973,0.0495014,0.209846,0
33000,Chiropodomys_gliroides_Z25153,NA,19.307,1.55882,0.0563709,0.874421,0
33000,rnor6,Berylmys_bowersi_ABTC116431,16.6268,1.35544,-0.00399641,0.258008,0
34000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.430372,0.0176844,0.265495,0
34000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6417,1.77019,-0.158692,0.0670184,0
34000,rnor6,Berylmys_bowersi_ABTC116431,15.759,1.68859,-0.0670019,0.0648429,0
35000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.25659,0.0276771,0.0647556,0
35000,mm10,Mus_cookii_10460X3,17.0918,0.946089,0.075639,0.361606,0
35000,Vandeleuria_oleracea_ABTC116404,NA,17.0949,0.016486,-0.0304387,0.432538,0
35000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6985,1.2037,-0.0134572,0.0517448,0
35000,rnor6,Berylmys_bowersi_ABTC116431,17.21,1.41829,-0.0336409,0.14657,0
36000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.221331,0.0261707,0.0306006,0
36000,mm10,Mus_spretus_10460X4,18.6595,2.6185,-0.00685461,1.72537,0
36000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.4245,1.23594,-0.0908097,0.0303508,0
36000,rnor6,Berylmys_bowersi_ABTC116431,16.8861,1.60136,-0.0701373,0.0526331,0
37000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.251364,0.0285657,0.0138097,0
37000,mm10,Mus_spretus_10460X4,19.2467,1.10428,0.0308486,0.277647,0
37000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,15.9946,0.881845,0.00515016,0.133448,0
37000,rnor6,Genus_sp-nov_NMVZ21816,17.5183,1.51562,0.0031442,0.440497,0
38000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.175446,0.138965,0.0200105,0
38000,mm10,Mus_spretus_10460X4,19.5299,2.36206,-0.0167092,0.0418745,0
38000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.0695,0.771079,0.0332243,0.11649,0
38000,rnor6,Genus_sp-nov_NMVZ21816,18.2051,1.10106,-0.0462938,0.0883951,0
39000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.210014,0.03855,0.0119658,0
39000,Lophiomys_imhausi_UM5152,NA,19.8537,0.153887,-0.050845,1.88251,0
39000,mm10,Mus_spretus_10460X4,19.3684,3.12775,-0.0621411,1.50369,0
39000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.5336,1.07784,-0.0441051,0.102833,0
39000,rnor6,Paucidentomys_vermidax_Z21914,15.4936,0.990955,0.0463156,0.437504,0
40000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.206872,0.126478,0.0164413,0
40000,mm10,Mus_spretus_10460X4,19.6628,1.67941,0.0213189,0.521712,0
40000,Otomys_tropicalis_LSUMZ37841,Pithecheir_melanurus_LSUMZ38198,10.4574,0.61248,-0.0609961,0.0384566,0
40000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,15.525,1.24835,-0.0235749,0.120782,0
40000,rnor6,Berylmys_bowersi_ABTC116431,17.1651,1.46078,0.014798,0.443839,0
41000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.213601,0.052488,0.00406085,0
41000,mm10,Mus_spretus_10460X4,19.5206,2.71232,0.0669424,1.48378,0
41000,Mus_platythrix_10460X13,NA,20.9542,0.463802,0.0824508,0.117212,0
41000,Pelomys_minor_FMNH219213,NA,21.5387,0.0018814,0.00107837,0.882948,0
41000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.1684,1.43086,-0.0323302,0.350819,0
41000,rnor6,Genus_sp-nov_NMVZ21816,17.334,1.19312,-0.0359939,0.0467771,0
42000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.23306,0.0338336,0.0724659,0
42000,mm10,Mus_spretus_10460X4,19.9115,1.97802,0.0525652,1.11057,0
42000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6324,1.04725,-0.028907,0.0628577,0
42000,Macruromys_major_ABTC43909,NA,19.935,0.537475,0.0196103,1.52443,0
42000,rnor6,Berylmys_bowersi_ABTC116431,16.8847,1.44795,0.0363648,0.76689,0
43000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.286281,0.0026724,0.0101895,0
43000,mm10,Mus_spretus_10460X4,19.3701,2.36559,0.0176408,1.70409,0
43000,Praomys_degraaffi_TCD4312,NA,21.5245,0.761135,0.0194519,1.07385,0
43000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.0492,0.743817,0.0557612,0.115983,0
43000,rnor6,Berylmys_bowersi_ABTC116431,16.9899,1.01429,0.0301621,0.0719452,0
43000,rnor6,Paucidentomys_vermidax_Z21914,14.0064,0.707967,-0.0168726,0.114964,0
44000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.222741,0.0328329,0.0220714,0
44000,mm10,Mus_cookii_10460X3,16.9924,3.6177,-0.0155796,2.96724,0
44000,Zyzomys_maini_ABTC07900,NA,21.5005,3.79629,0.0508354,1.05776,0
44000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.5983,0.78233,0.0777664,0.0565624,0
44000,rnor6,Genus_sp-nov_NMVZ21816,17.4697,1.55037,-0.0475454,0.147103,0
44000,rnor6,Paucidentomys_vermidax_Z21914,15.2563,0.628138,-0.00834201,0.0453873,0
45000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.264043,0.00173336,0.00151415,0
45000,Lophiomys_imhausi_UM5152,NA,21.334,0.485763,0.0131639,2.46288,0
45000,mm10,Mus_cookii_10460X3,17.8226,3.45803,-0.0218789,2.25892,0
45000,Myomyscus_verreauxii_MNHN1999102,Hylomyscus_stella_LSUMZ37742,15.83,0.795184,-0.0313675,0.169184,0
45000,Lemniscomys_striatus_TCD4711,NA,20.1647,1.92547,-0.0107655,0.779818,0
45000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.0302,1.41674,-0.0516634,0.120536,0
45000,rnor6,Genus_sp-nov_NMVZ21816,18.1103,1.40208,-0.0810984,0.0797623,0
46000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.222231,0.0160667,0.017297,0
46000,mm10,Mus_cookii_10460X3,17.6664,2.66553,0.0330882,2.74671,0
46000,Crossomys_moncktoni_ABTC46614,Hydromys_sp-nov_YS391,19.8601,2.11927,0.0997981,1.95985,0
46000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.7852,0.951458,0.0182818,0.0701518,0
46000,rnor6,Berylmys_bowersi_ABTC116431,17.0196,1.26851,-0.0286983,0.0761006,0
47000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.209941,0.0719585,0.0499084,0
47000,mm10,Mus_spretus_10460X4,18.5073,1.7524,-0.0298115,1.03266,0
47000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.0586,0.85163,0.0413789,0.110992,0
47000,rnor6,Berylmys_bowersi_ABTC116431,16.7128,1.20666,0.00349998,0.0804182,0
48000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.223499,0.0505666,0.0807917,0
48000,mm10,Mus_cookii_10460X3,17.5289,2.64678,-0.0621528,1.39207,0
48000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.1465,1.01165,0.0155228,0.126519,0
48000,rnor6,Genus_sp-nov_NMVZ21816,17.799,1.03615,0.0546038,0.114715,0
49000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.233391,0.0107145,0.00895415,0
49000,mm10,Mus_cookii_10460X3,17.6341,1.65485,0.058574,1.96725,0
49000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.5672,1.25633,-0.0469294,0.0744822,0
49000,rnor6,Paucidentomys_vermidax_Z21914,15.2949,1.00101,-0.0426076,0.0671809,0
49000,Crunomys_melanius_KU168558,Crunomys_celebensis_Z21894,19.8373,1.65227,-0.0148796,0.0499649,0
50000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.297172,0.00982868,0.0878664,0
50000,mm10,Mus_platythrix_10460X13,14.91,0.876159,-0.0578349,0.0884708,0
50000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.5347,1.11454,-0.10862,0.15061,0
50000,rnor6,Berylmys_bowersi_ABTC116431,15.7647,1.12904,-0.0605531,0.0169653,0
50000,Phloeomys_cumingi_FMNH198472,Phloeomys_pallidus_JEC43,19.9329,1.33461,0.100598,2.10847,0
51000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.274694,0.00332431,0.00906961,0
51000,mm10,Mus_pahari_10460X1,12.7269,0.555254,0.0248734,0.286309,0
51000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.4673,1.6412,-0.0663342,0.427318,0
51000,rnor6,Berylmys_bowersi_ABTC116431,16.9534,1.63573,-0.0597395,0.224704,0
52000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.313271,0.010588,0.049665,0
52000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,15.5483,1.23771,-0.0162573,0.258902,0
52000,rnor6,Berylmys_bowersi_ABTC116431,17.0717,0.952533,0.025107,0.0707274,0
53000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.337994,0.00411298,0.0378107,0
53000,Malacomys_longipes_TCD4253,NA,20.226,0.000371599,0.0497584,2.84609,0
53000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.183,1.15935,-0.0403876,0.102856,0
53000,rnor6,Paucidentomys_vermidax_Z21914,15.5508,0.683035,-0.0140608,0.0238573,0
54000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.317853,0.00729321,0.0344251,0
54000,Pithecheir_melanurus_LSUMZ38198,NA,19.6438,0.883177,-0.038051,1.89161,0
54000,Lophuromys_woosnami_LSUMZ37793,NA,19.5434,0.014408,-0.0162973,1.11431,0
54000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.0303,0.771005,0.0675862,0.0114517,0
54000,rnor6,Berylmys_bowersi_ABTC116431,16.1324,0.991595,-0.0283288,0.00361309,0
55000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.168347,0.0170182,0.150294,0
55000,Lophuromys_woosnami_LSUMZ37793,NA,19.7405,0.000641473,-0.028156,0.513044,0
55000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.0404,0.891782,-0.0142582,0.0765716,0
55000,rnor6,Genus_sp-nov_NMVZ21816,17.4393,1.45293,-0.083013,0.0393011,0
55000,mm10,Phloeomys_cumingi_FMNH198472,2.44061,0.295019,0.0236359,0.0468154,0
56000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.627983,-0.0353939,0.488306,0
56000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.4861,0.953249,-0.0120287,0.135403,0
56000,rnor6,Berylmys_bowersi_ABTC116431,16.38,0.788194,0.0776103,0.0287844,0
56000,mm10,Phloeomys_cumingi_FMNH198472,1.26334,0.2907,0.0178309,0.00426782,0
57000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.265088,0.0235641,0.00761226,0
57000,Lophiomys_imhausi_UM5152,NA,4.25781,1.33713,-0.114513,0.726224,0
57000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,15.6625,0.977133,-0.0155665,0.179328,0
57000,rnor6,Berylmys_bowersi_ABTC116431,17.2545,1.51137,-0.0733422,0.38002,0
58000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.281878,0.0311668,0.154752,0
58000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.7522,1.34444,-0.0364077,0.0643954,0
58000,Vandeleuria_oleracea_ABTC116404,NA,19.0235,0.28303,0.112824,0.45531,0
58000,Microhydromys_richardsoni_ANWCM35851,NA,20.7328,1.1689,0.00995244,0.375386,0
58000,rnor6,Berylmys_bowersi_ABTC116431,15.814,1.19995,0.00322744,0.287564,0
59000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.2935,0.0281754,0.123262,0
59000,Pseudomys_calabyi_U4324,NA,20.5518,0.638472,-0.0268712,0.448821,0
59000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.5412,1.70146,-0.129511,0.00436278,0
59000,Niviventer_lepturus_JAE4746,Margaretamys_parvus_NMVZ21833,17.5208,1.12585,-0.047274,0.521261,0
59000,rnor6,Genus_sp-nov_NMVZ21816,17.7482,1.247,-0.0245509,0.10232,0
60000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.220909,0.0654939,0.0323141,0
60000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,15.8966,0.99033,-0.00534191,0.0424671,0
60000,rnor6,Berylmys_bowersi_ABTC116431,16.085,1.57673,-0.0573549,0.178562,0
60000,Echiothrix_centrosa_Z27993,NA,19.1405,0.25453,0.052199,1.16952,0
61000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.187492,0.0951314,0.0541326,0
61000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6113,1.32629,-0.0610134,0.255011,0
61000,rnor6,Genus_sp-nov_NMVZ21816,18.0812,1.72034,-0.10028,0.356541,0
62000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.278796,0.00687356,0.0181034,0
62000,Lophiomys_imhausi_UM5152,NA,16.1261,1.05651,-0.0474368,1.53286,0
62000,mm10,Mus_cookii_10460X3,17.7486,2.60365,-0.00645333,1.80921,0
62000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6403,0.999085,-0.0453159,0.082804,0
62000,rnor6,Paucidentomys_vermidax_Z21914,14.2117,0.866826,0.0311825,0.21319,0
63000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.403388,-0.0688833,0.0490376,0
63000,Lophiomys_imhausi_UM5152,NA,14.8386,0.796625,-0.0548613,0.942377,0
63000,Rattus_morotaiensis_ASAM29,NA,21.5075,0.665185,0.0623258,0.83732,0
63000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.7392,0.844057,0.0638899,0.0357174,0
63000,rnor6,Genus_sp-nov_NMVZ21816,17.9968,0.923782,-0.0681301,0.00724265,0
63000,mm10,Phloeomys_cumingi_FMNH198472,1.29744,0.373744,0.0113799,0.0602861,0
64000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.266956,-0.029125,0.210608,0
64000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.5415,0.923135,0.033298,0.0616937,0
64000,Rhynchomys_isarogensis_JAE2195,NA,19.0732,1.35143,0.00690198,1.62538,0
64000,rnor6,Genus_sp-nov_NMVZ21816,18.0515,1.13099,0.0109951,0.0216096,0
64000,mm10,Phloeomys_cumingi_FMNH198472,0.942106,0.363932,0.0094363,0.0828043,0
65000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.853461,-0.0372382,0.580898,0
65000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6736,0.847208,-0.0209594,0.112785,0
65000,Pithecheir_melanurus_LSUMZ38198,NA,18.2712,0.460952,-0.0605159,0.063091,0
65000,rnor6,Berylmys_bowersi_ABTC116431,16.8157,0.917071,0.0375107,0.0352404,0
65000,mm10,Phloeomys_cumingi_FMNH198472,0.289308,0.339816,0.00276222,0.022847,0
66000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.135367,0.0665634,0.141794,0
66000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.2792,0.921863,0.0149876,0.00213601,0
66000,rnor6,Berylmys_bowersi_ABTC116431,16.9964,1.26748,-0.0277766,0.15666,0
66000,mm10,Phloeomys_cumingi_FMNH198472,1.03985,0.439932,-0.00474287,0.104481,0
67000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.469959,-0.0956336,0.157059,0
67000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.3175,1.10701,-0.0124344,0.354014,0
67000,rnor6,Genus_sp-nov_NMVZ21816,17.8937,0.985605,0.00296621,0.00987348,0
67000,mm10,Phloeomys_cumingi_FMNH198472,3.55821,0.456037,-0.00164969,0.0877222,0
68000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.604749,-0.0295908,0.502933,0
68000,mm10,Phloeomys_cumingi_FMNH198472,3.70012,0.531452,0.0573022,0.326367,0
68000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.2673,1.32366,-0.0549983,0.110168,0
68000,rnor6,Berylmys_bowersi_ABTC116431,17.2971,1.21751,-0.0516544,0.00909441,0
68000,mm10,Phloeomys_cumingi_FMNH198472,3.75745,0.37267,0.00736801,0.0435383,0
69000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.615566,-0.0272401,0.610425,0
69000,Pithecheir_melanurus_LSUMZ38198,NA,12.3582,0.597797,-0.0238398,0.519963,0
69000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.7366,1.30876,-0.00703504,0.485917,0
69000,Pseudomys_oralis_RAT7,Pseudomys_occidentalis_ABTC08043,18.7291,1.44682,-0.0563876,0.0297751,0
69000,rnor6,Berylmys_bowersi_ABTC116431,17.0767,1.25974,-0.024028,0.160226,0
69000,mm10,Phloeomys_cumingi_FMNH198472,4.84419,0.350373,0.00146517,0.0179091,0
70000,Lophuromys_woosnami_LSUMZ37793,mm10,0,1.37525,-0.0381305,0.9897,0
70000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.3339,1.25908,-0.0279769,0.367835,0
70000,rnor6,Berylmys_bowersi_ABTC116431,16.1505,0.776195,0.0431068,0.0654025,0
70000,mm10,Phloeomys_cumingi_FMNH198472,4.67895,0.354994,0.00146517,0.00333614,0
71000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.321335,0.00128922,0.0367674,0
71000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6438,1.1986,0.00429702,0.399454,0
71000,rnor6,Paucidentomys_vermidax_Z21914,14.6497,1.28942,-0.0512177,0.272753,0
72000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.187669,0.136724,0.0279289,0
72000,Lophiomys_imhausi_UM5152,NA,12.3856,2.94364,-0.0834999,2.25848,0
72000,mm10,Mus_spretus_10460X4,19.4154,1.29146,0.0236962,0.0220039,0
72000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.0844,0.917379,0.0771549,0.439758,0
72000,rnor6,Berylmys_bowersi_ABTC116431,16.1738,1.15336,0.0115026,0.0199738,0
73000,Lophuromys_woosnami_LSUMZ37793,mm10,0,1.26744,-0.0428945,0.989473,0
73000,mm10,Mus_spretus_10460X4,19.1204,1.84045,-0.0312092,0.565095,0
73000,Xeromys_myoides_ABTC30709,Pseudohydromys_pumehanae_ABTC43920,19.0967,2.06922,0.0520769,1.1999,0
73000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.3149,0.830302,0.0896025,0.0721276,0
73000,Paruromys_dominator_JAE4870,NA,21.5182,2.19562,0.0777094,0.436897,0
73000,rnor6,Genus_sp-nov_NMVZ21816,17.9502,1.32755,-0.0528552,0.183299,0
73000,mm10,Phloeomys_cumingi_FMNH198472,0.0253778,0.382823,-0.00624717,0.00414014,0
74000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.860318,-0.000842783,0.745409,0
74000,mm10,Mus_spretus_10460X4,19.6004,3.74503,-0.0337596,0.658858,0
74000,Pithecheir_melanurus_LSUMZ38198,NA,21.5732,3.70675,0.0197785,0.815527,0
74000,Vandeleuria_oleracea_ABTC116404,NA,16.918,0.301322,-0.048134,0.282218,0
74000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,15.8081,0.809844,0.0977764,0.0960538,0
74000,rnor6,Genus_sp-nov_NMVZ21816,17.5289,1.06642,-0.030027,0.0350636,0
74000,mm10,Phloeomys_cumingi_FMNH198472,0.734542,0.461233,-0.0174552,0.0129151,0
75000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.665261,-0.0295348,0.559865,0
75000,mm10,Mus_spretus_10460X4,19.2679,1.20545,0.0042392,0.142987,0
75000,Pithecheir_melanurus_LSUMZ38198,NA,16.5599,0.539343,0.0194901,0.668201,0
75000,Tateomys_rhinogradoides_Z21785,Tateomys_macrocercus_Z21834,18.7272,0.267754,-0.0560946,0.0776081,0
75000,Abeomelomys_sevia_KUM161018,NA,21.2468,0.230663,-0.0446572,0.855763,0
75000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.32,0.787492,0.0731777,0.0282497,0
75000,rnor6,Genus_sp-nov_NMVZ21816,18.3292,1.6645,-0.0461512,0.318051,0
75000,mm10,Phloeomys_cumingi_FMNH198472,2.14499,0.476022,-0.0202407,0.00499626,0
76000,Lophuromys_woosnami_LSUMZ37793,mm10,0,0.674811,0.0121816,0.68115,0
76000,mm10,Mus_spretus_10460X4,19.7819,1.62312,-0.159986,0.200009,0
76000,Mus_musculoides_LSUMZ37820,Mus_minutoides_10460X2,19.4454,2.33001,-0.0306873,0.860105,0
76000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,16.6589,0.926962,0.0310948,0.0250733,0
76000,Anisomys_imitator_ABTC45107,NA,21.5063,0.154433,0.0331523,0.558706,0
