# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft/nt/ -f 0 -s 80 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed
# Runtime:        05/06/2021 12:52:36
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft/nt
# Sequence gappiness threshold:80
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed-f0-seq80-site50
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f0/mafft-trimmed-f0-seq80-site50/aln-stats-f0-seq80-site50.tab
# ----------------
# 05.06.2021 | 12:52:36 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000015124-mafft-cds.fa	188	167	132.83510638297872	177	5	0	0	1	145	138	51	188	116	113.87765957446808	164	11	0	0	1	94	94
ENSMUSP00000015460-mafft-cds.fa	187	408	200.76470588235293	181	3	6	0	0	408	267	179	181	229	180.11049723756906	171	5	0	0	0	229	228
ENSMUSP00000016105-mafft-cds.fa	188	453	334.968085106383	188	0	0	0	19	418	380	97	188	356	313.2925531914894	188	0	0	0	19	321	317
ENSMUSP00000016106-mafft-cds.fa	183	147	89.5792349726776	166	8	1	0	6	147	123	62	182	85	77.01098901098901	160	9	1	0	6	85	85
ENSMUSP00000016309-mafft-cds.fa	188	284	195.64361702127658	184	2	0	0	0	255	196	63	188	221	190.58510638297872	184	2	0	0	0	193	191
ENSMUSP00000016315-mafft-cds.fa	188	1181	912.7393617021277	188	0	0	0	2	1131	1072	173	188	1008	863.2553191489362	188	0	0	0	2	958	955
ENSMUSP00000016323-mafft-cds.fa	188	473	397.0744680851064	188	0	0	0	0	473	468	39	188	434	379.42021276595744	188	0	0	0	0	434	431
ENSMUSP00000016638-mafft-cds.fa	188	421	246.85106382978722	186	1	2	0	0	421	276	158	186	263	229.0	184	1	0	0	0	263	258
ENSMUSP00000016668-mafft-cds.fa	187	176	115.67379679144385	179	4	5	0	9	176	155	22	182	154	116.24175824175825	178	2	0	0	9	154	154
ENSMUSP00000016672-mafft-cds.fa	188	338	252.2287234042553	188	0	0	1	0	312	308	104	188	234	205.3031914893617	188	0	0	0	0	209	208
ENSMUSP00000016673-mafft-cds.fa	184	180	101.20108695652173	163	9	6	0	0	180	177	101	178	79	68.21910112359551	139	16	3	0	0	79	79
ENSMUSP00000018337-mafft-cds.fa	188	510	386.8936170212766	184	2	1	0	0	510	442	116	187	394	367.6898395721925	181	3	0	0	0	394	393
ENSMUSP00000018561-mafft-cds.fa	188	1133	932.5053191489362	188	0	0	0	1	1108	1054	93	188	1040	909.2393617021277	188	0	0	0	1	1016	1016
ENSMUSP00000019861-mafft-cds.fa	188	1140	808.7446808510638	188	0	1	0	1	1099	960	319	187	821	736.7219251336899	187	0	0	0	1	781	777
ENSMUSP00000023918-mafft-cds.fa	188	640	554.0744680851063	186	1	0	16	12	404	317	85	188	555	545.2446808510638	186	1	0	16	11	319	316
ENSMUSP00000026879-mafft-cds.fa	188	355	233.04255319148936	186	1	0	0	0	323	323	128	188	227	203.5	184	2	0	0	0	195	195
ENSMUSP00000027032-mafft-cds.fa	187	2148	778.8877005347593	187	0	102	0	5	2148	1419	0	85	2148	1421.7529411764706	85	0	0	3	5	2148	2111
ENSMUSP00000027040-mafft-cds.fa	188	1603	1400.095744680851	188	0	0	14	8	1240	1169	77	188	1526	1388.526595744681	188	0	0	13	7	1165	1155
ENSMUSP00000027049-mafft-cds.fa	188	362	299.81382978723406	186	1	0	0	2	307	298	11	188	351	295.8776595744681	186	1	0	0	2	296	294
ENSMUSP00000027050-mafft-cds.fa	188	331	260.27659574468083	184	2	0	0	2	331	330	24	188	307	251.62765957446808	183	2	0	0	2	307	307
ENSMUSP00000027053-mafft-cds.fa	188	338	244.18085106382978	188	0	1	0	0	338	338	98	187	240	204.94652406417111	183	2	0	0	0	240	240
ENSMUSP00000027056-mafft-cds.fa	188	1621	1175.8563829787233	188	0	0	5	1	1552	1398	372	188	1249	1075.7712765957447	188	0	0	5	1	1181	1179
ENSMUSP00000027061-mafft-cds.fa	167	158	125.80838323353294	164	1	0	0	0	158	148	9	167	149	124.92814371257485	164	1	0	0	0	149	147
ENSMUSP00000027062-mafft-cds.fa	132	218	122.5530303030303	130	1	0	6	0	171	131	49	132	169	115.96212121212122	130	1	0	6	0	122	121
ENSMUSP00000027071-mafft-cds.fa	187	283	202.6577540106952	187	0	1	0	1	283	243	83	186	200	180.96774193548387	184	1	0	0	1	200	199
ENSMUSP00000027083-mafft-cds.fa	188	551	449.15425531914894	188	0	0	0	2	551	507	73	188	478	434.46276595744683	188	0	0	0	2	478	474
ENSMUSP00000027089-mafft-cds.fa	188	174	152.98936170212767	186	1	0	2	0	107	104	4	188	170	151.79787234042553	186	1	0	2	0	103	102
ENSMUSP00000027103-mafft-cds.fa	188	710	554.3936170212766	188	0	1	0	2	710	679	68	187	642	539.0748663101605	187	0	0	0	2	616	611
ENSMUSP00000027111-mafft-cds.fa	188	747	586.0212765957447	188	0	0	22	1	672	574	106	188	641	571.563829787234	188	0	0	22	1	566	565
ENSMUSP00000027114-mafft-cds.fa	188	294	177.0372340425532	174	6	4	0	6	294	264	146	184	148	124.17391304347827	165	8	0	0	1	148	147
ENSMUSP00000027121-mafft-cds.fa	187	525	342.2245989304813	187	0	1	0	0	525	495	150	186	375	287.4569892473118	186	0	0	0	0	375	370
ENSMUSP00000027123-mafft-cds.fa	188	584	557.0372340425532	188	0	0	0	69	321	306	5	188	579	555.1117021276596	188	0	0	0	69	316	304
ENSMUSP00000027125-mafft-cds.fa	188	285	134.32978723404256	184	2	12	0	17	252	152	117	176	168	126.05113636363636	174	1	0	0	9	136	133
ENSMUSP00000027127-mafft-cds.fa	188	1251	1179.968085106383	188	0	0	15	5	993	976	11	188	1240	1178.0	188	0	0	15	5	982	974
ENSMUSP00000027128-mafft-cds.fa	188	1201	789.9574468085107	188	0	0	0	3	1201	938	307	188	894	750.9734042553191	188	0	0	0	2	894	891
ENSMUSP00000027131-mafft-cds.fa	188	843	762.4893617021277	188	0	0	7	1	579	566	20	188	823	754.313829787234	188	0	0	7	0	563	561
ENSMUSP00000027139-mafft-cds.fa	188	857	655.4255319148937	188	0	0	0	35	718	638	187	188	670	599.0904255319149	188	0	0	0	31	531	520
ENSMUSP00000027144-mafft-cds.fa	188	1542	1182.840425531915	188	0	0	0	0	1542	1472	283	188	1259	1089.5691489361702	188	0	0	0	0	1259	1259
ENSMUSP00000027146-mafft-cds.fa	188	281	251.64361702127658	182	3	0	21	0	193	181	13	188	268	249.61702127659575	180	4	0	21	0	181	180
ENSMUSP00000027149-mafft-cds.fa	188	424	296.5691489361702	188	0	3	0	0	424	372	55	185	369	294.35675675675674	185	0	0	0	0	369	367
ENSMUSP00000027151-mafft-cds.fa	187	183	121.55080213903743	170	6	0	0	0	156	141	81	187	102	95.58288770053476	158	10	0	0	0	75	74
ENSMUSP00000027153-mafft-cds.fa	188	438	283.5851063829787	188	0	3	0	1	438	398	114	185	324	252.84864864864866	185	0	0	0	0	324	322
ENSMUSP00000027164-mafft-cds.fa	188	223	176.47340425531914	184	2	2	0	0	223	185	42	186	181	168.89247311827958	180	3	0	0	0	181	181
ENSMUSP00000027165-mafft-cds.fa	187	216	168.51871657754012	177	5	1	0	0	213	195	61	186	155	150.8978494623656	167	7	0	0	0	73	72
ENSMUSP00000027178-mafft-cds.fa	188	1681	1324.4468085106382	188	0	0	11	3	1435	1333	196	188	1485	1272.1117021276596	188	0	0	11	3	1241	1239
ENSMUSP00000027198-mafft-cds.fa	188	620	368.24468085106383	188	0	0	0	0	597	455	231	188	389	332.6755319148936	188	0	0	0	0	366	363
ENSMUSP00000027215-mafft-cds.fa	188	229	199.78191489361703	149	15	0	8	0	153	126	29	188	200	194.73936170212767	149	15	0	8	0	127	124
ENSMUSP00000027217-mafft-cds.fa	184	146	97.66847826086956	168	6	0	0	3	146	130	42	184	104	90.45108695652173	164	8	0	0	3	104	104
ENSMUSP00000027226-mafft-cds.fa	188	347	213.12765957446808	186	1	1	0	0	347	242	129	187	218	195.89839572192514	185	1	0	0	0	218	217
ENSMUSP00000027231-mafft-cds.fa	188	814	510.1170212765957	188	0	0	0	0	792	536	288	188	526	486.28723404255317	188	0	0	0	0	504	503
ENSMUSP00000027233-mafft-cds.fa	188	714	596.813829787234	188	0	0	15	0	541	501	80	188	634	576.7553191489362	188	0	0	14	0	462	459
ENSMUSP00000027237-mafft-cds.fa	186	462	353.2043010752688	186	0	0	0	0	426	393	61	186	401	338.9731182795699	186	0	0	0	0	365	363
ENSMUSP00000027241-mafft-cds.fa	188	517	285.75	188	0	1	0	1	517	349	206	187	311	255.79144385026737	187	0	0	0	1	311	310
ENSMUSP00000027243-mafft-cds.fa	187	420	258.5668449197861	187	0	3	0	3	420	384	100	184	320	228.8695652173913	184	0	0	0	3	320	314
ENSMUSP00000027247-mafft-cds.fa	188	201	163.74468085106383	188	0	0	1	1	138	125	15	188	186	159.56914893617022	188	0	0	1	1	123	120
ENSMUSP00000027249-mafft-cds.fa	185	194	142.91351351351352	179	3	7	0	0	194	185	38	178	156	133.35393258426967	176	1	0	0	0	156	155
ENSMUSP00000027251-mafft-cds.fa	188	1285	1012.2074468085107	188	0	0	7	1	1216	1151	201	188	1084	942.8510638297872	188	0	0	7	1	1015	1004
ENSMUSP00000027263-mafft-cds.fa	188	368	301.8244680851064	186	1	0	2	27	298	282	16	188	352	300.8723404255319	186	1	0	2	27	282	281
ENSMUSP00000027265-mafft-cds.fa	188	411	390.40425531914894	186	1	0	0	0	297	297	0	188	411	390.40425531914894	186	1	0	0	0	297	297
ENSMUSP00000027267-mafft-cds.fa	188	1002	820.4042553191489	188	0	0	0	27	903	818	141	188	861	778.4095744680851	188	0	0	0	27	762	752
ENSMUSP00000027269-mafft-cds.fa	187	378	212.58823529411765	173	7	0	0	0	303	174	132	187	246	208.94117647058823	171	8	0	0	0	171	171
ENSMUSP00000027271-mafft-cds.fa	188	211	184.67021276595744	186	1	0	0	0	210	210	0	188	211	184.67021276595744	186	1	0	0	0	210	210
ENSMUSP00000027286-mafft-cds.fa	136	76	41.0	117	5	0	0	4	76	61	17	136	59	38.94117647058823	117	5	0	0	4	59	58
ENSMUSP00000027287-mafft-cds.fa	188	930	758.1063829787234	188	0	0	3	0	887	851	86	188	844	738.2127659574468	188	0	0	3	0	801	800
ENSMUSP00000027291-mafft-cds.fa	188	612	509.48936170212767	188	0	0	0	1	552	518	37	188	575	506.8510638297872	188	0	0	0	1	515	515
ENSMUSP00000027297-mafft-cds.fa	185	208	114.17837837837838	181	2	8	0	1	208	192	94	177	114	83.28248587570621	164	6	0	0	1	114	113
ENSMUSP00000027302-mafft-cds.fa	188	440	331.5851063829787	186	1	0	1	0	363	336	60	188	380	311.7074468085106	186	1	0	1	0	304	300
ENSMUSP00000027303-mafft-cds.fa	188	250	246.19148936170214	182	3	0	3	0	188	187	0	188	250	246.19148936170214	182	3	0	3	0	188	187
ENSMUSP00000027312-mafft-cds.fa	188	682	257.5	188	0	9	0	0	682	428	457	179	225	177.45251396648044	177	1	2	0	0	225	224
ENSMUSP00000027322-mafft-cds.fa	188	317	243.0372340425532	188	0	3	0	0	317	293	56	185	261	229.6216216216216	185	0	0	0	0	222	220
ENSMUSP00000027331-mafft-cds.fa	187	229	169.86096256684493	185	1	2	0	0	229	225	28	185	201	162.13513513513513	183	1	0	0	0	201	199
ENSMUSP00000027338-mafft-cds.fa	122	106	51.33606557377049	110	5	0	0	3	106	48	56	122	50	43.950819672131146	99	7	8	0	2	50	47
ENSMUSP00000027339-mafft-cds.fa	188	464	266.8670212765957	188	0	3	0	21	464	409	106	185	358	242.45405405405404	185	0	0	0	5	358	353
ENSMUSP00000027356-mafft-cds.fa	188	538	425.2074468085106	188	0	1	0	0	538	529	89	187	449	385.9144385026738	187	0	0	0	0	449	449
ENSMUSP00000027366-mafft-cds.fa	188	825	698.968085106383	188	0	0	0	5	782	780	21	188	804	690.3351063829788	188	0	0	0	5	761	759
ENSMUSP00000027367-mafft-cds.fa	188	263	202.12765957446808	188	0	2	0	1	263	245	45	186	218	191.13978494623655	186	0	0	0	1	210	209
ENSMUSP00000027368-mafft-cds.fa	188	555	430.0744680851064	188	0	0	0	2	507	494	114	188	441	379.6648936170213	188	0	0	0	0	394	392
ENSMUSP00000027379-mafft-cds.fa	188	763	486.3776595744681	188	0	1	0	0	763	667	197	187	566	435.7433155080214	187	0	0	0	0	566	564
ENSMUSP00000027381-mafft-cds.fa	185	320	145.12972972972972	181	2	9	0	0	320	203	167	176	153	110.82954545454545	169	3	0	0	0	153	149
ENSMUSP00000027384-mafft-cds.fa	188	601	497.7074468085106	188	0	0	2	33	571	527	47	188	554	484.0	188	0	0	2	32	524	515
ENSMUSP00000027393-mafft-cds.fa	188	823	523.5691489361702	188	0	1	0	9	793	699	346	187	477	431.13903743315507	187	0	0	0	1	417	409
ENSMUSP00000027396-mafft-cds.fa	188	835	697.4255319148937	188	0	0	17	46	640	619	46	188	789	683.3563829787234	188	0	0	17	46	594	592
ENSMUSP00000027401-mafft-cds.fa	188	303	258.86170212765956	184	2	1	0	0	303	302	0	187	303	260.03208556149735	183	2	0	0	0	303	302
ENSMUSP00000027404-mafft-cds.fa	188	976	747.5425531914893	188	0	0	11	0	785	669	148	188	828	722.031914893617	188	0	0	11	0	637	631
ENSMUSP00000027405-mafft-cds.fa	188	616	526.2712765957447	188	0	0	3	1	564	551	54	188	562	506.6436170212766	188	0	0	3	1	510	506
ENSMUSP00000027409-mafft-cds.fa	188	471	325.4308510638298	188	0	0	0	0	470	418	168	188	303	270.5159574468085	188	0	0	0	0	302	301
ENSMUSP00000027414-mafft-cds.fa	188	1080	976.1276595744681	186	1	0	0	0	971	939	31	188	1049	971.2234042553191	186	1	0	0	0	940	934
ENSMUSP00000027422-mafft-cds.fa	188	511	425.1648936170213	188	0	0	0	0	477	426	55	188	456	421.82978723404256	188	0	0	0	0	422	422
ENSMUSP00000027425-mafft-cds.fa	188	270	213.12234042553192	179	4	2	0	0	270	268	44	186	226	196.63440860215053	176	4	0	0	0	226	224
ENSMUSP00000027429-mafft-cds.fa	188	294	153.92021276595744	177	4	6	0	0	294	284	197	182	97	84.48351648351648	167	6	0	0	0	97	96
ENSMUSP00000027431-mafft-cds.fa	188	487	416.59574468085106	186	1	2	5	7	423	415	14	186	473	413.752688172043	184	1	0	5	7	338	336
ENSMUSP00000027432-mafft-cds.fa	188	961	801.9468085106383	188	0	0	15	7	787	732	92	188	869	779.468085106383	188	0	0	15	4	695	691
ENSMUSP00000027438-mafft-cds.fa	188	741	647.6542553191489	188	0	0	3	17	494	414	95	188	646	612.4202127659574	188	0	0	3	15	408	387
ENSMUSP00000027444-mafft-cds.fa	188	148	91.57446808510639	135	12	6	0	0	148	130	59	182	89	81.49450549450549	115	14	0	0	0	87	86
ENSMUSP00000027449-mafft-cds.fa	177	127	106.7683615819209	134	16	0	0	0	127	126	30	177	97	93.19209039548022	124	17	3	0	0	97	96
ENSMUSP00000027455-mafft-cds.fa	188	523	412.4148936170213	188	0	3	0	0	523	501	24	185	499	414.8702702702703	185	0	0	0	0	479	478
ENSMUSP00000027463-mafft-cds.fa	188	769	617.8723404255319	188	0	0	0	1	769	753	18	188	751	615.9414893617021	188	0	0	0	1	751	751
ENSMUSP00000027464-mafft-cds.fa	188	332	258.5851063829787	188	0	1	0	0	273	271	118	187	214	210.7326203208556	181	3	0	0	0	156	156
ENSMUSP00000027467-mafft-cds.fa	188	393	330.8829787234043	188	0	0	0	0	393	379	44	188	349	316.73936170212767	188	0	0	0	0	349	349
ENSMUSP00000027487-mafft-cds.fa	188	766	390.8404255319149	188	0	3	6	0	707	362	370	185	396	368.66486486486485	183	1	0	6	0	303	303
ENSMUSP00000027488-mafft-cds.fa	188	673	566.1117021276596	188	0	1	0	15	594	557	87	187	586	543.0320855614973	185	1	0	0	15	482	477
ENSMUSP00000027491-mafft-cds.fa	188	419	283.1648936170213	184	2	0	0	1	365	355	127	188	292	228.06382978723406	184	2	0	0	1	238	237
ENSMUSP00000027493-mafft-cds.fa	188	1409	1164.3829787234042	188	0	0	0	19	1409	1384	138	188	1271	1114.1117021276596	188	0	0	0	18	1271	1265
ENSMUSP00000027498-mafft-cds.fa	188	423	342.88829787234044	188	0	0	9	2	382	341	45	188	378	339.3085106382979	188	0	0	9	2	337	337
ENSMUSP00000027499-mafft-cds.fa	187	211	145.66310160427807	174	6	13	0	0	211	211	41	174	170	138.83333333333334	168	3	0	0	0	170	170
ENSMUSP00000027502-mafft-cds.fa	188	391	343.031914893617	186	1	0	0	12	391	381	14	188	377	338.0425531914894	186	1	0	0	12	377	375
ENSMUSP00000027503-mafft-cds.fa	184	210	124.96739130434783	172	4	17	0	1	210	210	45	167	165	118.41317365269461	154	6	8	0	1	165	165
ENSMUSP00000027505-mafft-cds.fa	188	223	195.26063829787233	182	3	0	1	1	201	188	14	188	209	193.61702127659575	180	4	0	1	1	187	186
ENSMUSP00000027517-mafft-cds.fa	188	1106	584.0585106382979	188	0	0	0	0	1036	595	494	188	612	550.9734042553191	188	0	0	0	0	545	541
ENSMUSP00000027521-mafft-cds.fa	188	783	682.9202127659574	188	0	0	5	0	605	530	75	188	708	679.4414893617021	186	1	0	5	0	530	528
ENSMUSP00000027528-mafft-cds.fa	188	606	376.09574468085106	188	0	1	0	0	606	527	230	187	376	317.7700534759358	187	0	0	0	0	376	375
ENSMUSP00000027529-mafft-cds.fa	188	216	147.13829787234042	182	3	5	0	0	216	211	43	183	173	131.75956284153006	175	4	2	0	0	173	172
ENSMUSP00000027532-mafft-cds.fa	188	415	316.4095744680851	186	1	0	0	7	415	395	61	188	354	301.27659574468083	186	1	0	0	2	354	353
ENSMUSP00000027533-mafft-cds.fa	188	577	422.3351063829787	188	0	1	0	0	577	576	73	187	504	392.7914438502674	187	0	0	0	0	504	503
ENSMUSP00000027559-mafft-cds.fa	188	513	371.281914893617	188	0	1	0	1	513	469	63	187	450	362.1016042780749	187	0	0	0	1	450	449
ENSMUSP00000027564-mafft-cds.fa	188	389	334.6914893617021	185	1	1	4	0	269	249	21	187	368	334.5668449197861	183	1	0	12	0	247	246
ENSMUSP00000027566-mafft-cds.fa	188	402	297.9148936170213	186	1	2	0	0	402	367	58	186	344	288.69354838709677	183	1	0	0	0	344	344
ENSMUSP00000027580-mafft-cds.fa	188	515	436.6170212765957	186	1	0	13	0	391	378	15	188	500	434.92021276595744	186	1	0	13	0	376	376
ENSMUSP00000027585-mafft-cds.fa	188	286	152.57978723404256	183	2	1	10	0	247	211	142	187	144	121.59358288770053	174	6	0	8	0	107	106
ENSMUSP00000027592-mafft-cds.fa	188	440	233.55851063829786	188	0	5	0	0	440	358	182	183	258	197.87978142076503	179	2	0	0	0	258	255
ENSMUSP00000027601-mafft-cds.fa	188	820	627.8670212765958	188	0	0	0	1	777	770	56	188	764	601.7234042553191	188	0	0	0	1	721	720
ENSMUSP00000027602-mafft-cds.fa	188	495	373.20212765957444	188	0	0	0	8	436	373	89	188	406	356.46276595744683	188	0	0	0	8	349	347
ENSMUSP00000027603-mafft-cds.fa	180	232	143.63888888888889	176	2	13	0	0	232	232	0	167	232	152.34730538922156	167	0	0	0	0	232	232
ENSMUSP00000027615-mafft-cds.fa	187	663	549.0748663101605	187	0	0	3	6	541	497	51	187	612	541.8609625668449	187	0	0	3	5	491	490
ENSMUSP00000027623-mafft-cds.fa	187	151	97.45989304812834	147	15	3	0	0	151	126	59	184	92	79.63586956521739	112	21	0	1	0	62	60
ENSMUSP00000027629-mafft-cds.fa	188	506	314.4308510638298	186	1	1	0	0	506	404	154	187	352	284.06417112299465	185	1	0	0	0	352	350
ENSMUSP00000027643-mafft-cds.fa	180	117	70.7	159	8	0	0	0	117	117	18	180	99	61.227777777777774	155	10	0	0	0	99	99
ENSMUSP00000027655-mafft-cds.fa	188	629	513.5957446808511	188	0	0	0	1	629	619	56	188	573	489.03723404255317	188	0	0	0	1	573	569
ENSMUSP00000027667-mafft-cds.fa	188	723	616.5691489361702	188	0	0	12	0	541	540	69	188	654	587.1808510638298	188	0	0	12	0	472	471
ENSMUSP00000027682-mafft-cds.fa	188	484	384.4414893617021	186	1	4	0	0	484	481	4	184	480	389.55434782608694	182	1	0	0	0	480	479
ENSMUSP00000027684-mafft-cds.fa	188	196	120.9627659574468	164	10	0	0	0	196	168	74	188	122	105.30319148936171	164	10	0	0	0	122	121
ENSMUSP00000027687-mafft-cds.fa	188	210	162.95212765957447	186	1	0	0	0	210	180	32	188	178	155.86702127659575	184	2	0	0	0	178	176
ENSMUSP00000027688-mafft-cds.fa	188	418	309.6914893617021	188	0	1	0	1	359	352	107	187	311	268.7005347593583	187	0	0	6	1	230	229
ENSMUSP00000027693-mafft-cds.fa	188	203	162.5372340425532	188	0	0	0	5	203	201	24	188	179	156.0372340425532	186	1	0	0	4	179	177
ENSMUSP00000027696-mafft-cds.fa	188	440	387.78723404255317	185	1	0	1	10	375	365	33	188	407	373.6914893617021	185	1	0	1	10	342	339
ENSMUSP00000027697-mafft-cds.fa	188	438	340.71276595744683	188	0	0	0	0	438	400	43	188	395	335.0425531914894	188	0	0	0	0	395	394
ENSMUSP00000027706-mafft-cds.fa	176	732	663.4261363636364	176	0	0	0	1	732	729	0	176	732	663.4261363636364	176	0	0	0	1	732	729
ENSMUSP00000027726-mafft-cds.fa	188	301	271.36170212765956	188	0	0	0	0	301	296	6	188	295	270.40425531914894	188	0	0	0	0	295	295
