# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f50/mafft//nt/ -f 50 -s 20 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f50/mafft-trimmed
# Runtime:        05/06/2021 19:13:31
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f50/mafft/nt
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f50/mafft-trimmed-f50-seq20-site50
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f50/mafft-trimmed-f50-seq20-site50/aln-stats-f50-seq20-site50.tab
# ----------------
# 05.06.2021 | 19:13:31 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000005820-mafft-cds.fa	188	373	223.1595744680851	183	2	124	0	0	373	352	0	64	373	335.875	64	0	0	13	0	244	223
ENSMUSP00000006037-mafft-cds.fa	188	1578	1307.2446808510638	188	0	58	6	37	1365	1235	129	130	1449	1345.1461538461538	130	0	0	65	24	737	711
ENSMUSP00000006462-mafft-cds.fa	188	429	382.6595744680851	188	0	21	0	0	399	398	0	167	429	396.11976047904193	167	0	0	33	0	168	167
ENSMUSP00000006716-mafft-cds.fa	181	210	165.22651933701658	165	4	57	0	0	210	210	0	124	210	193.78225806451613	117	2	0	27	0	61	61
ENSMUSP00000006718-mafft-cds.fa	188	422	344.8670212765957	186	1	64	0	0	417	410	9	124	413	392.8306451612903	122	1	0	43	0	118	118
ENSMUSP00000006721-mafft-cds.fa	188	197	179.16489361702128	174	6	49	0	0	197	195	3	139	194	192.84892086330936	129	5	0	21	0	36	36
ENSMUSP00000007949-mafft-cds.fa	149	160	119.00671140939598	93	10	61	0	0	141	141	0	88	160	160.0	71	5	0	65	0	0	0
ENSMUSP00000008280-mafft-cds.fa	188	277	227.02659574468086	188	0	83	0	1	277	277	0	105	277	263.0571428571429	105	0	0	6	1	166	166
ENSMUSP00000009356-mafft-cds.fa	188	417	330.9255319148936	188	0	95	0	0	417	415	0	93	417	379.0860215053763	93	0	0	9	0	253	251
ENSMUSP00000010049-mafft-cds.fa	188	259	187.99468085106383	186	1	99	0	2	259	238	0	89	259	223.38202247191012	87	1	0	37	1	80	59
ENSMUSP00000010434-mafft-cds.fa	185	237	183.34054054054053	177	4	100	0	1	237	231	0	85	237	210.94117647058823	83	1	0	12	1	63	57
ENSMUSP00000013737-mafft-cds.fa	188	477	364.84574468085106	188	0	88	0	22	477	427	60	100	417	395.71	100	0	0	15	6	122	121
ENSMUSP00000013842-mafft-cds.fa	188	128	118.10106382978724	151	10	7	0	1	107	107	0	181	128	119.98895027624309	144	10	0	3	1	52	52
ENSMUSP00000014370-mafft-cds.fa	188	180	154.45744680851064	182	2	50	0	6	160	148	11	138	169	163.268115942029	138	0	0	6	5	42	38
ENSMUSP00000015124-mafft-cds.fa	188	161	132.8031914893617	177	5	114	0	1	139	138	0	74	161	158.13513513513513	74	0	0	14	0	30	29
ENSMUSP00000015460-mafft-cds.fa	187	346	200.10160427807486	181	3	179	0	0	346	292	0	8	346	290.125	8	0	0	211	0	57	3
ENSMUSP00000016105-mafft-cds.fa	188	437	334.8829787234043	188	0	101	0	19	402	380	0	87	437	377.58620689655174	87	0	0	48	11	249	227
ENSMUSP00000016106-mafft-cds.fa	181	116	83.65193370165746	161	9	162	0	6	116	92	0	19	116	94.15789473684211	15	1	0	38	0	23	0
ENSMUSP00000016309-mafft-cds.fa	188	284	195.64361702127658	184	2	186	0	0	255	196	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000016315-mafft-cds.fa	188	1181	912.7393617021277	188	0	99	0	2	1131	1072	0	89	1181	1028.573033707865	89	0	0	96	0	477	418
ENSMUSP00000016323-mafft-cds.fa	188	473	397.0744680851064	188	0	66	0	0	473	468	4	122	469	425.62295081967216	122	0	1	5	0	300	297
ENSMUSP00000016638-mafft-cds.fa	188	311	242.64361702127658	186	1	75	0	0	311	276	45	113	266	260.5840707964602	111	1	0	18	0	40	37
ENSMUSP00000016668-mafft-cds.fa	187	176	115.67379679144385	179	4	129	0	9	176	155	0	58	176	156.22413793103448	56	1	0	13	2	24	3
ENSMUSP00000016672-mafft-cds.fa	188	338	252.2287234042553	188	0	113	1	0	312	308	0	75	338	308.7733333333333	75	0	0	47	0	120	116
ENSMUSP00000016673-mafft-cds.fa	184	158	96.06521739130434	158	11	128	0	0	158	156	0	56	158	141.69642857142858	50	3	0	41	0	23	21
ENSMUSP00000018337-mafft-cds.fa	188	499	386.8351063829787	184	2	128	0	0	499	442	0	60	499	437.23333333333335	60	0	0	121	0	172	115
ENSMUSP00000018561-mafft-cds.fa	188	1133	932.5053191489362	188	0	61	0	1	1108	1054	60	127	1073	994.8897637795276	127	0	0	9	0	714	714
ENSMUSP00000019861-mafft-cds.fa	188	1119	808.186170212766	188	0	141	0	1	1078	960	0	47	1119	942.5957446808511	47	0	0	174	0	421	303
ENSMUSP00000023918-mafft-cds.fa	188	555	546.1436170212766	186	1	1	16	11	319	317	0	187	555	547.3101604278074	185	1	0	18	11	282	280
ENSMUSP00000026879-mafft-cds.fa	188	355	233.04255319148936	186	1	150	0	0	323	323	0	38	355	340.7631578947368	38	0	0	124	0	96	96
ENSMUSP00000027032-mafft-cds.fa	187	2148	778.8877005347593	187	0	167	0	5	2148	1419	0	20	2148	2013.45	20	0	0	472	3	527	488
ENSMUSP00000027040-mafft-cds.fa	188	1603	1400.095744680851	188	0	37	14	8	1240	1169	77	151	1526	1471.76821192053	151	0	0	82	4	741	731
ENSMUSP00000027049-mafft-cds.fa	188	362	299.81382978723406	186	1	63	0	2	307	298	11	125	351	321.824	125	0	0	5	1	229	227
ENSMUSP00000027050-mafft-cds.fa	188	331	260.27659574468083	184	2	90	0	2	331	330	0	98	331	299.2448979591837	98	0	0	6	1	230	230
ENSMUSP00000027053-mafft-cds.fa	188	338	244.18085106382978	188	0	124	0	0	338	338	0	64	338	310.671875	64	0	0	70	0	127	127
ENSMUSP00000027056-mafft-cds.fa	188	1579	1161.531914893617	188	0	135	5	1	1510	1361	0	53	1579	1330.8301886792453	53	0	0	152	1	820	682
ENSMUSP00000027061-mafft-cds.fa	167	158	125.80838323353294	164	1	49	0	0	158	148	9	118	149	146.15254237288136	115	1	0	9	0	10	8
ENSMUSP00000027062-mafft-cds.fa	132	182	121.28030303030303	130	1	63	6	0	135	131	0	69	182	177.0144927536232	67	1	0	26	0	10	6
ENSMUSP00000027071-mafft-cds.fa	187	243	201.01069518716577	187	0	49	0	1	243	243	0	138	243	219.63768115942028	138	0	0	7	1	84	84
ENSMUSP00000027083-mafft-cds.fa	188	551	449.15425531914894	188	0	60	0	2	551	507	46	128	505	473.4296875	128	0	0	15	1	253	249
ENSMUSP00000027089-mafft-cds.fa	188	174	152.98936170212767	186	1	79	2	0	107	104	3	109	171	169.42201834862385	107	1	0	24	0	20	19
ENSMUSP00000027103-mafft-cds.fa	188	710	554.3936170212766	188	0	87	0	2	710	679	31	101	679	617.1881188118812	101	0	0	24	1	379	341
ENSMUSP00000027111-mafft-cds.fa	188	687	578.2553191489362	188	0	52	22	1	612	574	42	136	645	613.1985294117648	136	0	0	62	0	347	346
ENSMUSP00000027114-mafft-cds.fa	188	269	175.44148936170214	174	6	108	0	6	269	264	0	80	269	258.8375	80	0	0	3	0	98	93
ENSMUSP00000027121-mafft-cds.fa	187	525	342.2245989304813	187	0	148	0	0	525	495	0	39	525	448.15384615384613	39	0	0	36	0	217	187
ENSMUSP00000027123-mafft-cds.fa	188	584	557.0372340425532	188	0	2	0	69	321	306	5	186	579	556.489247311828	186	0	0	0	69	268	256
ENSMUSP00000027125-mafft-cds.fa	188	208	131.40425531914894	184	2	134	0	17	178	155	0	54	208	181.72222222222223	54	0	0	31	10	73	51
ENSMUSP00000027127-mafft-cds.fa	188	1251	1179.968085106383	188	0	8	15	5	993	976	11	180	1240	1187.6666666666667	180	0	0	20	5	931	923
ENSMUSP00000027128-mafft-cds.fa	188	1008	777.2021276595744	188	0	100	0	2	1008	938	0	88	1008	871.1136363636364	88	0	0	33	0	612	542
ENSMUSP00000027131-mafft-cds.fa	188	843	762.4893617021277	188	0	14	7	1	579	566	20	174	823	765.1149425287356	174	0	0	15	0	420	418
ENSMUSP00000027139-mafft-cds.fa	188	857	655.4255319148937	188	0	115	0	35	718	638	0	73	857	730.027397260274	73	0	0	45	12	409	329
ENSMUSP00000027144-mafft-cds.fa	188	1542	1182.840425531915	188	0	100	0	0	1542	1472	0	88	1542	1321.1363636363637	88	0	0	99	0	929	859
ENSMUSP00000027146-mafft-cds.fa	188	281	251.64361702127658	182	3	32	21	0	193	181	13	156	268	257.9294871794872	150	3	0	42	0	102	101
ENSMUSP00000027149-mafft-cds.fa	188	372	294.27127659574467	188	0	78	0	0	372	372	0	110	372	343.46363636363634	110	0	0	0	0	369	369
ENSMUSP00000027151-mafft-cds.fa	187	183	121.55080213903743	170	6	165	0	0	156	141	0	22	183	167.0	22	0	0	70	0	18	4
ENSMUSP00000027153-mafft-cds.fa	188	412	282.52127659574467	188	0	139	0	1	412	399	0	49	412	372.3265306122449	49	0	0	52	1	225	212
ENSMUSP00000027164-mafft-cds.fa	188	223	176.47340425531914	184	2	49	0	0	223	185	42	139	181	179.22302158273382	135	2	0	9	0	67	67
ENSMUSP00000027165-mafft-cds.fa	187	216	168.51871657754012	177	5	118	0	0	213	195	0	69	216	197.95652173913044	67	1	0	43	0	19	1
ENSMUSP00000027178-mafft-cds.fa	188	1681	1324.4468085106382	188	0	90	11	3	1435	1333	102	98	1579	1417.5816326530612	98	0	0	58	1	1047	1025
ENSMUSP00000027198-mafft-cds.fa	188	620	368.24468085106383	188	0	184	0	0	597	455	0	4	620	511.0	4	0	0	521	0	113	20
ENSMUSP00000027215-mafft-cds.fa	188	224	199.75531914893617	149	15	8	8	0	148	126	22	180	202	198.76111111111112	141	15	0	23	0	15	12
ENSMUSP00000027217-mafft-cds.fa	184	131	97.58695652173913	168	6	53	0	3	131	130	26	131	105	104.20610687022901	121	4	0	7	2	1	1
ENSMUSP00000027226-mafft-cds.fa	188	225	200.39361702127658	186	1	31	0	0	225	223	4	157	221	210.29936305732485	155	1	0	6	0	135	135
ENSMUSP00000027231-mafft-cds.fa	188	561	501.22340425531917	188	0	22	0	0	539	536	4	166	557	510.7409638554217	166	0	0	4	0	429	428
ENSMUSP00000027233-mafft-cds.fa	188	714	596.813829787234	188	0	46	15	0	541	501	66	142	648	606.4014084507043	142	0	0	23	0	277	274
ENSMUSP00000027237-mafft-cds.fa	186	462	353.2043010752688	186	0	105	0	0	426	393	0	81	462	410.61728395061726	81	0	0	14	0	212	179
ENSMUSP00000027241-mafft-cds.fa	188	364	273.0691489361702	188	0	111	0	1	364	336	0	77	364	324.64935064935065	77	0	0	32	0	86	58
ENSMUSP00000027243-mafft-cds.fa	187	404	258.4598930481283	187	0	138	0	3	404	384	0	49	404	352.85714285714283	49	0	0	44	0	222	202
ENSMUSP00000027247-mafft-cds.fa	188	201	163.74468085106383	188	0	79	1	1	138	125	15	109	186	180.88073394495413	109	0	0	6	1	38	35
ENSMUSP00000027249-mafft-cds.fa	185	194	142.91351351351352	179	3	125	0	0	194	185	0	60	194	181.35	60	0	0	28	0	26	17
ENSMUSP00000027251-mafft-cds.fa	188	1266	1011.1542553191489	188	0	71	7	1	1197	1151	46	117	1220	1086.6837606837607	117	0	0	45	1	633	619
ENSMUSP00000027263-mafft-cds.fa	188	368	301.8244680851064	186	1	87	2	27	298	282	16	101	352	347.9504950495049	101	0	0	43	18	82	81
ENSMUSP00000027265-mafft-cds.fa	188	411	390.40425531914894	186	1	12	0	0	297	297	0	176	411	397.8806818181818	174	1	0	10	0	186	186
ENSMUSP00000027267-mafft-cds.fa	188	1002	820.4042553191489	188	0	64	0	27	903	818	99	124	903	844.6774193548387	124	0	0	32	22	433	423
ENSMUSP00000027269-mafft-cds.fa	187	252	211.9144385026738	171	8	81	0	0	177	174	5	106	247	246.29245283018867	100	3	0	68	0	25	25
ENSMUSP00000027271-mafft-cds.fa	188	211	184.67021276595744	186	1	63	0	0	210	210	0	125	211	207.456	125	0	0	3	0	20	20
ENSMUSP00000027286-mafft-cds.fa	136	76	41.0	117	5	102	0	4	76	61	0	34	76	61.470588235294116	34	0	0	9	1	15	0
ENSMUSP00000027287-mafft-cds.fa	188	930	758.1063829787234	188	0	70	3	0	887	851	43	118	887	813.5084745762712	118	0	0	22	0	641	640
ENSMUSP00000027291-mafft-cds.fa	188	612	509.48936170212767	188	0	59	0	1	552	518	37	129	575	547.8837209302326	129	0	0	7	1	385	385
ENSMUSP00000027297-mafft-cds.fa	185	208	114.17837837837838	181	2	154	0	1	208	192	0	31	208	192.25806451612902	29	1	0	92	1	17	1
ENSMUSP00000027302-mafft-cds.fa	188	440	331.5851063829787	186	1	109	1	0	363	336	0	79	440	385.253164556962	79	0	0	30	0	193	166
ENSMUSP00000027303-mafft-cds.fa	188	250	246.19148936170214	182	3	4	3	0	188	187	0	184	250	247.70652173913044	178	3	0	10	0	70	69
ENSMUSP00000027312-mafft-cds.fa	188	437	237.7287234042553	186	1	180	0	0	437	392	0	8	437	377.625	8	0	0	224	0	82	40
ENSMUSP00000027322-mafft-cds.fa	188	294	242.94148936170214	188	0	72	0	0	294	293	0	116	294	273.4310344827586	116	0	0	7	0	118	117
ENSMUSP00000027331-mafft-cds.fa	187	229	169.86096256684493	185	1	88	0	0	229	225	4	99	225	204.4949494949495	99	0	0	19	0	71	69
ENSMUSP00000027338-mafft-cds.fa	114	50	48.01754385964912	98	6	1	0	2	4	2	0	113	50	48.11504424778761	97	6	0	1	2	3	1
ENSMUSP00000027339-mafft-cds.fa	188	464	266.8670212765957	188	0	170	0	21	464	409	0	18	464	395.6666666666667	18	0	0	169	2	140	85
ENSMUSP00000027356-mafft-cds.fa	188	538	425.2074468085106	188	0	79	0	0	538	529	13	109	525	478.41284403669727	109	0	0	18	0	371	370
ENSMUSP00000027366-mafft-cds.fa	188	825	698.968085106383	188	0	55	0	5	782	780	0	133	825	746.8646616541354	133	0	0	15	5	653	651
ENSMUSP00000027367-mafft-cds.fa	188	263	202.12765957446808	188	0	101	0	1	263	245	0	87	263	233.02298850574712	87	0	0	26	0	60	57
ENSMUSP00000027368-mafft-cds.fa	188	555	430.0744680851064	188	0	90	0	2	507	494	18	98	537	477.03061224489795	98	0	0	28	2	356	353
ENSMUSP00000027379-mafft-cds.fa	188	714	478.3351063829787	188	0	150	0	0	714	661	0	38	714	604.6842105263158	38	0	0	109	0	330	277
ENSMUSP00000027381-mafft-cds.fa	185	204	127.7945945945946	181	2	151	0	0	204	203	0	34	204	193.73529411764707	34	0	0	36	0	28	27
ENSMUSP00000027384-mafft-cds.fa	188	601	497.7074468085106	188	0	50	2	33	571	527	47	138	554	518.7826086956521	138	0	0	18	24	358	349
ENSMUSP00000027393-mafft-cds.fa	188	823	523.5691489361702	188	0	180	0	9	793	699	0	8	823	696.0	8	0	0	368	3	171	106
ENSMUSP00000027396-mafft-cds.fa	188	835	697.4255319148937	188	0	63	17	46	640	619	20	125	815	751.544	125	0	0	43	31	480	478
ENSMUSP00000027401-mafft-cds.fa	188	303	258.86170212765956	184	2	57	0	0	303	302	0	131	303	291.44274809160305	127	2	0	27	0	142	141
ENSMUSP00000027404-mafft-cds.fa	188	907	737.25	188	0	78	11	0	727	657	76	110	831	785.4636363636364	110	0	0	42	0	517	512
ENSMUSP00000027405-mafft-cds.fa	188	616	526.2712765957447	188	0	45	3	1	564	551	12	143	604	554.048951048951	143	0	0	23	0	265	260
ENSMUSP00000027409-mafft-cds.fa	188	471	325.4308510638298	188	0	112	0	0	470	418	0	76	471	405.5131578947368	76	0	0	37	0	163	111
ENSMUSP00000027414-mafft-cds.fa	188	1080	976.1276595744681	186	1	23	0	0	971	939	31	165	1049	999.9515151515152	163	1	0	8	0	724	718
ENSMUSP00000027422-mafft-cds.fa	188	462	424.90425531914894	188	0	15	0	0	428	426	4	173	458	433.2023121387283	173	0	0	9	0	197	197
ENSMUSP00000027425-mafft-cds.fa	188	270	213.12234042553192	179	4	61	0	0	270	268	0	127	270	239.25984251968504	118	4	0	5	0	207	205
ENSMUSP00000027429-mafft-cds.fa	188	294	153.92021276595744	177	4	136	0	0	294	284	0	52	294	265.4230769230769	52	0	0	20	0	100	90
ENSMUSP00000027431-mafft-cds.fa	188	487	416.59574468085106	186	1	85	5	7	423	415	9	103	478	468.6116504854369	101	1	0	26	7	132	129
ENSMUSP00000027432-mafft-cds.fa	188	941	801.0957446808511	188	0	41	15	7	767	732	40	147	901	824.0272108843537	147	0	0	41	6	547	543
ENSMUSP00000027438-mafft-cds.fa	188	741	647.6542553191489	188	0	6	3	17	494	414	95	182	646	615.1868131868132	182	0	0	3	15	361	340
ENSMUSP00000027444-mafft-cds.fa	188	148	91.57446808510639	135	12	146	0	0	148	130	0	42	148	130.16666666666666	37	2	0	57	0	18	0
ENSMUSP00000027449-mafft-cds.fa	177	127	106.7683615819209	134	16	104	0	0	127	126	0	73	127	125.47945205479452	56	7	0	35	0	2	1
ENSMUSP00000027455-mafft-cds.fa	188	523	412.4148936170213	188	0	92	0	0	523	501	0	96	523	474.5	96	0	0	17	0	225	203
ENSMUSP00000027463-mafft-cds.fa	188	769	617.8723404255319	188	0	78	0	1	769	753	18	110	751	729.2454545454545	110	0	0	36	0	430	430
ENSMUSP00000027464-mafft-cds.fa	188	332	258.5851063829787	188	0	67	0	0	273	271	0	121	332	285.1570247933884	121	0	0	7	0	119	117
ENSMUSP00000027467-mafft-cds.fa	188	393	330.8829787234043	188	0	48	0	0	393	379	18	140	375	351.51428571428573	140	0	0	27	0	87	87
ENSMUSP00000027487-mafft-cds.fa	188	446	376.0904255319149	188	0	46	6	0	387	362	27	142	419	400.3098591549296	142	0	0	34	0	124	124
ENSMUSP00000027488-mafft-cds.fa	188	673	566.1117021276596	188	0	50	0	15	594	557	40	138	633	591.1304347826087	138	0	0	13	15	277	272
ENSMUSP00000027491-mafft-cds.fa	188	419	283.1648936170213	184	2	142	0	1	365	355	0	46	419	363.54347826086956	42	2	0	20	0	271	261
ENSMUSP00000027493-mafft-cds.fa	188	1409	1164.3829787234042	188	0	59	0	19	1409	1384	29	129	1380	1244.2635658914728	129	0	0	16	16	847	841
ENSMUSP00000027498-mafft-cds.fa	188	411	342.8244680851064	188	0	53	9	2	370	341	33	135	378	362.25925925925924	135	0	0	44	2	192	192
ENSMUSP00000027499-mafft-cds.fa	187	211	145.66310160427807	174	6	87	0	0	211	211	0	100	211	185.07	96	2	0	38	0	83	83
ENSMUSP00000027502-mafft-cds.fa	188	391	343.031914893617	186	1	38	0	12	391	381	14	150	377	356.94	148	1	0	4	9	299	297
ENSMUSP00000027503-mafft-cds.fa	184	210	124.96739130434783	172	4	154	0	1	210	210	0	30	210	191.83333333333334	28	1	0	58	0	37	37
ENSMUSP00000027505-mafft-cds.fa	188	223	195.26063829787233	182	3	23	1	1	201	188	14	165	209	199.73333333333332	157	4	0	8	1	47	46
ENSMUSP00000027517-mafft-cds.fa	188	983	581.1755319148937	188	0	186	0	0	933	615	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000027521-mafft-cds.fa	188	728	681.4840425531914	188	0	11	5	0	549	529	21	177	707	689.1638418079096	175	1	0	11	0	441	440
ENSMUSP00000027528-mafft-cds.fa	188	551	371.6170212765957	188	0	145	0	0	551	527	0	43	551	470.1162790697674	43	0	0	37	0	342	319
ENSMUSP00000027529-mafft-cds.fa	188	216	147.13829787234042	182	3	121	0	0	216	211	0	67	216	195.83582089552237	63	2	0	34	0	75	70
ENSMUSP00000027532-mafft-cds.fa	188	398	316.3191489361702	186	1	82	0	7	398	395	4	106	394	358.8679245283019	106	0	0	20	6	189	188
ENSMUSP00000027533-mafft-cds.fa	188	577	422.3351063829787	188	0	103	0	0	577	576	0	85	577	521.9882352941177	85	0	0	29	0	327	326
ENSMUSP00000027559-mafft-cds.fa	188	513	371.281914893617	188	0	123	0	1	513	469	0	65	513	441.32307692307694	65	0	0	17	1	303	268
ENSMUSP00000027564-mafft-cds.fa	188	389	334.6914893617021	185	1	28	4	0	269	249	21	160	368	350.71875	156	1	0	18	0	105	104
ENSMUSP00000027566-mafft-cds.fa	188	402	297.9148936170213	186	1	109	0	0	402	367	0	79	402	351.0632911392405	77	1	0	23	0	121	86
ENSMUSP00000027580-mafft-cds.fa	188	515	436.6170212765957	186	1	54	13	0	391	378	15	134	500	460.0970149253731	134	0	0	52	0	237	237
ENSMUSP00000027585-mafft-cds.fa	188	286	152.57978723404256	183	2	183	10	0	247	211	0	5	286	256.6	5	0	0	177	0	36	0
ENSMUSP00000027592-mafft-cds.fa	188	362	222.87234042553192	188	0	152	0	0	362	328	0	36	362	307.0833333333333	36	0	0	108	0	94	60
ENSMUSP00000027601-mafft-cds.fa	188	820	627.8670212765958	188	0	94	0	1	777	770	0	94	820	722.563829787234	94	0	0	21	1	633	626
ENSMUSP00000027602-mafft-cds.fa	188	495	373.20212765957444	188	0	105	0	8	436	373	0	83	495	417.144578313253	83	0	0	67	6	174	135
ENSMUSP00000027603-mafft-cds.fa	180	232	143.63888888888889	176	2	136	0	0	232	232	0	44	232	208.52272727272728	44	0	0	28	0	92	92
ENSMUSP00000027615-mafft-cds.fa	187	663	549.0748663101605	187	0	57	3	6	541	497	51	130	612	582.4769230769231	130	0	0	11	5	375	374
ENSMUSP00000027623-mafft-cds.fa	187	151	97.45989304812834	147	15	133	0	0	151	126	0	54	151	128.87037037037038	50	2	0	41	0	25	0
ENSMUSP00000027629-mafft-cds.fa	188	506	314.4308510638298	186	1	184	0	0	506	404	0	4	506	432.25	4	0	0	360	0	82	33
ENSMUSP00000027643-mafft-cds.fa	180	117	70.7	159	8	136	0	0	117	117	0	44	117	115.70454545454545	42	1	0	22	0	13	13
ENSMUSP00000027655-mafft-cds.fa	188	629	513.5957446808511	188	0	71	0	1	629	619	11	117	618	561.4102564102565	117	0	0	16	0	368	364
ENSMUSP00000027667-mafft-cds.fa	188	723	616.5691489361702	188	0	46	12	0	541	540	0	142	723	645.6619718309859	142	0	0	23	0	401	400
ENSMUSP00000027682-mafft-cds.fa	188	484	384.4414893617021	186	1	103	0	0	484	481	0	85	484	470.52941176470586	83	1	0	38	0	185	182
ENSMUSP00000027684-mafft-cds.fa	188	196	120.9627659574468	164	10	159	0	0	196	168	0	29	196	168.51724137931035	29	0	0	119	0	28	0
ENSMUSP00000027687-mafft-cds.fa	188	183	158.75	184	2	79	0	0	183	180	3	109	180	176.75229357798165	105	2	0	12	0	43	42
ENSMUSP00000027688-mafft-cds.fa	188	418	309.6914893617021	188	0	126	0	1	359	352	0	62	418	393.1290322580645	62	0	0	48	1	195	188
ENSMUSP00000027693-mafft-cds.fa	188	203	162.5372340425532	188	0	71	0	5	203	201	0	117	203	183.3760683760684	117	0	0	15	5	71	69
ENSMUSP00000027696-mafft-cds.fa	188	440	387.78723404255317	185	1	20	1	10	375	365	18	168	422	390.04761904761904	165	1	0	4	8	158	155
ENSMUSP00000027697-mafft-cds.fa	188	438	340.71276595744683	188	0	88	0	0	438	400	43	100	395	377.12	100	0	0	12	0	220	219
ENSMUSP00000027706-mafft-cds.fa	176	732	663.4261363636364	176	0	35	0	1	732	729	0	141	732	718.5531914893617	141	0	0	60	1	188	185
ENSMUSP00000027726-mafft-cds.fa	188	301	271.36170212765956	188	0	35	0	0	301	296	6	153	295	285.0	153	0	0	5	0	194	194
ENSMUSP00000027727-mafft-cds.fa	188	419	268.531914893617	188	0	164	0	2	419	372	0	24	419	364.7083333333333	24	0	0	161	0	115	68
ENSMUSP00000027740-mafft-cds.fa	188	257	180.95744680851064	188	0	134	0	0	257	251	0	54	257	236.2962962962963	54	0	0	43	0	108	107
