node,clade,node.type,branch.length,label,astral,gcf,scf,ds.sum,dn.sum,dn.ds.sum,synonymous.bl.sum,nonsynonymous.bl.sum,num.genes.full,num.genes.partial,num.genes.no.clade,num.genes.no.ds,num.genes.no.dn,avg.ds,avg.dn,avg.dn.ds,avg.synonymous.bl,avg.nonsynonymous.bl
50,Leopoldomys_sabanus_Z25191,tip,0.0172506,Leopoldomys_sabanus_Z25191,NA,NA,NA,222.56588549465633,24.782522989176506,1378.0611804706878,52.89548238559676,18.86252111012973,9729,0,2065,1138,3103,0.0228765428609987,0.002547283686830764,0.14164468912228265,0.005436887900667773,0.0019387934124914924
51,Margaretamys_parvus_NMVZ21833,tip,0.00653036,Margaretamys_parvus_NMVZ21833,NA,NA,NA,118.38792531361969,13.963462046048951,1296.9429712904575,28.167734118378053,10.613195005744725,10677,0,1117,2495,4037,0.011088126375725363,0.0013078076281772923,0.12147072878996512,0.0026381693470429947,0.000994024070969816
52,Margaretamys_christinae_TMar1,tip,0.00851704,Margaretamys_christinae_TMar1,NA,NA,NA,119.28524662442159,14.92470441706591,1296.6265315108867,28.398381904474608,11.347609865004438,9902,0,1892,2204,3515,0.012046581157788486,0.0015072414075000917,0.13094592319843332,0.002867944042059645,0.0011459917052115166
53,Paucidentomys_vermidax_Z21914,tip,0.0133425,Paucidentomys_vermidax_Z21914,NA,NA,NA,168.1482682398462,21.730487616570088,2422.398600586488,40.01256118888772,16.52804642425643,9455,0,2339,1351,2958,0.01778405798411911,0.002298306463941839,0.25620291915245774,0.00423189436159574,0.001748074714358163
54,Echiothrix_centrosa_Z27993,tip,0.0148614,Echiothrix_centrosa_Z27993,NA,NA,NA,146.86703015433204,21.41597937203304,1394.8795127221147,34.87626863921726,16.31121803715618,8231,0,3563,1378,2511,0.017843157593771357,0.002601868469448796,0.16946659126741764,0.00423718486687125,0.00198168120971403
55,Tateomys_rhinogradoides_Z21785,tip,0.00810942,Tateomys_rhinogradoides_Z21785,NA,NA,NA,99.14372379792022,14.686160606463782,1395.2276934557697,23.60917162020629,11.165344431086213,9751,0,2043,2590,3182,0.010167544231147596,0.0015061184090312564,0.14308560080563734,0.0024212051707728733,0.0011450460907687634
56,Melasmothrix_naso_Z21808,tip,0.00820755,Melasmothrix_naso_Z21808,NA,NA,NA,100.5158679300981,15.58218572528054,1393.276332924719,23.907108836369144,11.862861612790008,9448,0,2346,2512,3003,0.010638851389722492,0.0016492575915834611,0.14746785911565613,0.0025303883188367003,0.0012555950055874268
57,Tateomys_macrocercus_Z21834,tip,0.00968369,Tateomys_macrocercus_Z21834,NA,NA,NA,80.22379037444229,12.336526709041452,1067.3571677370599,19.06377071457848,9.386718267266607,7764,0,4030,2301,2476,0.010332791135296534,0.0015889395555179614,0.1374751632840108,0.002455405810739114,0.0012090054440065182
58,Gracilimus_radix_Z08508,tip,0.0090763,Gracilimus_radix_Z08508,NA,NA,NA,160.87460037810067,20.04202397383531,1405.2046519459861,38.4044611498241,15.221026525940573,10010,0,1784,1746,3437,0.016071388649160905,0.0020022001971863445,0.14038008510948913,0.0038366095054769333,0.0015205820705235338
59,Waiomys_mamasae_Z20624,tip,0.00872866,Waiomys_mamasae_Z20624,NA,NA,NA,129.1392595492679,17.308822147547787,1321.8396008207817,30.75345936130565,13.154218839130554,9407,0,2387,1875,3226,0.013727996125148072,0.001839993850063547,0.14051659411297776,0.0032692100947491923,0.0013983436631370845
60,Sommeromys_macrorhinos_Z21740,tip,0.0164374,Sommeromys_macrorhinos_Z21740,NA,NA,NA,157.55528491740318,23.74557232494964,1492.6855959001832,37.399139406491955,18.084285097127843,8423,0,3371,1303,2308,0.018705364468408307,0.0028191347886678906,0.1772154334441628,0.004440121026533534,0.0021470123586759876
61,Hyorhinomys_stuempkei_JAE4661,tip,0.0159402,Hyorhinomys_stuempkei_JAE4661,NA,NA,NA,164.72714943553402,22.963398498519982,1504.274320604936,39.18860079672379,17.4606314939449,8872,0,2922,1243,2573,0.0185670817668546,0.002588300101275922,0.16955301179045718,0.004417110098819183,0.0019680603577485233
62,Maxomys_surifer_JAE3632,tip,0.0202665,Maxomys_surifer_JAE3632,NA,NA,NA,265.11988921271507,29.4658853399565,1316.0010340708734,63.085096010145335,22.420271454184295,8984,0,2810,882,2814,0.02951022809580533,0.0032798180476354072,0.1464827508983608,0.007021938558564708,0.00249557785554144
63,Maxomys_musschenbroekii_sample1,tip,0.020408,Maxomys_musschenbroekii_sample1,NA,NA,NA,4014.0194433579913,17.151288911273568,825.1054159250081,983.7360493842618,13.040881228227116,4996,0,6798,760,1505,0.803446645988389,0.003433004185603196,0.1651532057496013,0.1969047336637834,0.0026102644572111922
64,Crunomys_melanius_KU168558,tip,0.00617075,Crunomys_melanius_KU168558,NA,NA,NA,153.04874964460438,20.823285309563197,1374.737027049108,36.70867825295225,15.795153454614764,10279,0,1515,2821,3252,0.014889459056776378,0.0020258084745172875,0.13374229273753363,0.0035712304944987105,0.0015366430056050944
65,Crunomys_celebensis_Z21894,tip,0.00751685,Crunomys_celebensis_Z21894,NA,NA,NA,105.25636172085076,15.916695675846253,1336.431454947407,25.045183348175243,12.104953268932517,9142,0,2652,2642,2855,0.011513493953276171,0.001741051813153167,0.14618589531255818,0.0027395737637470187,0.0013241033984831019
66,Zyzomys_pedunculatus_Z34925,tip,0.00790414,Zyzomys_pedunculatus_Z34925,NA,NA,NA,102.96716362043917,14.577689799452616,1333.9023838885776,24.483971286870286,11.101277825592977,9971,0,1823,2707,3242,0.01032666368673545,0.001462008805481157,0.13377819515480668,0.002455518131267705,0.001113356516457023
67,Zyzomys_woodwardi_WAMM21724,tip,0.00998445,Zyzomys_woodwardi_WAMM21724,NA,NA,NA,79.42346873553166,11.335646202687833,1090.8755794270025,18.89008289920798,8.62871565096936,8098,0,3696,2367,2671,0.009807788186654934,0.0013998081257949905,0.13470925900555725,0.002332684971500121,0.001065536632621556
68,Zyzomys_palatalis_ABTC30744,tip,0.00653035,Zyzomys_palatalis_ABTC30744,NA,NA,NA,74.77802344807549,9.941061058677223,1011.3600744363575,17.75111865310384,7.569016169986334,9319,0,2475,3139,3256,0.00802425404529193,0.001066751911007321,0.10852667393887301,0.001904830845917356,0.0008122133458510928
69,Zyzomys_argurus_ABTC61630,tip,0.00548362,Zyzomys_argurus_ABTC61630,NA,NA,NA,64.01995296638414,9.013399534901916,971.0444840075063,15.207616941766885,6.871158083527108,9539,0,2255,3685,3195,0.006711390393792236,0.0009448998359263987,0.10179730412071562,0.00159425693906771,0.0007203226840892241
70,Zyzomys_maini_ABTC07900,tip,0.00750918,Zyzomys_maini_ABTC07900,NA,NA,NA,88.43864112783362,11.322885188764031,1491.4412539698249,21.013070231091692,8.617889742998624,9878,0,1916,3023,3428,0.008953091833147764,0.0011462730500874704,0.15098615650636008,0.0021272595901084927,0.000872432652662343
71,Pseudomys_oralis_RAT7,tip,0.00855922,Pseudomys_oralis_RAT7,NA,NA,NA,115.45413054016838,13.302991652796985,1241.8465844373814,27.435375709597675,10.121613675966087,10361,0,1433,2396,3870,0.01114314550141573,0.0012839486200942945,0.11985779214722338,0.0026479466952608506,0.0009768954421355165
72,Pseudomys_shortridgei_Z25113,tip,0.00570225,Pseudomys_shortridgei_Z25113,NA,NA,NA,56.93008290247681,8.799847160666982,919.1386156384295,13.584386046391323,6.6902722658689475,9251,0,2543,3989,2909,0.006153938266401125,0.000951231992289156,0.09935559568029721,0.001468423526796165,0.0007231944942026751
73,Pseudomys_desertor_ABTC41464,tip,0.00373508,Pseudomys_desertor_ABTC41464,NA,NA,NA,55.540408789361635,7.705285160719774,814.6845220679155,13.207194202853806,5.86867412550319,9595,0,2199,4488,3030,0.00578847407914139,0.0008030521272245726,0.08490719354537941,0.0013764663056648051,0.0006116387832728702
74,Pseudomys_nanus_U1448,tip,0.00460116,Pseudomys_nanus_U1448,NA,NA,NA,68.56058070184179,8.742461221762627,852.360650166424,16.25609149034119,6.663976947550196,9678,0,2116,3967,3284,0.007084168289092973,0.0009033334595745636,0.08807198286489192,0.0016796953389482529,0.0006885696370686295
75,Pseudomys_gracilicaudatus_ABTC08163,tip,0.00531498,Pseudomys_gracilicaudatus_ABTC08163,NA,NA,NA,2972.755984284785,8.818553976617814,1742.5167958251243,727.0565617792824,6.708094092390885,9416,0,2378,3590,3367,0.3157132523666934,0.000936549912554993,0.18505913294659349,0.07721501293322881,0.0007124144108316573
76,Pseudomys_higginsi_UC1421,tip,0.00744657,Pseudomys_higginsi_UC1421,NA,NA,NA,95.92840445496287,10.899466855377396,1115.2486564208116,22.862234046150952,8.294022171068406,10493,0,1301,2829,3996,0.009142133275036966,0.0010387369537193745,0.10628501443065011,0.0021788081622177596,0.0007904338293213004
77,Pseudomys_bolami_ABTC107389,tip,0.0053946,Pseudomys_bolami_ABTC107389,NA,NA,NA,39.560035536709776,6.177262196785394,672.9685721069245,9.443692408644042,4.696510970262167,9083,0,2711,4725,2598,0.004355393101035976,0.0006800905203991406,0.07409100210359182,0.0010397107132713906,0.0005170660541959888
78,Pseudomys_novaehollandiae_ABTC08140,tip,0.00396835,Pseudomys_novaehollandiae_ABTC08140,NA,NA,NA,44.99186657958234,6.346170631924105,792.333325857811,10.68273074610957,4.832914284292807,9925,0,1869,4658,3220,0.004533185549580085,0.0006394126581283733,0.07983207313428826,0.0010763456671143143,0.00048694350471464046
79,Pseudomys_delicatulus_U1509,tip,0.00516128,Pseudomys_delicatulus_U1509,NA,NA,NA,49.59625846223536,7.739791637304091,909.154616010994,11.80010276806672,5.889664197854729,9618,0,2176,4373,3018,0.005156608282619605,0.000804719446590153,0.09452636889280454,0.0012268769773411022,0.0006123585150607953
80,Pseudomys_hermannsburgensis_ABTC08067,tip,0.0063221,Pseudomys_hermannsburgensis_ABTC08067,NA,NA,NA,60.6742941585928,8.551945000428464,958.6593243212695,14.438149789755487,6.500443586314682,9382,0,2412,3610,3171,0.006467095945277425,0.0009115268599902435,0.1021806996718471,0.00153892025045358,0.0006928633112678194
81,Mastacomys_fuscus_M13957,tip,0.00819405,Mastacomys_fuscus_M13957,NA,NA,NA,92.82375753196848,12.01667006254886,1200.4341670331337,22.11785491918753,9.134134839440522,10147,0,1647,2804,3626,0.00914790159968153,0.0011842584076622508,0.11830434286322397,0.0021797432659098775,0.0009001808258047228
82,Pseudomys_australis_M25541,tip,0.00842429,Pseudomys_australis_M25541,NA,NA,NA,96.62239731252389,11.943843288173975,1147.3729430911917,22.961228632053484,9.0886510657323,10038,0,1756,2656,3664,0.009625662214836012,0.001189862849987445,0.11430294312524325,0.002287430626823419,0.0009054244934979379
83,Pseudomys_fumeus_ABTC08168,tip,0.00902826,Pseudomys_fumeus_ABTC08168,NA,NA,NA,120.04629486586221,14.303774383870682,1330.4885961113118,28.545577204816457,10.881973334277829,10021,0,1773,2151,3566,0.01197947259413853,0.001427379940511993,0.13277004252183533,0.002848575711487522,0.0010859169079211486
84,Pseudomys_apodemoides_M16672,tip,0.00437813,Pseudomys_apodemoides_M16672,NA,NA,NA,72.09375564471311,9.263009463764087,985.3532228928278,17.142041445392657,7.052480639188557,9964,0,1830,3676,3502,0.007235423087586623,0.0009296476780172708,0.09889133108117501,0.0017203975758121896,0.0007077961299868082
85,Pseudomys_albocinereus_WAMM18855,tip,0.00526016,Pseudomys_albocinereus_WAMM18855,NA,NA,NA,61.966743636675965,8.462124628578877,981.6333954444585,14.732680585051778,6.4381280731217325,9360,0,2434,3599,3105,0.006620378593661962,0.0009040731440789399,0.10487536276116009,0.0015740043360098054,0.0006878341958463389
86,Pseudomys_occidentalis_ABTC08043,tip,0.0112903,Pseudomys_occidentalis_ABTC08043,NA,NA,NA,125.71484046774772,15.395753210877734,1304.586575002361,29.906331802998068,11.708059848795923,9694,0,2100,1971,3308,0.012968314469542781,0.0015881734279840863,0.13457670466292151,0.0030850352592323156,0.001207763549494112
87,Pseudomys_patrius_JM10865,tip,0.00663134,Pseudomys_patrius_JM10865,NA,NA,NA,68.56752893233059,9.304693764802384,977.8436332308693,16.314170707018516,7.076892720763977,9312,0,2482,3288,3274,0.0073633514746918585,0.0009992153957047232,0.10500898123183734,0.0017519513216299953,0.0007599755928655474
