gene	rf	num.tips	rf.zeros	num.tips.zeros
ENSMUSP00000011285	0.796511627906977	175	NA	NA
ENSMUSP00000098620	0.761006289308176	162	NA	NA
ENSMUSP00000133529	0.834394904458599	160	NA	NA
ENSMUSP00000034243	0.773809523809524	171	NA	NA
ENSMUSP00000130957	0.902439024390244	167	NA	NA
ENSMUSP00000067053	0.75	19	NA	NA
ENSMUSP00000022494	0.962732919254658	164	NA	NA
ENSMUSP00000033570	0.843137254901961	105	NA	NA
ENSMUSP00000027623	0.827586206896552	177	NA	NA
ENSMUSP00000033871	0.776119402985075	137	NA	NA
ENSMUSP00000006367	0.886792452830189	109	NA	NA
ENSMUSP00000116090	0.792134831460674	181	NA	NA
ENSMUSP00000142452	0.836065573770492	186	NA	NA
ENSMUSP00000113511	0.814606741573034	181	NA	NA
ENSMUSP00000052095	0.846153846153846	81	NA	NA
ENSMUSP00000126428	0.8	48	NA	NA
ENSMUSP00000021652	0.807017543859649	174	NA	NA
ENSMUSP00000151697	0.785714285714286	171	NA	NA
ENSMUSP00000125836	0.751677852348993	152	NA	NA
ENSMUSP00000041008	0.918367346938776	52	NA	NA
ENSMUSP00000073244	0.817647058823529	173	NA	NA
ENSMUSP00000147966	0.975155279503106	164	NA	NA
ENSMUSP00000033006	0.758389261744966	152	NA	NA
ENSMUSP00000105527	0.85632183908046	177	NA	NA
ENSMUSP00000000153	0.827160493827161	165	NA	NA
ENSMUSP00000141814	0.816666666666667	183	NA	NA
ENSMUSP00000129224	0.956521739130435	164	NA	NA
ENSMUSP00000034527	0.751677852348993	152	NA	NA
ENSMUSP00000000727	0.868852459016393	186	NA	NA
ENSMUSP00000020634	0.829545454545455	91	NA	NA
ENSMUSP00000022497	0.784810126582278	161	NA	NA
ENSMUSP00000099506	0.878787878787879	168	NA	NA
ENSMUSP00000114171	0.868613138686131	140	NA	NA
ENSMUSP00000039763	0.775956284153005	186	NA	NA
ENSMUSP00000041872	0.789115646258503	150	NA	NA
ENSMUSP00000038970	0.880681818181818	179	NA	NA
ENSMUSP00000026985	0.876712328767123	149	NA	NA
ENSMUSP00000107604	0.763888888888889	147	NA	NA
ENSMUSP00000129503	0.888198757763975	164	NA	NA
ENSMUSP00000037332	0.813084112149533	110	NA	NA
ENSMUSP00000017637	0.848314606741573	181	NA	NA
ENSMUSP00000021045	0.8	148	NA	NA
ENSMUSP00000029947	1	4	NA	NA
ENSMUSP00000134687	0.834394904458599	160	NA	NA
ENSMUSP00000040078	0.895348837209302	175	NA	NA
ENSMUSP00000090086	0.788135593220339	121	NA	NA
ENSMUSP00000138310	0.846153846153846	159	NA	NA
ENSMUSP00000062092	0.832402234636871	182	NA	NA
ENSMUSP00000144187	0.764150943396226	109	NA	NA
ENSMUSP00000021536	0.888888888888889	174	NA	NA
ENSMUSP00000114906	0.80625	163	NA	NA
ENSMUSP00000095597	0.75	163	NA	NA
ENSMUSP00000041756	0.824675324675325	157	NA	NA
ENSMUSP00000129729	0.751445086705202	176	NA	NA
ENSMUSP00000141592	0.790960451977401	180	NA	NA
ENSMUSP00000138039	0.986301369863014	76	NA	NA
ENSMUSP00000133993	0.909774436090226	136	NA	NA
ENSMUSP00000010550	0.941176470588235	173	NA	NA
ENSMUSP00000020959	0.891428571428571	178	NA	NA
ENSMUSP00000003717	0.763005780346821	176	NA	NA
ENSMUSP00000033378	0.78	103	NA	NA
ENSMUSP00000010974	0.754601226993865	166	NA	NA
ENSMUSP00000037629	0.76027397260274	149	NA	NA
ENSMUSP00000096701	0.831168831168831	157	NA	NA
ENSMUSP00000125268	0.870229007633588	134	NA	NA
ENSMUSP00000094778	1	41	NA	NA
ENSMUSP00000015049	0.827380952380952	171	NA	NA
ENSMUSP00000116127	0.916666666666667	183	NA	NA
ENSMUSP00000105714	0.787096774193548	158	NA	NA
ENSMUSP00000004140	0.779816513761468	112	NA	NA
ENSMUSP00000108686	0.790540540540541	151	NA	NA
ENSMUSP00000032409	0.760869565217391	141	NA	NA
ENSMUSP00000025541	0.757763975155279	164	NA	NA
ENSMUSP00000021527	0.78021978021978	94	NA	NA
ENSMUSP00000043369	0.794871794871795	159	NA	NA
ENSMUSP00000025439	0.845588235294118	139	NA	NA
ENSMUSP00000029476	0.784810126582278	82	NA	NA
ENSMUSP00000102062	0.846774193548387	127	NA	NA
ENSMUSP00000018914	0.8	163	NA	NA
ENSMUSP00000030404	0.844155844155844	157	NA	NA
ENSMUSP00000064158	0.839779005524862	184	NA	NA
ENSMUSP00000070554	0.905027932960894	182	NA	NA
ENSMUSP00000080150	0.761904761904762	171	NA	NA
ENSMUSP00000152320	0.961325966850829	184	NA	NA
ENSMUSP00000020049	0.839080459770115	177	NA	NA
ENSMUSP00000050746	0.82183908045977	177	NA	NA
ENSMUSP00000043033	0.893491124260355	172	NA	NA
ENSMUSP00000036384	0.77	103	NA	NA
ENSMUSP00000042151	0.769230769230769	172	NA	NA
ENSMUSP00000153725	0.807692307692308	133	NA	NA
ENSMUSP00000151324	0.763313609467456	172	NA	NA
ENSMUSP00000116103	0.757575757575758	135	NA	NA
ENSMUSP00000120010	0.841530054644809	186	NA	NA
ENSMUSP00000107448	0.807692307692308	55	NA	NA
ENSMUSP00000063201	0.77710843373494	169	NA	NA
ENSMUSP00000019924	0.875	163	NA	NA
ENSMUSP00000044250	0.813953488372093	175	NA	NA
ENSMUSP00000041427	0.884615384615385	29	NA	NA
ENSMUSP00000108484	0.827272727272727	113	NA	NA
ENSMUSP00000032196	0.821138211382114	126	NA	NA
ENSMUSP00000114529	0.945578231292517	150	NA	NA
ENSMUSP00000113182	0.786885245901639	125	NA	NA
ENSMUSP00000034524	0.778571428571429	143	NA	NA
ENSMUSP00000101752	0.947674418604651	175	NA	NA
ENSMUSP00000115772	0.855345911949686	162	NA	NA
ENSMUSP00000025397	0.78021978021978	94	NA	NA
ENSMUSP00000111301	0.931428571428571	178	NA	NA
ENSMUSP00000025000	0.778481012658228	161	NA	NA
ENSMUSP00000021313	0.834285714285714	178	NA	NA
ENSMUSP00000096743	0.848484848484849	168	NA	NA
ENSMUSP00000041664	0.876623376623377	157	NA	NA
ENSMUSP00000022853	0.76	78	NA	NA
ENSMUSP00000114795	0.937853107344633	180	NA	NA
ENSMUSP00000102952	0.889570552147239	166	NA	NA
ENSMUSP00000030606	0.774834437086093	154	NA	NA
ENSMUSP00000036085	0.970760233918129	174	NA	NA
ENSMUSP00000098097	0.801470588235294	139	NA	NA
ENSMUSP00000078746	0.841059602649007	154	NA	NA
ENSMUSP00000022286	0.818965517241379	119	NA	NA
ENSMUSP00000159030	0.818713450292398	174	NA	NA
ENSMUSP00000030986	0.837837837837838	188	NA	NA
ENSMUSP00000089421	0.820224719101124	181	NA	NA
ENSMUSP00000074969	0.770186335403727	164	NA	NA
ENSMUSP00000023820	0.8125	179	NA	NA
ENSMUSP00000120077	0.871508379888268	182	NA	NA
ENSMUSP00000147405	0.794117647058823	71	NA	NA
ENSMUSP00000106318	0.841463414634146	167	NA	NA
ENSMUSP00000110978	0.758389261744966	152	NA	NA
ENSMUSP00000023061	0.765027322404372	186	NA	NA
ENSMUSP00000113439	0.913333333333333	153	NA	NA
ENSMUSP00000032080	0.812121212121212	168	NA	NA
ENSMUSP00000022499	0.822085889570552	166	NA	NA
ENSMUSP00000019143	0.775510204081633	52	NA	NA
ENSMUSP00000019911	0.891428571428571	178	NA	NA
ENSMUSP00000139255	0.755813953488372	175	NA	NA
ENSMUSP00000148522	0.768361581920904	180	NA	NA
ENSMUSP00000122066	0.774011299435028	180	NA	NA
ENSMUSP00000118617	0.763736263736264	185	NA	NA
ENSMUSP00000003121	0.794117647058823	37	NA	NA
ENSMUSP00000151551	0.815217391304348	95	NA	NA
ENSMUSP00000025598	0.875	107	NA	NA
ENSMUSP00000024827	0.775280898876405	181	NA	NA
ENSMUSP00000147339	0.793650793650794	129	NA	NA
ENSMUSP00000040171	0.788819875776398	164	NA	NA
ENSMUSP00000065966	0.956521739130435	187	NA	NA
ENSMUSP00000117583	0.929824561403509	174	NA	NA
ENSMUSP00000101439	0.794871794871795	159	NA	NA
ENSMUSP00000103483	0.766871165644172	166	NA	NA
ENSMUSP00000107661	0.778481012658228	161	NA	NA
ENSMUSP00000125156	0.77037037037037	138	NA	NA
ENSMUSP00000043092	0.810650887573965	172	NA	NA
ENSMUSP00000045384	0.759493670886076	161	NA	NA
ENSMUSP00000046748	0.813953488372093	89	NA	NA
ENSMUSP00000051457	0.810126582278481	161	NA	NA
ENSMUSP00000062412	0.802083333333333	99	NA	NA
ENSMUSP00000032888	0.878453038674033	184	NA	NA
ENSMUSP00000142513	0.810126582278481	161	NA	NA
ENSMUSP00000030898	0.754838709677419	158	NA	NA
ENSMUSP00000028593	0.775	163	NA	NA
ENSMUSP00000023630	0.924418604651163	175	NA	NA
ENSMUSP00000113262	0.949367088607595	82	NA	NA
ENSMUSP00000142974	0.918918918918919	77	NA	NA
ENSMUSP00000141774	0.798850574712644	177	NA	NA
ENSMUSP00000104836	0.895061728395062	165	NA	NA
ENSMUSP00000032191	0.903409090909091	179	NA	NA
ENSMUSP00000072018	0.808139534883721	175	NA	NA
ENSMUSP00000020653	0.87719298245614	174	NA	NA
ENSMUSP00000025406	0.922619047619048	171	NA	NA
ENSMUSP00000115503	0.861878453038674	184	NA	NA
ENSMUSP00000064366	0.771428571428571	178	NA	NA
ENSMUSP00000157953	0.827160493827161	165	NA	NA
ENSMUSP00000040765	0.870056497175141	180	NA	NA
ENSMUSP00000095276	0.860606060606061	168	NA	NA
ENSMUSP00000122260	0.782122905027933	182	NA	NA
ENSMUSP00000025805	0.885714285714286	108	NA	NA
ENSMUSP00000007559	0.773333333333333	153	NA	NA
ENSMUSP00000027743	0.751724137931034	148	NA	NA
ENSMUSP00000107656	0.929824561403509	174	NA	NA
ENSMUSP00000117360	0.86875	163	NA	NA
ENSMUSP00000023775	0.767441860465116	175	NA	NA
ENSMUSP00000098058	0.878504672897196	110	NA	NA
ENSMUSP00000030339	0.848101265822785	161	NA	NA
ENSMUSP00000130535	0.848920863309353	142	NA	NA
ENSMUSP00000134137	0.835164835164835	185	NA	NA
ENSMUSP00000047676	0.833333333333333	135	NA	NA
ENSMUSP00000134589	0.907608695652174	187	NA	NA
ENSMUSP00000030134	0.805309734513274	116	NA	NA
ENSMUSP00000140695	0.8	123	NA	NA
ENSMUSP00000122126	0.884210526315789	98	NA	NA
ENSMUSP00000057707	0.792	128	NA	NA
ENSMUSP00000076188	0.849397590361446	169	NA	NA
ENSMUSP00000044568	0.785714285714286	171	NA	NA
ENSMUSP00000030676	0.792899408284024	172	NA	NA
ENSMUSP00000014545	0.81021897810219	140	NA	NA
ENSMUSP00000096975	0.848837209302326	175	NA	NA
ENSMUSP00000134067	0.868965517241379	148	NA	NA
ENSMUSP00000086795	0.880952380952381	171	NA	NA
ENSMUSP00000154282	0.8	128	NA	NA
ENSMUSP00000063380	0.913461538461538	107	NA	NA
ENSMUSP00000104133	0.765060240963855	169	NA	NA
ENSMUSP00000068281	0.770186335403727	164	NA	NA
ENSMUSP00000109156	0.846590909090909	179	NA	NA
ENSMUSP00000140993	0.78698224852071	172	NA	NA
ENSMUSP00000041282	0.815533980582524	106	NA	NA
ENSMUSP00000046297	0.815286624203822	160	NA	NA
ENSMUSP00000123928	0.780346820809249	176	NA	NA
ENSMUSP00000133627	0.777777777777778	174	NA	NA
ENSMUSP00000060803	0.8	163	NA	NA
ENSMUSP00000130583	0.857142857142857	178	NA	NA
ENSMUSP00000042796	0.773809523809524	171	NA	NA
ENSMUSP00000105531	0.83974358974359	159	NA	NA
ENSMUSP00000138143	0.866279069767442	175	NA	NA
ENSMUSP00000154390	0.880681818181818	179	NA	NA
ENSMUSP00000020000	0.888235294117647	173	NA	NA
ENSMUSP00000087641	0.798561151079137	142	NA	NA
ENSMUSP00000029164	0.839779005524862	184	NA	NA
ENSMUSP00000116763	0.829268292682927	85	NA	NA
ENSMUSP00000136914	0.91812865497076	174	NA	NA
ENSMUSP00000151769	0.854430379746835	161	NA	NA
ENSMUSP00000075692	0.948275862068966	177	NA	NA
ENSMUSP00000022419	0.934210526315789	79	NA	NA
ENSMUSP00000022051	0.751824817518248	140	NA	NA
ENSMUSP00000026569	0.910828025477707	160	NA	NA
ENSMUSP00000042860	0.761627906976744	175	NA	NA
ENSMUSP00000154835	0.822085889570552	166	NA	NA
ENSMUSP00000076090	0.765432098765432	165	NA	NA
ENSMUSP00000029477	0.793103448275862	148	NA	NA
ENSMUSP00000112947	0.959537572254335	176	NA	NA
ENSMUSP00000015620	0.844311377245509	170	NA	NA
ENSMUSP00000138063	0.758620689655172	61	NA	NA
ENSMUSP00000034231	0.785714285714286	45	NA	NA
ENSMUSP00000083459	0.777777777777778	66	NA	NA
ENSMUSP00000114325	0.833333333333333	111	NA	NA
ENSMUSP00000002655	0.806896551724138	148	NA	NA
ENSMUSP00000152842	0.797385620915033	156	NA	NA
ENSMUSP00000055892	0.836477987421384	162	NA	NA
ENSMUSP00000031472	0.818713450292398	174	NA	NA
ENSMUSP00000049025	0.775862068965517	177	NA	NA
ENSMUSP00000108467	0.792592592592593	138	NA	NA
ENSMUSP00000135679	0.763736263736264	185	NA	NA
ENSMUSP00000020896	0.763636363636364	168	NA	NA
ENSMUSP00000122735	0.951515151515152	168	NA	NA
ENSMUSP00000038972	0.754285714285714	178	NA	NA
ENSMUSP00000043332	0.846625766871166	166	NA	NA
ENSMUSP00000001713	0.85981308411215	110	NA	NA
ENSMUSP00000000365	0.900552486187845	184	NA	NA
ENSMUSP00000022867	0.858024691358025	165	NA	NA
ENSMUSP00000127596	0.981132075471698	162	NA	NA
ENSMUSP00000026607	0.972413793103448	148	NA	NA
ENSMUSP00000093536	0.785310734463277	180	NA	NA
ENSMUSP00000022122	0.808917197452229	160	NA	NA
ENSMUSP00000026927	0.936305732484076	160	NA	NA
ENSMUSP00000146259	0.857142857142857	150	NA	NA
ENSMUSP00000110755	0.825842696629214	181	NA	NA
ENSMUSP00000028103	0.779310344827586	148	NA	NA
ENSMUSP00000147260	0.926829268292683	167	NA	NA
ENSMUSP00000079295	0.795580110497238	184	NA	NA
