gene	rf	num.tips	rf.zeros	num.tips.zeros
ENSMUSP00000025142	0.211111111111111	93	NA	NA
ENSMUSP00000122192	0.182857142857143	178	NA	NA
ENSMUSP00000043250	0.142857142857143	171	NA	NA
ENSMUSP00000142284	0.152941176470588	173	NA	NA
ENSMUSP00000130949	0.186666666666667	153	NA	NA
ENSMUSP00000107594	0.222222222222222	21	NA	NA
ENSMUSP00000050454	0.121212121212121	168	NA	NA
ENSMUSP00000074340	0.165714285714286	178	NA	NA
ENSMUSP00000064336	0.245714285714286	178	NA	NA
ENSMUSP00000150433	0.211180124223602	164	NA	NA
ENSMUSP00000147237	0.205882352941176	173	NA	NA
ENSMUSP00000111175	0.166666666666667	165	NA	NA
ENSMUSP00000052179	0.24375	163	NA	NA
ENSMUSP00000066256	0.174825174825175	146	NA	NA
ENSMUSP00000127449	0.245714285714286	178	NA	NA
ENSMUSP00000050832	0.222222222222222	147	NA	NA
ENSMUSP00000102849	0.176136363636364	179	NA	NA
ENSMUSP00000095949	0.215909090909091	179	NA	NA
ENSMUSP00000062637	0.153409090909091	179	NA	NA
ENSMUSP00000153049	0.21264367816092	177	NA	NA
ENSMUSP00000116747	0.228571428571429	178	NA	NA
ENSMUSP00000027040	0.198630136986301	149	NA	NA
ENSMUSP00000109899	0	4	0	4
ENSMUSP00000125960	0.142857142857143	150	NA	NA
ENSMUSP00000113908	0.224489795918367	150	NA	NA
ENSMUSP00000090564	0.230769230769231	16	NA	NA
ENSMUSP00000054084	0.248554913294798	176	NA	NA
ENSMUSP00000139842	0.211920529801325	154	NA	NA
ENSMUSP00000101857	0.211180124223602	164	NA	NA
ENSMUSP00000002848	0.233333333333333	33	NA	NA
ENSMUSP00000109546	0.20125786163522	162	NA	NA
ENSMUSP00000156344	0.182857142857143	178	NA	NA
ENSMUSP00000140942	0.222222222222222	111	NA	NA
ENSMUSP00000036162	0.177142857142857	178	NA	NA
ENSMUSP00000150574	0.184049079754601	166	NA	NA
ENSMUSP00000124548	0.222857142857143	178	NA	NA
ENSMUSP00000141860	0.245283018867925	162	NA	NA
ENSMUSP00000002079	0.232954545454545	179	NA	NA
ENSMUSP00000046843	0.210144927536232	141	NA	NA
ENSMUSP00000003964	0.230769230769231	16	NA	NA
ENSMUSP00000092794	0.218181818181818	58	NA	NA
ENSMUSP00000081225	0.194244604316547	142	NA	NA
ENSMUSP00000030792	0.172619047619048	171	NA	NA
ENSMUSP00000140251	0.134502923976608	174	NA	NA
ENSMUSP00000099935	0.225433526011561	176	NA	NA
ENSMUSP00000133279	0	4	0	4
ENSMUSP00000112801	0.181818181818182	168	NA	NA
ENSMUSP00000106420	0.22289156626506	169	NA	NA
ENSMUSP00000039943	0.218543046357616	154	NA	NA
ENSMUSP00000063001	0.248618784530387	184	NA	NA
ENSMUSP00000023882	0.236842105263158	155	NA	NA
ENSMUSP00000104280	0.201388888888889	147	NA	NA
ENSMUSP00000113810	0.226027397260274	149	NA	NA
ENSMUSP00000041328	0.243697478991597	122	NA	NA
ENSMUSP00000058572	0.242774566473988	176	NA	NA
ENSMUSP00000099410	0.245454545454545	113	NA	NA
ENSMUSP00000135629	0.201923076923077	107	NA	NA
ENSMUSP00000018805	0.204819277108434	169	NA	NA
ENSMUSP00000144257	0.226950354609929	144	NA	NA
ENSMUSP00000054499	0.220338983050847	180	NA	NA
ENSMUSP00000101101	0.17816091954023	177	NA	NA
ENSMUSP00000096525	0.222222222222222	102	NA	NA
ENSMUSP00000050586	0.222972972972973	151	NA	NA
ENSMUSP00000023352	0.147727272727273	179	NA	NA
ENSMUSP00000146186	0.157894736842105	22	NA	NA
ENSMUSP00000047320	0.208333333333333	27	NA	NA
ENSMUSP00000061836	0.0896551724137931	148	NA	NA
ENSMUSP00000062327	0.226666666666667	78	NA	NA
ENSMUSP00000037850	0.128712871287129	104	NA	NA
ENSMUSP00000109366	0.173611111111111	147	NA	NA
ENSMUSP00000099322	0.25	159	NA	NA
ENSMUSP00000132164	0.248062015503876	132	NA	NA
ENSMUSP00000136449	0.163934426229508	186	NA	NA
ENSMUSP00000091620	0.17037037037037	138	NA	NA
ENSMUSP00000001963	0.22	103	NA	NA
ENSMUSP00000096883	0.25	11	NA	NA
ENSMUSP00000057065	0.233766233766234	80	NA	NA
ENSMUSP00000014922	0.213872832369942	176	NA	NA
ENSMUSP00000105082	0.24822695035461	144	NA	NA
ENSMUSP00000078540	0.212328767123288	149	NA	NA
ENSMUSP00000027856	0.232876712328767	149	NA	NA
ENSMUSP00000097797	0.232954545454545	179	NA	NA
ENSMUSP00000127949	0.203007518796992	136	NA	NA
ENSMUSP00000035208	0.232558139534884	132	NA	NA
ENSMUSP00000031632	0.111111111111111	21	NA	NA
ENSMUSP00000135336	0.247706422018349	112	NA	NA
ENSMUSP00000149194	0.123188405797101	141	NA	NA
ENSMUSP00000030010	0.248520710059172	172	NA	NA
ENSMUSP00000020695	0.133333333333333	48	NA	NA
ENSMUSP00000020439	0.229508196721311	64	NA	NA
ENSMUSP00000001079	0.129032258064516	34	NA	NA
ENSMUSP00000035203	0.0956521739130435	118	NA	NA
ENSMUSP00000121612	0.234567901234568	165	NA	NA
ENSMUSP00000127131	0.232558139534884	175	NA	NA
ENSMUSP00000039966	0.235294117647059	139	NA	NA
ENSMUSP00000046787	0.181818181818182	14	NA	NA
ENSMUSP00000075526	0.210526315789474	22	NA	NA
ENSMUSP00000148708	0.1	103	NA	NA
ENSMUSP00000048486	0.216783216783217	146	NA	NA
ENSMUSP00000030372	0.25	19	NA	NA
ENSMUSP00000149021	0.20979020979021	146	NA	NA
ENSMUSP00000153882	0.234042553191489	97	NA	NA
ENSMUSP00000059385	0.173184357541899	182	NA	NA
ENSMUSP00000093197	0.204819277108434	169	NA	NA
ENSMUSP00000129738	0.207407407407407	138	NA	NA
ENSMUSP00000013773	0.142857142857143	178	NA	NA
ENSMUSP00000028119	0.21978021978022	94	NA	NA
ENSMUSP00000019443	0.206703910614525	182	NA	NA
ENSMUSP00000070445	0.1875	19	NA	NA
ENSMUSP00000121919	0.205298013245033	154	NA	NA
ENSMUSP00000023538	0.201438848920863	142	NA	NA
ENSMUSP00000056530	0.187919463087248	152	NA	NA
ENSMUSP00000047573	0.242603550295858	172	NA	NA
ENSMUSP00000104955	0.140350877192982	174	NA	NA
ENSMUSP00000061601	0.180952380952381	108	NA	NA
ENSMUSP00000113977	0.196531791907514	176	NA	NA
ENSMUSP00000090304	0.169590643274854	174	NA	NA
ENSMUSP00000089009	0.18562874251497	170	NA	NA
ENSMUSP00000024238	0.202797202797203	146	NA	NA
ENSMUSP00000138082	0.17032967032967	185	NA	NA
ENSMUSP00000140740	0.141242937853107	180	NA	NA
ENSMUSP00000049404	0.151162790697674	175	NA	NA
ENSMUSP00000147021	0.130769230769231	133	NA	NA
ENSMUSP00000045676	0.202380952380952	171	NA	NA
ENSMUSP00000086779	0.216374269005848	174	NA	NA
ENSMUSP00000151342	0.242236024844721	164	NA	NA
ENSMUSP00000111103	0.217142857142857	178	NA	NA
ENSMUSP00000109197	0.242937853107345	180	NA	NA
ENSMUSP00000021596	0.177914110429448	166	NA	NA
ENSMUSP00000138167	0.25	87	NA	NA
ENSMUSP00000044624	0.183006535947712	156	NA	NA
ENSMUSP00000000001	0.227272727272727	25	NA	NA
ENSMUSP00000019482	0.225165562913907	154	NA	NA
ENSMUSP00000043816	0.241071428571429	115	NA	NA
ENSMUSP00000020208	0.2	58	NA	NA
ENSMUSP00000074549	0.222222222222222	165	NA	NA
ENSMUSP00000039041	0.25	147	NA	NA
ENSMUSP00000105240	0.204081632653061	150	NA	NA
ENSMUSP00000158719	0.222222222222222	165	NA	NA
ENSMUSP00000054420	0.214285714285714	171	NA	NA
ENSMUSP00000044437	0.220779220779221	157	NA	NA
ENSMUSP00000015791	0.120481927710843	169	NA	NA
ENSMUSP00000099808	0.24203821656051	160	NA	NA
ENSMUSP00000077574	0.150326797385621	156	NA	NA
ENSMUSP00000026744	0	11	0	11
ENSMUSP00000036555	0.228915662650602	169	NA	NA
ENSMUSP00000021803	0.195652173913043	187	NA	NA
ENSMUSP00000129447	0.210843373493976	169	NA	NA
ENSMUSP00000134002	0.24390243902439	167	NA	NA
ENSMUSP00000043795	0.214285714285714	185	NA	NA
ENSMUSP00000042260	0.152439024390244	167	NA	NA
ENSMUSP00000054309	0.25	179	NA	NA
ENSMUSP00000113895	0.211180124223602	164	NA	NA
ENSMUSP00000102034	0.201388888888889	147	NA	NA
ENSMUSP00000104787	0.181818181818182	157	NA	NA
ENSMUSP00000047639	0.226950354609929	144	NA	NA
ENSMUSP00000069087	0.191011235955056	181	NA	NA
ENSMUSP00000133478	0.186046511627907	175	NA	NA
ENSMUSP00000142307	0.229508196721311	186	NA	NA
ENSMUSP00000109667	0.247058823529412	173	NA	NA
ENSMUSP00000070407	0.246478873239437	145	NA	NA
ENSMUSP00000140278	0.240437158469945	186	NA	NA
ENSMUSP00000142130	0.244186046511628	175	NA	NA
ENSMUSP00000158921	0.227586206896552	148	NA	NA
ENSMUSP00000134066	0.25	175	NA	NA
ENSMUSP00000124710	0.146067415730337	181	NA	NA
ENSMUSP00000035484	0.237410071942446	142	NA	NA
ENSMUSP00000051853	0.166666666666667	9	NA	NA
ENSMUSP00000019051	0.225806451612903	158	NA	NA
ENSMUSP00000088725	0.206896551724138	177	NA	NA
ENSMUSP00000120991	0.0869565217391304	26	NA	NA
ENSMUSP00000047872	0.219101123595506	181	NA	NA
ENSMUSP00000006444	0.175438596491228	174	NA	NA
ENSMUSP00000159058	0.196850393700787	130	NA	NA
ENSMUSP00000113965	0.222222222222222	39	NA	NA
ENSMUSP00000102374	0.0694444444444444	75	NA	NA
ENSMUSP00000002121	0.21195652173913	187	NA	NA
ENSMUSP00000071777	0.12987012987013	80	NA	NA
ENSMUSP00000122082	0	4	0	4
ENSMUSP00000081324	0.166666666666667	177	NA	NA
ENSMUSP00000035216	0.198863636363636	179	NA	NA
ENSMUSP00000103943	0.229299363057325	160	NA	NA
ENSMUSP00000148968	0.125	155	NA	NA
ENSMUSP00000113703	0.238095238095238	171	NA	NA
ENSMUSP00000031899	0.24025974025974	157	NA	NA
ENSMUSP00000147887	0.229050279329609	182	NA	NA
ENSMUSP00000087879	0.196531791907514	176	NA	NA
ENSMUSP00000087184	0.24	178	NA	NA
ENSMUSP00000094045	0.25	11	NA	NA
ENSMUSP00000055806	0.156521739130435	118	NA	NA
ENSMUSP00000116687	0.25	63	NA	NA
ENSMUSP00000084904	0.248587570621469	180	NA	NA
ENSMUSP00000073462	0.248554913294798	176	NA	NA
ENSMUSP00000152942	0.224242424242424	168	NA	NA
ENSMUSP00000028337	0.20125786163522	162	NA	NA
ENSMUSP00000124052	0.191860465116279	175	NA	NA
ENSMUSP00000104311	0.25	155	NA	NA
ENSMUSP00000067556	0.150684931506849	149	NA	NA
ENSMUSP00000050267	0.171717171717172	102	NA	NA
ENSMUSP00000077697	0.146341463414634	167	NA	NA
ENSMUSP00000015449	0.241830065359477	156	NA	NA
ENSMUSP00000148801	0.23463687150838	182	NA	NA
ENSMUSP00000028288	0.209150326797386	156	NA	NA
ENSMUSP00000084599	0.172619047619048	171	NA	NA
ENSMUSP00000134425	0.2	173	NA	NA
ENSMUSP00000106513	0.180851063829787	97	NA	NA
ENSMUSP00000121373	0.109090909090909	168	NA	NA
ENSMUSP00000047445	0.155844155844156	80	NA	NA
ENSMUSP00000038983	0.201342281879195	152	NA	NA
ENSMUSP00000081221	0.191616766467066	170	NA	NA
ENSMUSP00000100043	0.224489795918367	52	NA	NA
ENSMUSP00000093325	0.217687074829932	150	NA	NA
ENSMUSP00000097860	0	10	0	10
ENSMUSP00000018645	0.161764705882353	139	NA	NA
ENSMUSP00000144150	0.175438596491228	117	NA	NA
ENSMUSP00000029179	0.219512195121951	167	NA	NA
ENSMUSP00000108655	0.170454545454545	179	NA	NA
ENSMUSP00000158082	0.236363636363636	168	NA	NA
ENSMUSP00000048709	0.0984848484848485	135	NA	NA
ENSMUSP00000138308	0.204819277108434	169	NA	NA
ENSMUSP00000134259	0.219512195121951	167	NA	NA
ENSMUSP00000113783	0.245283018867925	162	NA	NA
ENSMUSP00000038490	0.23021582733813	142	NA	NA
ENSMUSP00000008051	0.19047619047619	87	NA	NA
ENSMUSP00000108374	0.229050279329609	182	NA	NA
ENSMUSP00000090593	0.220338983050847	180	NA	NA
ENSMUSP00000099388	0.224137931034483	177	NA	NA
ENSMUSP00000112821	0.194244604316547	142	NA	NA
ENSMUSP00000058840	0.208860759493671	161	NA	NA
ENSMUSP00000136332	0.194444444444444	183	NA	NA
ENSMUSP00000107873	0.134502923976608	174	NA	NA
ENSMUSP00000030971	0.236686390532544	172	NA	NA
ENSMUSP00000068594	0.240223463687151	182	NA	NA
ENSMUSP00000041701	0.167701863354037	164	NA	NA
ENSMUSP00000091988	0.245161290322581	158	NA	NA
ENSMUSP00000042229	0.224806201550388	132	NA	NA
ENSMUSP00000001792	0.171428571428571	38	NA	NA
ENSMUSP00000030897	0.226993865030675	166	NA	NA
ENSMUSP00000095602	0.226666666666667	153	NA	NA
ENSMUSP00000069350	0.181318681318681	185	NA	NA
ENSMUSP00000026427	0.20625	163	NA	NA
ENSMUSP00000059159	0.150442477876106	116	NA	NA
ENSMUSP00000040360	0.223776223776224	146	NA	NA
ENSMUSP00000057062	0.241758241758242	94	NA	NA
ENSMUSP00000043957	0.189024390243902	167	NA	NA
ENSMUSP00000135784	0.2	68	NA	NA
ENSMUSP00000097093	0.198895027624309	184	NA	NA
ENSMUSP00000112393	0.225274725274725	185	NA	NA
ENSMUSP00000124022	0.219858156028369	144	NA	NA
ENSMUSP00000119875	0.24390243902439	126	NA	NA
ENSMUSP00000100973	0.213836477987421	162	NA	NA
ENSMUSP00000145939	0.220338983050847	180	NA	NA
ENSMUSP00000060893	0.247058823529412	88	NA	NA
ENSMUSP00000034846	0.204081632653061	52	NA	NA
ENSMUSP00000019992	0.23125	163	NA	NA
ENSMUSP00000061769	0.188524590163934	125	NA	NA
ENSMUSP00000113974	0.233333333333333	123	NA	NA
ENSMUSP00000039058	0.186666666666667	78	NA	NA
ENSMUSP00000027493	0.18796992481203	136	NA	NA
ENSMUSP00000114833	0.245614035087719	174	NA	NA
ENSMUSP00000093774	0.154285714285714	178	NA	NA
ENSMUSP00000153547	0.245398773006135	166	NA	NA
ENSMUSP00000045156	0.164556962025316	82	NA	NA
ENSMUSP00000149815	0.230769230769231	146	NA	NA
ENSMUSP00000094090	0.212121212121212	36	NA	NA
ENSMUSP00000021271	0.184971098265896	176	NA	NA
ENSMUSP00000057938	0.164473684210526	155	NA	NA
ENSMUSP00000087506	0.144578313253012	169	NA	NA
ENSMUSP00000113424	0.206896551724138	177	NA	NA
ENSMUSP00000092440	0.125786163522013	162	NA	NA
ENSMUSP00000093245	0.142857142857143	171	NA	NA
ENSMUSP00000108202	0.20952380952381	108	NA	NA
ENSMUSP00000101404	0.158415841584158	104	NA	NA
ENSMUSP00000115599	0.112781954887218	136	NA	NA
ENSMUSP00000040429	0.188679245283019	109	NA	NA
ENSMUSP00000108306	0.224852071005917	172	NA	NA
ENSMUSP00000069432	0.183431952662722	172	NA	NA
ENSMUSP00000099121	0.25	151	NA	NA
ENSMUSP00000083341	0.195530726256983	182	NA	NA
ENSMUSP00000109975	0.14	53	NA	NA
ENSMUSP00000154926	0.242236024844721	164	NA	NA
ENSMUSP00000037210	0.142857142857143	45	NA	NA
ENSMUSP00000139227	0.242424242424242	168	NA	NA
ENSMUSP00000027852	0.208092485549133	176	NA	NA
ENSMUSP00000032088	0.165413533834586	136	NA	NA
ENSMUSP00000032234	0.194444444444444	183	NA	NA
ENSMUSP00000084467	0.25	163	NA	NA
ENSMUSP00000031837	0.2375	83	NA	NA
ENSMUSP00000091331	0.235294117647059	173	NA	NA
ENSMUSP00000052584	0.183908045977011	177	NA	NA
ENSMUSP00000130071	0.155555555555556	93	NA	NA
ENSMUSP00000036726	0.203488372093023	175	NA	NA
ENSMUSP00000099983	0.174418604651163	175	NA	NA
ENSMUSP00000110348	0.240740740740741	165	NA	NA
ENSMUSP00000030984	0.219047619047619	108	NA	NA
ENSMUSP00000146310	0.245810055865922	182	NA	NA
ENSMUSP00000066201	0.176470588235294	105	NA	NA
ENSMUSP00000039360	0.20253164556962	161	NA	NA
ENSMUSP00000095053	0.160714285714286	59	NA	NA
ENSMUSP00000099907	0.175324675324675	157	NA	NA
ENSMUSP00000137609	0.213414634146341	167	NA	NA
ENSMUSP00000072896	0.188524590163934	125	NA	NA
ENSMUSP00000038379	0.136363636363636	113	NA	NA
ENSMUSP00000102611	0.22972972972973	77	NA	NA
ENSMUSP00000095036	0.185483870967742	127	NA	NA
ENSMUSP00000056365	0.178082191780822	76	NA	NA
ENSMUSP00000148088	0.204545454545455	135	NA	NA
ENSMUSP00000050825	0.208791208791209	94	NA	NA
ENSMUSP00000042291	0.23030303030303	168	NA	NA
ENSMUSP00000140290	0.153153153153153	114	NA	NA
ENSMUSP00000127250	0.24	178	NA	NA
ENSMUSP00000093469	0.19672131147541	186	NA	NA
ENSMUSP00000046156	0.214285714285714	157	NA	NA
ENSMUSP00000038681	0.196428571428571	171	NA	NA
ENSMUSP00000047325	0.236363636363636	168	NA	NA
ENSMUSP00000081906	0.22	103	NA	NA
ENSMUSP00000021097	0.244755244755245	146	NA	NA
ENSMUSP00000149042	0.176470588235294	122	NA	NA
ENSMUSP00000131847	0.203703703703704	165	NA	NA
ENSMUSP00000045162	0.18	153	NA	NA
ENSMUSP00000063999	0.25	175	NA	NA
ENSMUSP00000129100	0.243093922651934	184	NA	NA
ENSMUSP00000145402	0.18978102189781	140	NA	NA
ENSMUSP00000023712	0	10	0	10
ENSMUSP00000030427	0.236842105263158	155	NA	NA
ENSMUSP00000034792	0.226086956521739	118	NA	NA
ENSMUSP00000137298	0.16969696969697	168	NA	NA
ENSMUSP00000108099	0.181818181818182	36	NA	NA
ENSMUSP00000006470	0.195121951219512	167	NA	NA
ENSMUSP00000141564	0.210526315789474	136	NA	NA
ENSMUSP00000068551	0.2	8	NA	NA
ENSMUSP00000104783	0.238636363636364	91	NA	NA
ENSMUSP00000134244	0.195266272189349	172	NA	NA
ENSMUSP00000087815	0.2	103	NA	NA
ENSMUSP00000043596	0.208333333333333	123	NA	NA
ENSMUSP00000063648	0.2375	163	NA	NA
ENSMUSP00000070927	0.232394366197183	145	NA	NA
ENSMUSP00000096963	0.247252747252747	185	NA	NA
ENSMUSP00000110220	0.246376811594203	72	NA	NA
ENSMUSP00000041920	0.214723926380368	166	NA	NA
ENSMUSP00000026474	0.207547169811321	162	NA	NA
ENSMUSP00000105613	0.247126436781609	177	NA	NA
ENSMUSP00000004505	0.167664670658683	170	NA	NA
ENSMUSP00000003319	0.213740458015267	134	NA	NA
ENSMUSP00000091442	0.232704402515723	162	NA	NA
ENSMUSP00000138732	0.135593220338983	180	NA	NA
ENSMUSP00000013995	0.148809523809524	171	NA	NA
ENSMUSP00000035616	0.242857142857143	73	NA	NA
ENSMUSP00000106801	0.233766233766234	157	NA	NA
ENSMUSP00000150938	0.220238095238095	171	NA	NA
ENSMUSP00000046782	0.188034188034188	120	NA	NA
ENSMUSP00000049345	0.241379310344828	177	NA	NA
ENSMUSP00000051561	0.228070175438596	174	NA	NA
ENSMUSP00000039776	0.233918128654971	174	NA	NA
ENSMUSP00000103517	0.214285714285714	17	NA	NA
ENSMUSP00000092538	0.19774011299435	180	NA	NA
ENSMUSP00000036507	0.210227272727273	179	NA	NA
ENSMUSP00000044898	0	4	0	4
ENSMUSP00000029833	0.171270718232044	184	NA	NA
ENSMUSP00000158795	0.134502923976608	174	NA	NA
ENSMUSP00000072008	0.246913580246914	165	NA	NA
ENSMUSP00000055602	0.192857142857143	143	NA	NA
ENSMUSP00000057500	0.234177215189873	161	NA	NA
ENSMUSP00000108313	0.241176470588235	173	NA	NA
ENSMUSP00000022176	0.247058823529412	173	NA	NA
ENSMUSP00000044231	0.221556886227545	170	NA	NA
ENSMUSP00000048334	0.25	163	NA	NA
ENSMUSP00000071966	0.116022099447514	184	NA	NA
ENSMUSP00000036962	0.219653179190751	176	NA	NA
ENSMUSP00000078741	0.122699386503067	166	NA	NA
ENSMUSP00000102357	0.235955056179775	181	NA	NA
ENSMUSP00000118107	0.163934426229508	186	NA	NA
ENSMUSP00000087037	0.233918128654971	174	NA	NA
ENSMUSP00000116313	0.153846153846154	133	NA	NA
ENSMUSP00000051492	0.235632183908046	177	NA	NA
ENSMUSP00000113075	0.25	171	NA	NA
ENSMUSP00000126027	0.231788079470199	154	NA	NA
ENSMUSP00000005532	0.214285714285714	185	NA	NA
ENSMUSP00000143651	0.244897959183673	52	NA	NA
ENSMUSP00000093091	0.248062015503876	132	NA	NA
ENSMUSP00000026254	0.202185792349727	186	NA	NA
ENSMUSP00000109109	0.188679245283019	56	NA	NA
ENSMUSP00000095677	0.154639175257732	100	NA	NA
ENSMUSP00000019378	0.104	128	NA	NA
ENSMUSP00000159108	0.218543046357616	154	NA	NA
ENSMUSP00000093958	0.236363636363636	168	NA	NA
ENSMUSP00000075242	0.234234234234234	114	NA	NA
ENSMUSP00000104149	0.175	123	NA	NA
ENSMUSP00000080214	0.239766081871345	174	NA	NA
ENSMUSP00000130419	0	7	0	7
ENSMUSP00000071495	0.209039548022599	180	NA	NA
ENSMUSP00000128314	0.25	19	NA	NA
ENSMUSP00000149156	0.166666666666667	147	NA	NA
ENSMUSP00000029061	0.171875	131	NA	NA
ENSMUSP00000097572	0.220779220779221	80	NA	NA
ENSMUSP00000043676	0.23463687150838	182	NA	NA
ENSMUSP00000026292	0.197674418604651	175	NA	NA
ENSMUSP00000110668	0.208092485549133	176	NA	NA
