node.label,clade,node.type,orig.node.label,num.genes.full,num.genes.partial,num.genes.descendant.counted,num.genes.discordant,num.genes.missing,ES,EN,S,N,avg.ES,avg.EN,avg.S,avg.N,dS,dN,dNdS
Berylmys_mackenziei_ABTC116402,Berylmys_mackenziei_ABTC116402,tip,NA,6779.0,0.0,0.0,0.0,5015.0,1115554.0053175706,2478181.2872215533,18851.307577838823,11212.782165750918,164.56026040973163,365.5673826849909,2.780838999533681,1.6540466389955624,0.01689860597333638,0.004524601256400528,0.2677499708283459
Nesokia_indica_ABTC117074,Nesokia_indica_ABTC117074,tip,NA,8168.0,0.0,0.0,0.0,3626.0,2711459.5765545275,5997073.338678462,28400.074603174602,15167.401587301585,331.96126059678346,734.2156389175394,3.4769924832486048,1.856929675232809,0.010474091094237442,0.0025291339176192118,0.2414657171552262
Bandicota_indica_ABTC119185,Bandicota_indica_ABTC119185,tip,NA,8792.0,0.0,0.0,0.0,3002.0,3028937.222735269,6699488.8228819445,33150.23101106269,16014.327154909264,344.51060313185496,761.9982737581829,3.770499432559451,1.8214657819505533,0.010944509104459588,0.0023903804571197597,0.21840910673149744
Rattus_exulans_sample1,Rattus_exulans_sample1,tip,NA,9326.0,0.0,0.0,0.0,2468.0,3307241.8268647497,7316968.097518462,49313.64709249083,18451.52360347985,354.62597328594785,784.5773212007787,5.287759713970709,1.9785034959768228,0.014910807758874997,0.0025217444380736956,0.16912192007657928
rnor6,rnor6,tip,NA,9105.0,0.0,0.0,0.0,2689.0,3386417.124293687,7508537.288697751,44280.40331196583,14933.19925213676,371.92939311298045,824.6608773967877,4.863306239644792,1.640109747626223,0.01307588571836126,0.001988829338919979,0.15209901506918566
Rattus_argentiventer_LSUMZ38199,Rattus_argentiventer_LSUMZ38199,tip,NA,9760.0,0.0,0.0,0.0,2034.0,3090001.0330592017,6847307.144173537,36350.28770604396,14038.586286630041,316.5984665019674,701.5683549358132,3.7244147239799137,1.4383797424825862,0.011763843221131868,0.0020502346383827193,0.17428272375305034
Rattus_hoffmanni_LSUMZ39187,Rattus_hoffmanni_LSUMZ39187,tip,NA,10470.0,0.0,0.0,0.0,1324.0,3398310.317975333,7540777.752996968,40896.78125000001,14084.148237179481,324.5759616022286,720.2271015278861,3.906091809933143,1.3451908535988042,0.012034445775501088,0.0018677315123870279,0.1551987974543231
Kadarsanomys_sodyi_MZB-Sample,Kadarsanomys_sodyi_MZB-Sample,tip,NA,8310.0,0.0,0.0,0.0,3484.0,3043853.0093618776,6743822.872378061,42000.04835033262,18893.277922245376,366.2879674322356,811.5310315737738,5.054157442879978,2.273559316756363,0.01379831687704842,0.0028015679355444098,0.20303693272941342
Tarsomys_apoensis_KU167148,Tarsomys_apoensis_KU167148,tip,NA,9885.0,0.0,0.0,0.0,1909.0,3354791.819180954,7434516.441210485,30679.880341880336,13950.292735042736,339.38207578967666,752.1008033596848,3.103680358308582,1.4112587491191437,0.009145092153399429,0.0018764223396849943,0.20518353541002726
Limnomys_sibuanus_FMNH147948,Limnomys_sibuanus_FMNH147948,tip,NA,10239.0,0.0,0.0,0.0,1555.0,3488746.492962745,7735056.420360874,32862.75190018315,14949.522641941392,340.73117423212665,755.4503780018434,3.209566549485609,1.4600569041841382,0.009419644553271954,0.0019326972977973353,0.20517730651800492
Rattus_xanthurus_LSUMZ39196,Rattus_xanthurus_LSUMZ39196,tip,NA,10397.0,0.0,0.0,0.0,1397.0,3171315.889249503,7035797.460612687,22560.369238400486,10219.190285409037,305.02220729532587,676.7141926144741,2.1698922033664023,0.9828979787832103,0.007113882699253726,0.0014524565754795242,0.20417212890393774
Rattus_morotaiensis_ASAM29,Rattus_morotaiensis_ASAM29,tip,NA,10629.0,0.0,0.0,0.0,1165.0,3282638.2842786266,7282711.684278784,21606.910714285717,9352.67261904762,308.8379230669514,685.1737401711152,2.032826297326721,0.8799202765121479,0.006582178370905683,0.0012842294222957182,0.1951070527003985
Rattus_leucopus_sample1,Rattus_leucopus_sample1,tip,NA,5268.0,0.0,0.0,0.0,6526.0,1434983.4852326957,3156143.037895894,11327.838735474294,7289.893581059744,272.39625763718595,599.11599048897,2.1503110735524475,1.3838066782573546,0.007894055124709243,0.002309747528400898,0.29259328594895917
Rattus_praetor_sample1,Rattus_praetor_sample1,tip,NA,4153.0,0.0,0.0,0.0,7641.0,928648.2220982813,2068995.4345248204,12351.903869179194,6846.771639220454,223.6090108592057,498.1929772513413,2.974212345094918,1.6486327086974366,0.013300950322469857,0.003309225107494222,0.24879614067152844
Rattus_lutreolus_sample2,Rattus_lutreolus_sample2,tip,NA,5971.0,0.0,0.0,0.0,5823.0,1600179.9803797891,3539710.9588042004,14664.988821523304,9019.431558671215,267.9919578596197,592.817109161648,2.4560356425260936,1.510539534193806,0.009164587109784171,0.0025480700722858443,0.2780343556956874
Rattus_tunneyi_RAT130,Rattus_tunneyi_RAT130,tip,NA,7763.0,0.0,0.0,0.0,4031.0,2268599.962171979,5020175.769626809,23556.874885531135,12226.851854395607,292.2323795146179,646.6798621186151,3.0345066192877925,1.5750163408985711,0.010383882252637245,0.0024355425816703084,0.23455028884324472
Rattus_colletti_RAT25,Rattus_colletti_RAT25,tip,NA,9736.0,0.0,0.0,0.0,2058.0,2260480.9555175565,5028096.299217089,22503.678342490843,9909.195650183152,232.17758376310152,516.4437447840066,2.311388490395526,1.017789199895558,0.009955261196765285,0.001970764890029271,0.19796214796148415
Rattus_villosissimus_sample1,Rattus_villosissimus_sample1,tip,NA,5659.0,0.0,0.0,0.0,6135.0,983925.123735868,2180640.963100414,9326.642062176326,6152.976619142356,173.86908000280403,385.34033629623855,1.6481078038834294,1.0872904433897077,0.009479016072649891,0.0028216367220737313,0.29767189974654545
Sundamys_annandalei_YS118,Sundamys_annandalei_YS118,tip,NA,10115.0,0.0,0.0,0.0,1679.0,3533185.2090011328,7832510.721169724,46192.87538919415,17414.5698489011,349.30155304015153,774.3460920583019,4.566769687513015,1.7216579188236383,0.01307400338694765,0.0022233700621478846,0.17006038596927184
Sundamys_muelleri_JAE1283,Sundamys_muelleri_JAE1283,tip,NA,7826.0,0.0,0.0,0.0,3968.0,2590374.6541141123,5745112.6817085985,33625.190254884,15124.105715811958,330.9959946478549,734.1058882837463,4.296599828122157,1.9325460919769943,0.012980821211124594,0.0026325168110217195,0.20280048297450137
Bullimus_bagobus_JAE1712,Bullimus_bagobus_JAE1712,tip,NA,9049.0,0.0,0.0,0.0,2745.0,3187845.799045464,7068961.80921933,49889.45030946066,22516.13485537451,352.28708133997833,781.1870714133418,5.513255642552841,2.4882456465216607,0.015649894459888573,0.003185210991804907,0.20352923145703983
Papagomys_armandvillei_WAMM32592,Papagomys_armandvillei_WAMM32592,tip,NA,10296.0,0.0,0.0,0.0,1498.0,3661398.7451331723,8115239.408875929,43189.7203525641,20511.452724358976,355.61370873476807,788.1934157804905,4.194805784048572,1.9921768380302036,0.01179596196944488,0.002527522811209348,0.214270172941927
Halmaheramys_bokimekot_33262-WD225,Halmaheramys_bokimekot_33262-WD225,tip,NA,9764.0,0.0,0.0,0.0,2030.0,3450819.100340832,7643742.616371276,34650.013113921515,17370.166689034148,353.4226854097534,782.8495100748951,3.548751855174264,1.7790010947392614,0.010041098100592751,0.0022724688102175148,0.22631676211622365
Bunomys_andrewsi_sample1,Bunomys_andrewsi_sample1,tip,NA,4046.0,0.0,0.0,0.0,7748.0,871490.2630748277,1941843.4328779695,23492.755998168504,10965.426836238481,215.3955173195323,479.94153061739235,5.806415224460826,2.710189529470707,0.02695699194077097,0.005646916044094672,0.20947871544799554
Bunomys_torajae_NMVZ21736,Bunomys_torajae_NMVZ21736,tip,NA,9159.0,0.0,0.0,0.0,2635.0,3012341.960663389,6665546.693755973,24919.21305866069,12756.49265057261,328.89419812898666,727.7592197571757,2.7207351303265304,1.3927822524918234,0.008272371923263615,0.0019137954074378326,0.23134784378538945
Bunomys_chrysocomus_JAE4867,Bunomys_chrysocomus_JAE4867,tip,NA,9657.0,0.0,0.0,0.0,2137.0,3210201.1827365113,7116660.811301061,29806.825785887966,14569.888449302136,332.4221997241909,736.943234058306,3.086551287758928,1.5087385781611407,0.009285033581751834,0.0020472928014449634,0.22049384995963522
Taeromys_callitrichus_LSUMZ37153,Taeromys_callitrichus_LSUMZ37153,tip,NA,10102.0,0.0,0.0,0.0,1692.0,1444525.6320995826,3218532.9169240273,9631.8257639152,5829.00924303187,142.99402416349065,318.60353562898706,0.9534573118110473,0.5770153675541349,0.00666781229067952,0.0018110764728802872,0.2716147956672187
Taeromys_punicans_MVZ225815,Taeromys_punicans_MVZ225815,tip,NA,10657.0,0.0,0.0,0.0,1137.0,809726.3675879397,1819631.6800650628,8383.508814102564,4691.651442307692,75.98070447479964,170.74520785071434,0.7866668681713958,0.44024129138666535,0.010353508480989511,0.002578352253209802,0.24903174203643308
Taeromys_hamatus_NMVZ63317,Taeromys_hamatus_NMVZ63317,tip,NA,6902.0,0.0,0.0,0.0,4892.0,2127597.644649342,4685517.315204934,15707.726699270564,10181.155219385502,308.2581345478618,678.8637083750991,2.275822471641635,1.4751021760917853,0.007382846441277865,0.0021728988571543036,0.2943172222850955
Taeromys_taerae_LSUMZ39224,Taeromys_taerae_LSUMZ39224,tip,NA,9296.0,0.0,0.0,0.0,2498.0,2998178.4091706276,6641085.465262289,21492.329684276465,12140.922412477372,322.5234949624169,714.402481202914,2.3119975994273307,1.3060372646813008,0.007168462563314166,0.001828153315596258,0.25502725297780665
Genus_sp-nov_NMVZ21816,Genus_sp-nov_NMVZ21816,tip,NA,10255.0,0.0,0.0,0.0,1539.0,3539657.0772200576,7844212.159408951,32205.282852564098,15564.640224358971,345.16402508240446,764.9158614733253,3.1404468895723157,1.5177611140281786,0.009098418900470771,0.001984219690653005,0.21808401133853458
Taeromys_celebensis_NMVZ20637,Taeromys_celebensis_NMVZ20637,tip,NA,9678.0,0.0,0.0,0.0,2116.0,3318912.8311061235,7349343.914749565,30695.140148046386,15066.812232905984,342.9337498559747,759.3866413256421,3.171640850180449,1.5568105221022923,0.009248552676756004,0.0020500894239917195,0.2216659725736463
Paruromys_dominator_JAE4870,Paruromys_dominator_JAE4870,tip,NA,6839.0,0.0,0.0,0.0,4955.0,2105664.705189769,4673561.210652652,21569.999816849813,11936.713553113552,307.8907303976852,683.3690906057394,3.1539698518569694,1.7453887341882661,0.010243796062918696,0.002554093765992768,0.2493307901001933
Eropeplus_canus_NMVZ21733,Eropeplus_canus_NMVZ21733,tip,NA,9398.0,0.0,0.0,0.0,2396.0,2856531.412767401,6321590.162717546,21385.75331196581,11715.923611111108,303.9509909307726,672.652709376202,2.2755643021883176,1.2466400948192282,0.00748661583638856,0.0018533190715537666,0.24755097791257605
Lenomys_meyeri_LSUMZ39079,Lenomys_meyeri_LSUMZ39079,tip,NA,10029.0,0.0,0.0,0.0,1765.0,3390082.2901942506,7509538.071641988,27966.993623952672,14230.370213359434,338.0279479703112,748.7823383828884,2.788612386474491,1.4189221471093263,0.008249650371274666,0.0018949727769670807,0.2297034045909858
Chiropodomys_gliroides_Z25153,Chiropodomys_gliroides_Z25153,tip,NA,8866.0,0.0,0.0,0.0,2928.0,3268446.7982799015,7247073.215868003,164022.84885531137,53920.61891025639,368.6495373652043,817.4005431838488,18.500208533195508,6.081730082365936,0.0501837291467104,0.007440330365669993,0.148261807007575
Haeromys_minahassae_JAE4996,Haeromys_minahassae_JAE4996,tip,NA,8374.0,0.0,0.0,0.0,3420.0,3063507.5803748886,6793437.394573226,115001.48012820515,42790.740251989395,365.8356317619881,811.2535699275406,13.733159795582177,5.109952263194339,0.03753915311485279,0.006298834855852466,0.1677937388885915
Apomys_lubangensis_JAE169,Apomys_lubangensis_JAE169,tip,NA,8985.0,0.0,0.0,0.0,2809.0,3267419.328936373,7239977.722698319,104423.21441702459,40866.19986868976,363.6526799038812,805.784944095528,11.621949295161334,4.548269323170813,0.03195892657310593,0.005644520112343529,0.17661795052570708
Archboldomys_luzonensis_EAR1826,Archboldomys_luzonensis_EAR1826,tip,NA,9074.0,0.0,0.0,0.0,2720.0,3307781.528883975,7332676.784470486,61770.819304976634,28810.59842901352,364.5340014198782,808.0975076559937,6.807451984238113,3.175071460107287,0.018674395139336098,0.003929069734810903,0.21039876823290715
Rhynchomys_isarogensis_JAE2195,Rhynchomys_isarogensis_JAE2195,tip,NA,9080.0,0.0,0.0,0.0,2714.0,3286613.3607225358,7292596.427911112,58338.91945970697,24335.529624542138,361.9618238681207,803.1493863338229,6.424991129923676,2.680124407989222,0.017750466226694104,0.003337018559179038,0.18799610762677604
Chrotomys_whiteheadi_KU168311,Chrotomys_whiteheadi_KU168311,tip,NA,9250.0,0.0,0.0,0.0,2544.0,2213175.607838498,4913054.028113322,27253.833447802186,13968.398237179486,239.2622278744322,531.140976012251,2.9463603727353713,1.5100971067221067,0.012314356507127644,0.002843119199839847,0.23087842212414655
Chrotomys_mindorensis_JAE520,Chrotomys_mindorensis_JAE520,tip,NA,9721.0,0.0,0.0,0.0,2073.0,2509162.9202638664,5571736.200218365,26048.42067307693,12067.048557692307,258.1177780335219,573.1649213268557,2.679602990749607,1.2413381913066872,0.01038131898997521,0.002165760926947579,0.20862097860965073
Anisomys_imitator_ABTC45107,Anisomys_imitator_ABTC45107,tip,NA,10559.0,0.0,0.0,0.0,1235.0,3857432.17461336,8554340.114648968,76721.32368360806,31051.588770604387,365.3217326085197,810.1468050619346,7.265964928838722,2.940769842845382,0.019889221692225355,0.003629922162836356,0.18250699896694716
Lorentzimys_nouhuysi_ABTC-46314,Lorentzimys_nouhuysi_ABTC-46314,tip,NA,9848.0,0.0,0.0,0.0,1946.0,3666444.285901362,8125230.84906162,133316.01254420867,53279.06184634335,372.3034408916899,825.0640585968339,13.537369267283578,5.410140317459723,0.03636111778838449,0.006557236691003865,0.1803364992563173
Macruromys_major_ABTC43909,Macruromys_major_ABTC43909,tip,NA,8547.0,0.0,0.0,0.0,3247.0,3170199.288989428,7026949.311013846,65840.5574252137,31615.446237789994,370.9136877254508,822.1538915425115,7.703352922102925,3.699010908832338,0.020768586269603845,0.0044991709543481155,0.21663347210748476
Chiruromys_vates_ABTC43096,Chiruromys_vates_ABTC43096,tip,NA,10009.0,0.0,0.0,0.0,1785.0,3752407.6649237466,8315361.241185219,106386.98958333331,46226.02964743589,374.90335347424787,830.788414545431,10.62913273886835,4.618446363016874,0.02835166087571011,0.005559112623812736,0.1960771415890992
Hyomys_goliath_ABTC42697,Hyomys_goliath_ABTC42697,tip,NA,10424.0,0.0,0.0,0.0,1370.0,3870266.3767025573,8585552.361488145,90190.52540024633,36867.759398288494,371.2841880950266,823.6331889378497,8.6521992901234,3.536814984486617,0.023303441319480468,0.004294162780214895,0.1842716155671479
Pogonomys_macrourus_ABTC43144,Pogonomys_macrourus_ABTC43144,tip,NA,10448.0,0.0,0.0,0.0,1346.0,3911173.199864356,8672191.433181178,105404.81513278387,42144.87168040293,374.34659263632807,830.0336364070806,10.08851599662939,4.033774088859392,0.026949666953240383,0.004859771835657361,0.18032771403407008
Coccymys_ruemmleri_ABTC49489,Coccymys_ruemmleri_ABTC49489,tip,NA,10466.0,0.0,0.0,0.0,1328.0,3915692.479261672,8681432.981771737,105076.17588141034,41300.82924679486,374.13457665408674,829.4891058448057,10.039764559660838,3.9461904497224216,0.026834634343201307,0.004757374656178714,0.17728486981914174
Mammelomys_lanosus_ABTC47208,Mammelomys_lanosus_ABTC47208,tip,NA,9520.0,0.0,0.0,0.0,2274.0,3465999.8651694735,7673451.19088502,84895.8564178877,33713.12618284494,364.0756160892304,806.0347889585106,8.917631976668876,3.541294767105561,0.024493900669478715,0.004393476330818575,0.17937021914574777
Xenuromys_barbatus_ABTC129204,Xenuromys_barbatus_ABTC129204,tip,NA,10471.0,0.0,0.0,0.0,1323.0,3848639.5849343063,8530846.178171227,80254.67114239927,30473.967502289368,367.55224763005504,814.7116968934416,7.66447055127488,2.910320647721265,0.0208527375378459,0.003572209235265115,0.17130648811849603
Mallomys_rothschildi_ABTC47402,Mallomys_rothschildi_ABTC47402,tip,NA,8491.0,0.0,0.0,0.0,3303.0,3133872.0775957927,6935454.934831048,55103.85170940172,27572.642612942607,369.08162496711725,816.8007225098396,6.489677506701416,3.2472786023957845,0.017583312383214967,0.0039756069172143345,0.22610113672378643
Abeomelomys_sevia_KUM161018,Abeomelomys_sevia_KUM161018,tip,NA,9109.0,0.0,0.0,0.0,2685.0,3375687.0719804154,7463145.999595877,60849.50057234433,24425.594665750912,370.58810758375404,819.3156218680291,6.6801515613507885,2.6814792694863225,0.018025812012440398,0.0032728281969927344,0.18156342664252867
Pogonomelomys_mayeri_AMM21849,Pogonomelomys_mayeri_AMM21849,tip,NA,9537.0,0.0,0.0,0.0,2257.0,3527213.5083578993,7808734.585997964,70303.80670024418,27635.275717338216,369.84518279940227,818.7831169128619,7.371689912996139,2.8976906487719636,0.019931826223067016,0.0035390210043624373,0.17755628434421847
Crossomys_moncktoni_ABTC46614,Crossomys_moncktoni_ABTC46614,tip,NA,10707.0,0.0,0.0,0.0,1087.0,3624807.1512993854,8036267.796584346,26945.234100274723,11512.866998626372,338.5455450919385,750.5620432039177,2.5165998038922877,1.075265433700044,0.007433563490575122,0.0014326136572402036,0.1927223274620023
Parahydromys_asper_ABTC45798,Parahydromys_asper_ABTC45798,tip,NA,9670.0,0.0,0.0,0.0,2124.0,2618261.031388353,5802167.477250309,18095.187500000004,9417.690705128205,270.7612235148245,600.0173192606317,1.8712706825232681,0.9739080356906107,0.006911147239740604,0.0016231332070392632,0.23485727488279995
Hydromys_sp-nov_YS391,Hydromys_sp-nov_YS391,tip,NA,9872.0,0.0,0.0,0.0,1922.0,2295593.8857703307,5108434.624048029,14745.0245640973,8088.695847674834,232.53584742406105,517.4670405235038,1.4936208026840865,0.8193573589621995,0.0064231851528692,0.0015834000908217917,0.24651322562521744
Hydromys_chrysogaster_Z5248,Hydromys_chrysogaster_Z5248,tip,NA,6115.0,0.0,0.0,0.0,5679.0,1223359.6065216977,2700457.0329241236,12769.526710980583,8000.780065576184,200.05880728073552,441.6119432418845,2.088230042678754,1.308385946946228,0.010438081037584184,0.0029627503670786926,0.28384052168313106
