generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
21000,rnor6,Paucidentomys_vermidax_Z21914,6.96375,0.850485,0.0324927,0.265428,0
22000,mm10,Phloeomys_cumingi_FMNH198472,0,0.284438,0.0189975,0.025747,0
22000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.50589,1.00167,-0.0236299,0.174905,0
22000,rnor6,Berylmys_bowersi_ABTC116431,9.76812,1.29103,-0.046486,0.11271,0
23000,mm10,Phloeomys_cumingi_FMNH198472,0,0.265298,0.0583954,0.0334357,0
23000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1572,1.41115,-0.0895723,0.243841,0
23000,rnor6,Taeromys_celebensis_NMVZ20637,11.4691,1.73076,-0.0116254,0.41451,0
23000,Leopoldomys_sabanus_Z25191,NA,12.81,0.129818,-0.0289738,0.0863036,0
23000,Maxomys_surifer_JAE3632,NA,12.6898,0.603965,0.0308365,1.98523,0
24000,mm10,Phloeomys_cumingi_FMNH198472,0,0.311282,0.044865,0.0629344,0
24000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.05394,1.60075,-0.131226,0.139006,0
24000,rnor6,Berylmys_bowersi_ABTC116431,9.37034,2.04208,-0.0733055,0.164533,0
25000,mm10,Phloeomys_cumingi_FMNH198472,0,0.309591,0.04972,0.0039832,0
25000,rnor6,Taeromys_celebensis_NMVZ20637,11.6478,1.07991,-0.0802426,0.134623,0
26000,mm10,Phloeomys_cumingi_FMNH198472,0,0.282882,0.188972,0.0727151,0
26000,rnor6,Taeromys_celebensis_NMVZ20637,11.6667,1.75885,-0.162035,0.434355,0
27000,mm10,Phloeomys_cumingi_FMNH198472,0,0.280759,0.12314,0.044873,0
27000,rnor6,Berylmys_bowersi_ABTC116431,10.4755,2.10857,-0.0796285,0.807166,0
28000,mm10,Phloeomys_cumingi_FMNH198472,0,0.286307,0.140769,0.0971094,0
28000,rnor6,Taeromys_celebensis_NMVZ20637,11.7877,1.62809,-0.0797976,0.0884921,0
29000,mm10,Phloeomys_cumingi_FMNH198472,0,0.365507,0.113654,0.289288,0
29000,rnor6,Berylmys_bowersi_ABTC116431,10.4638,1.82862,-0.0819656,0.745706,0
30000,mm10,Phloeomys_cumingi_FMNH198472,0,0.304993,0.0800361,0.00680086,0
30000,rnor6,Berylmys_bowersi_ABTC116431,10.4196,2.23801,-0.104555,0.682213,0
31000,mm10,Phloeomys_cumingi_FMNH198472,0,0.364711,0.0687229,0.153356,0
31000,rnor6,Taeromys_celebensis_NMVZ20637,11.6121,1.14978,-0.0175143,0.000231993,0
32000,mm10,Phloeomys_cumingi_FMNH198472,0,0.356009,0.0541335,0.0405071,0
32000,rnor6,Berylmys_bowersi_ABTC116431,10.3602,1.48515,-0.0551348,0.0146728,0
33000,mm10,Phloeomys_cumingi_FMNH198472,0,0.323563,0.13643,0.1951,0
33000,rnor6,Berylmys_bowersi_ABTC116431,10.2139,1.39755,-0.10616,0.0827578,0
34000,mm10,Phloeomys_cumingi_FMNH198472,0,0.275376,0.166442,0.0529256,0
34000,Bunomys_andrewsi_sample1,NA,14.7835,2.28444,-0.0605145,4.49517,0
34000,rnor6,Berylmys_bowersi_ABTC116431,9.59156,1.55405,-0.0661865,0.0182014,0
35000,mm10,Phloeomys_cumingi_FMNH198472,0,0.355928,0.0337376,0.016069,0
35000,Solomys_salebrosus_ABTC64864,Melomys_rufescens_ABTC44798,13.3054,0.405541,0.0694507,0.544092,0
35000,rnor6,Berylmys_bowersi_ABTC116431,10.7329,2.16667,-0.107033,0.338769,0
36000,mm10,Phloeomys_cumingi_FMNH198472,0,0.415503,0.0166741,0.0123199,0
36000,Hybomys_planifrons_R24117,NA,11.0918,0.288034,-0.062708,0.568313,0
36000,rnor6,Taeromys_celebensis_NMVZ20637,11.5617,1.31271,-0.0886086,0.102353,0
37000,mm10,Phloeomys_cumingi_FMNH198472,0,0.349409,0.0429371,0.0321377,0
37000,Solomys_salebrosus_ABTC64864,Melomys_rufescens_ABTC44798,13.3134,1.72683,-0.0729668,0.399843,0
37000,rnor6,Berylmys_bowersi_ABTC116431,9.86893,2.06195,-0.103683,0.587376,0
38000,mm10,Phloeomys_cumingi_FMNH198472,0,0.340936,0.0590712,0.0526267,0
38000,Hybomys_planifrons_R24117,NA,10.3689,0.274072,-0.0808777,0.529445,0
38000,rnor6,Taeromys_celebensis_NMVZ20637,10.7957,1.30662,-0.023579,0.153777,0
39000,mm10,Phloeomys_cumingi_FMNH198472,0,0.297713,0.0668872,0.0083924,0
39000,rnor6,Berylmys_bowersi_ABTC116431,9.86026,1.87314,-0.124545,0.278094,0
40000,mm10,Phloeomys_cumingi_FMNH198472,0,0.382432,0.0552559,0.0770365,0
40000,rnor6,Berylmys_bowersi_ABTC116431,10.7075,1.29791,-0.0120736,0.369354,0
41000,mm10,Phloeomys_cumingi_FMNH198472,0,0.444527,0.00570144,0.0474905,0
41000,rnor6,Berylmys_bowersi_ABTC116431,9.8885,1.15292,-0.0255649,0.21355,0
42000,mm10,Phloeomys_cumingi_FMNH198472,0,0.550265,-0.0214492,0.0845917,0
42000,Thallomys_paedulcus_FMNH158089,NA,11.6978,1.98729,-0.0435826,1.44763,0
42000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.89191,1.02042,-0.00937079,0.0818763,0
42000,Pogonomelomys_mayeri_AMM21849,Xenuromys_barbatus_ABTC129204,9.87782,0.667125,-0.0522867,0.13103,0
42000,rnor6,Taeromys_celebensis_NMVZ20637,10.983,0.969816,0.0324887,0.00579149,0
43000,mm10,Phloeomys_cumingi_FMNH198472,0,0.362184,0.0550858,0.0984298,0
43000,rnor6,Taeromys_celebensis_NMVZ20637,11.2081,1.4654,-0.0394675,0.297803,0
44000,mm10,Phloeomys_cumingi_FMNH198472,0,0.396372,-0.0118687,0.00143651,0
44000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.47685,1.07551,-0.0414338,0.0485026,0
44000,rnor6,Taeromys_celebensis_NMVZ20637,11.7754,1.3922,-0.0547787,0.125578,0
45000,mm10,Phloeomys_cumingi_FMNH198472,0,0.426042,-0.0140495,0.0202386,0
45000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1775,1.58335,-0.141158,0.201739,0
45000,rnor6,Taeromys_celebensis_NMVZ20637,10.9855,2.20319,-0.104309,0.110198,0
46000,mm10,Phloeomys_cumingi_FMNH198472,0,0.294578,0.0675124,0.0854557,0
46000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.36051,1.2989,-0.103933,0.0207709,0
46000,rnor6,Taeromys_celebensis_NMVZ20637,11.1036,1.60772,0.0171269,0.439912,0
47000,mm10,Phloeomys_cumingi_FMNH198472,0,0.220884,0.107671,0.0206239,0
47000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.87067,1.93844,-0.147265,0.0455234,0
47000,rnor6,Berylmys_bowersi_ABTC116431,10.2427,1.34399,-0.0604339,0.509071,0
48000,mm10,Phloeomys_cumingi_FMNH198472,0,0.540621,0.00448046,0.150334,0
48000,rnor6,Taeromys_celebensis_NMVZ20637,11.3904,1.56262,-0.0481078,0.184111,0
49000,mm10,Phloeomys_cumingi_FMNH198472,0,0.31332,0.034304,0.00725955,0
49000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.54687,1.56353,-0.129258,0.21715,0
49000,rnor6,Taeromys_celebensis_NMVZ20637,11.1939,0.867313,0.0301332,0.239551,0
50000,mm10,Phloeomys_cumingi_FMNH198472,0,0.481713,0.0150543,0.218731,0
50000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1943,1.31735,-0.0672503,0.202136,0
50000,Apomys_lubangensis_JAE169,NA,10.6966,0.814703,-0.0184444,1.61505,0
50000,rnor6,Berylmys_bowersi_ABTC116431,10.7511,1.59831,-0.0529045,0.42633,0
51000,mm10,Phloeomys_cumingi_FMNH198472,0,0.263886,0.0990072,0.0116033,0
51000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1778,1.95255,-0.118333,0.458652,0
51000,rnor6,Taeromys_celebensis_NMVZ20637,11.7608,1.37064,0.0169478,0.277659,0
52000,mm10,Phloeomys_cumingi_FMNH198472,0,0.219597,0.10685,0.0171395,0
52000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.3544,1.60581,-0.145633,0.190101,0
52000,rnor6,Berylmys_bowersi_ABTC116431,9.4932,0.77716,0.154401,0.298402,0
53000,mm10,Phloeomys_cumingi_FMNH198472,0,0.198344,0.117864,0.0182985,0
53000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,8.97805,1.78339,-0.115413,0.407811,0
53000,Anisomys_imitator_ABTC45107,NA,9.90774,0.0127651,-0.0710371,0.00531868,0
53000,rnor6,Paucidentomys_vermidax_Z21914,8.93796,0.685319,0.0631775,0.0346959,0
54000,mm10,Phloeomys_cumingi_FMNH198472,0,0.247835,0.0577438,0.00510832,0
54000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,8.99573,0.740029,0.0445879,0.00053272,0
54000,rnor6,Maxomys_surifer_JAE3632,6.36586,0.60746,0.0745388,0.0906888,0
55000,mm10,Phloeomys_cumingi_FMNH198472,0,0.224338,0.167897,0.00410585,0
55000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.02331,1.68632,-0.0747105,0.343007,0
55000,rnor6,Maxomys_surifer_JAE3632,3.71692,0.706696,0.0427818,0.329514,0
56000,mm10,Phloeomys_cumingi_FMNH198472,0,0.273471,0.0878596,0.00057129,0
56000,Hyomys_goliath_ABTC42697,NA,10.7037,0.231563,-0.0213052,0.274757,0
56000,rnor6,Berylmys_bowersi_ABTC116431,9.60242,1.069,-0.0109808,0.0607001,0
57000,mm10,Phloeomys_cumingi_FMNH198472,0,0.273578,0.117644,0.00765474,0
57000,rnor6,Berylmys_bowersi_ABTC116431,9.62014,1.51565,-0.0662085,0.0506118,0
58000,mm10,Phloeomys_cumingi_FMNH198472,0,0.2813,0.079668,0.00202205,0
58000,rnor6,Taeromys_celebensis_NMVZ20637,11.2115,1.20637,-0.0158158,0.0692332,0
59000,mm10,Phloeomys_cumingi_FMNH198472,0,0.276476,0.0579277,0.039306,0
59000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.2314,1.28005,-0.0259696,0.22664,0
59000,rnor6,Maxomys_surifer_JAE3632,4.0734,0.645853,0.0415194,0.148512,0
60000,mm10,Phloeomys_cumingi_FMNH198472,0,0.320475,0.0399671,0.0647788,0
60000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.69986,0.621098,0.0725192,0.0015368,0
60000,rnor6,Paucidentomys_vermidax_Z21914,8.05926,0.878424,0.0814246,0.547587,0
61000,mm10,Phloeomys_cumingi_FMNH198472,0,0.286606,0.0905973,0.0236361,0
61000,rnor6,Taeromys_celebensis_NMVZ20637,11.6021,1.69206,-0.0740903,0.292055,0
62000,mm10,Phloeomys_cumingi_FMNH198472,0,0.260285,0.1368,0.0188094,0
62000,rnor6,Taeromys_celebensis_NMVZ20637,11.4266,1.90719,-0.117195,0.206863,0
63000,mm10,Phloeomys_cumingi_FMNH198472,0,0.261518,0.0628777,0.0376219,0
63000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.2057,1.56606,-0.0652773,0.4341,0
63000,rnor6,Taeromys_celebensis_NMVZ20637,11.4904,1.9235,-0.0761881,0.558674,0
64000,mm10,Phloeomys_cumingi_FMNH198472,0,0.299724,0.0475239,0.0665674,0
64000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.53209,1.13049,-0.00452502,0.148905,0
64000,Hyomys_goliath_ABTC42697,NA,14.5411,0.737514,-0.0360604,5.70293,0
64000,rnor6,Taeromys_celebensis_NMVZ20637,10.8612,1.93922,-0.121248,0.392187,0
65000,mm10,Phloeomys_cumingi_FMNH198472,0,0.540428,-0.0191166,0.0248792,0
65000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.86281,1.17054,-0.0971839,0.0248065,0
65000,rnor6,Taeromys_celebensis_NMVZ20637,10.8587,1.49204,-0.0265147,0.291318,0
66000,mm10,Phloeomys_cumingi_FMNH198472,0,0.533317,-0.0228289,0.0809109,0
66000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.95104,1.1798,-0.116789,0.0231671,0
66000,rnor6,Taeromys_celebensis_NMVZ20637,11.4831,1.87045,-0.0898485,0.296714,0
67000,mm10,Phloeomys_cumingi_FMNH198472,0,0.499341,-0.0268192,0.00619708,0
67000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.97631,1.15486,-0.0704435,0.0738629,0
67000,rnor6,Taeromys_celebensis_NMVZ20637,11.1142,1.38022,-0.0986072,0.0534814,0
68000,mm10,Phloeomys_cumingi_FMNH198472,0,0.829748,-0.0668236,0.0132777,0
68000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.84254,1.41313,-0.0663552,0.0750543,0
68000,rnor6,Taeromys_celebensis_NMVZ20637,11.5147,1.64856,-0.0362258,0.437735,0
69000,mm10,Phloeomys_cumingi_FMNH198472,0,0.489531,-0.0290456,0.0583694,0
69000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.06511,1.05307,-0.0104391,0.262464,0
69000,rnor6,Paucidentomys_vermidax_Z21914,9.0373,0.851332,0.0433424,0.419722,0
70000,mm10,Phloeomys_cumingi_FMNH198472,0,0.267983,0.105981,0.00608593,0
70000,rnor6,Berylmys_bowersi_ABTC116431,9.8367,1.15242,-0.00477624,0.149596,0
71000,mm10,Phloeomys_cumingi_FMNH198472,0,0.496656,-0.00958183,0.0987565,0
71000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.37044,1.03945,-0.0411705,0.103802,0
71000,rnor6,Taeromys_celebensis_NMVZ20637,11.3807,1.95337,-0.0430635,0.740559,0
72000,mm10,Phloeomys_cumingi_FMNH198472,0,0.809978,-0.0589814,0.06014,0
72000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1417,1.5862,-0.150477,0.11763,0
72000,rnor6,Taeromys_celebensis_NMVZ20637,10.8429,1.96345,-0.144182,0.306108,0
73000,mm10,Phloeomys_cumingi_FMNH198472,0,0.661138,-0.0355572,0.0660296,0
73000,Dasymys_montanus_FMNH144389,Dasymys_incomtus_LSUMZ37702,13.2836,2.72951,-0.0775075,1.88646,0
73000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.30168,1.26534,-0.0460698,0.0559531,0
73000,rnor6,Taeromys_celebensis_NMVZ20637,11.5825,1.87609,-0.0164419,0.723745,0
74000,mm10,Phloeomys_cumingi_FMNH198472,0,0.574812,-0.0308143,0.0691781,0
74000,Otomys_tropicalis_LSUMZ37841,NA,14.4869,1.25529,-0.0538513,1.07772,0
74000,Mus_pahari_10460X1,NA,13.6946,0.516262,0.137605,0.0311191,0
74000,Zyzomys_pedunculatus_Z34925,Coccymys_ruemmleri_ABTC49489,8.78016,0.751722,-0.0173269,0.0257593,0
74000,rnor6,Taeromys_celebensis_NMVZ20637,11.6155,1.23176,0.0340042,0.863989,0
75000,mm10,Phloeomys_cumingi_FMNH198472,0,0.671809,-0.0421145,0.0271494,0
75000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0145,0.966058,-0.0647516,0.0351041,0
75000,rnor6,Taeromys_celebensis_NMVZ20637,11.3084,1.32535,-0.0400766,0.0825885,0
76000,mm10,Phloeomys_cumingi_FMNH198472,0,0.458243,0.00702945,0.0754936,0
76000,rnor6,Berylmys_bowersi_ABTC116431,9.97313,1.94532,-0.0939141,0.482818,0
77000,mm10,Phloeomys_cumingi_FMNH198472,0,0.714077,-0.0462103,0.0407059,0
77000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0179,1.27881,-0.0162319,0.310628,0
77000,rnor6,Taeromys_celebensis_NMVZ20637,11.4245,1.51425,-0.0984773,0.0870458,0
78000,mm10,Phloeomys_cumingi_FMNH198472,0,0.308229,0.0197193,0.0328553,0
78000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.72531,1.09195,-0.110734,0.00289662,0
78000,rnor6,Paucidentomys_vermidax_Z21914,8.45602,1.71755,-0.0236282,0.854911,0
79000,mm10,Phloeomys_cumingi_FMNH198472,0,0.436242,-0.0216071,0.0081825,0
79000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.72758,1.2428,-0.0984329,0.0308283,0
79000,rnor6,Paucidentomys_vermidax_Z21914,8.85693,1.21677,-0.0947476,0.0221756,0
80000,mm10,Phloeomys_cumingi_FMNH198472,0,0.592721,-0.0318921,0.111667,0
80000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.76723,1.70542,-0.125926,0.249195,0
80000,rnor6,Paucidentomys_vermidax_Z21914,8.03069,1.00237,-0.0291302,0.0933672,0
81000,mm10,Phloeomys_cumingi_FMNH198472,0,0.532262,-0.0110033,0.1658,0
81000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.89195,1.85541,-0.138212,0.319708,0
81000,rnor6,Taeromys_celebensis_NMVZ20637,11.7486,1.80737,-0.102785,0.550506,0
82000,mm10,Phloeomys_cumingi_FMNH198472,0,0.284628,0.0234102,0.0114955,0
82000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.60077,1.35082,-0.0968053,0.289759,0
82000,rnor6,Taeromys_celebensis_NMVZ20637,11.6898,1.63323,-0.17285,0.0446576,0
83000,mm10,Phloeomys_cumingi_FMNH198472,0,0.294205,0.0298864,0.0520749,0
83000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.15486,1.88815,-0.104253,0.274307,0
83000,rnor6,Taeromys_celebensis_NMVZ20637,11.3705,1.23547,0.067487,0.364816,0
84000,mm10,Phloeomys_cumingi_FMNH198472,0,0.362938,0.0873504,0.155464,0
84000,rnor6,Berylmys_bowersi_ABTC116431,9.37727,0.91551,0.0902832,0.214682,0
85000,mm10,Phloeomys_cumingi_FMNH198472,0,0.275955,0.180575,0.193955,0
85000,rnor6,Taeromys_celebensis_NMVZ20637,11.2299,1.63376,-0.0394012,0.127947,0
86000,mm10,Phloeomys_cumingi_FMNH198472,0,0.322136,0.0238875,0.0114729,0
86000,Dasymys_montanus_FMNH144389,Dasymys_incomtus_LSUMZ37702,12.6374,0.712402,0.155546,0.839285,0
86000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0568,1.51843,-0.101501,0.0969842,0
86000,rnor6,Berylmys_bowersi_ABTC116431,9.63643,0.961001,0.0170141,0.0790873,0
87000,mm10,Phloeomys_cumingi_FMNH198472,0,0.343446,0.00892836,0.0101251,0
87000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.91559,1.23503,-0.0610887,0.0293905,0
87000,rnor6,Taeromys_celebensis_NMVZ20637,10.8548,0.893186,0.0861299,0.0967752,0
88000,mm10,Phloeomys_cumingi_FMNH198472,0,0.32236,0.0342687,0.0209785,0
88000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.1487,0.767059,0.0597549,0.00378607,0
88000,rnor6,Taeromys_celebensis_NMVZ20637,11.7782,1.41954,-0.0607659,0.244805,0
89000,mm10,Phloeomys_cumingi_FMNH198472,0,0.419647,0.000609335,0.0632423,0
89000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.0639,1.27276,-0.0687721,0.165013,0
89000,rnor6,Taeromys_celebensis_NMVZ20637,11.2505,1.28254,-0.0436625,0.0513527,0
90000,mm10,Phloeomys_cumingi_FMNH198472,0,0.401564,0.0066247,0.0818569,0
90000,Leopoldomys_sabanus_Z25191,NA,14.9468,1.3236,0.0963309,0.823812,0
90000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.99635,1.46004,-0.0874537,0.354623,0
90000,rnor6,Berylmys_bowersi_ABTC116431,10.3816,3.43851,-0.273572,0.240823,0
91000,mm10,Phloeomys_cumingi_FMNH198472,0,0.265565,0.0459159,0.0258469,0
91000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.8092,1.50452,-0.142153,0.236948,0
91000,rnor6,Taeromys_celebensis_NMVZ20637,10.8885,1.50637,-0.0982177,0.232131,0
92000,mm10,Phloeomys_cumingi_FMNH198472,0,0.425219,-0.00685721,0.0143566,0
92000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,10.1908,1.28893,-0.119687,0.226657,0
92000,rnor6,Taeromys_celebensis_NMVZ20637,11.3671,1.86351,-0.165442,0.00872474,0
92000,Saxatilomys_paulinae_ABTC116266,NA,11.3737,0.239053,0.024323,0.060031,0
93000,mm10,Phloeomys_cumingi_FMNH198472,0,0.284077,0.0514134,0.0693837,0
93000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.58361,1.83954,-0.139212,0.239225,0
93000,rnor6,Taeromys_celebensis_NMVZ20637,11.2957,2.50072,-0.165671,0.35917,0
94000,mm10,Phloeomys_cumingi_FMNH198472,0,0.386687,0.0116552,0.0428033,0
94000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.13019,1.27442,-0.0312159,0.264238,0
94000,rnor6,Berylmys_bowersi_ABTC116431,9.8817,0.828433,0.172105,0.0766939,0
95000,mm10,Phloeomys_cumingi_FMNH198472,0,0.271974,0.0488612,0.0154605,0
95000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,9.33077,1.74654,-0.125554,0.0950917,0
95000,rnor6,Taeromys_celebensis_NMVZ20637,11.0383,1.41032,-0.039542,0.0640713,0
96000,mm10,Phloeomys_cumingi_FMNH198472,0,0.288088,0.0516343,0.0273071,0
96000,Zyzomys_pedunculatus_Z34925,Paraleptomys_wilhelmina_H126-ABTC133716,8.97789,1.74287,-0.103538,0.28645,0
96000,rnor6,Berylmys_bowersi_ABTC116431,10.3483,1.90636,-0.133171,0.16319,0
97000,mm10,Phloeomys_cumingi_FMNH198472,0,0.261374,0.0279286,0.0206236,0
