# HyPhy output parser
# PYTHON VERSION: 3.9.4
# Script call:    /home/gt156213e/bin/hyphy-interface/hyphy_to_csv.py -i full-coding-absrel-pared/ -m absrel -o full-coding-absrel-pared.csv --overwrite
# Runtime:        01/28/2022 08:30:14
# ----------------
# IO OPTIONS
# Input directory:       full-coding-absrel-pared/
# Hyphy model:           absrel
# Output file:           full-coding-absrel-pared.csv
# --overwrite set:       Overwriting previous output file.
# ----------------
# 01.28.2022 | 08:30:14 Begin parsing Hyphy output...
file,baseline mean omega,baseline median omega,num branches,num branches pval less than alpha
ENSMUSP00000045721-mafft-cds.filter.json,90909092.06484786,0.1653536876956288,179,4
ENSMUSP00000115287-mafft-cds.filter.json,0.2591663834135711,0.1724656854182423,116,0
ENSMUSP00000078175-mafft-cds.filter.json,322580645.5693139,0.4538468166471341,132,0
ENSMUSP00000141893-mafft-cds.filter.json,109890110.1300403,0.1838167565661915,109,0
ENSMUSP00000047218-mafft-cds.filter.json,2000000000.501148,1,111,0
ENSMUSP00000078245-mafft-cds.filter.json,0.1684398919951715,0.1047126207297407,77,1
ENSMUSP00000036487-mafft-cds.filter.json,133333333.6693135,0.2347413717902406,133,1
ENSMUSP00000141482-mafft-cds.filter.json,111111111.384709,0.1933205296540008,110,1
ENSMUSP00000142227-mafft-cds.filter.json,172413793.3434989,0.1902971473384316,67,1
ENSMUSP00000022225-mafft-cds.filter.json,250000000.1634339,0.1019648431870712,186,0
ENSMUSP00000022226-mafft-cds.filter.json,125000000.1901444,0.1307694285200522,189,0
ENSMUSP00000078966-mafft-cds.filter.json,204081632.9836675,0.2749668664575334,89,0
ENSMUSP00000148153-mafft-cds.filter.json,370370370.6807415,0.1449704421551241,182,3
ENSMUSP00000079295-mafft-cds.filter.json,83333333.46769007,0.06544355140947518,207,6
ENSMUSP00000104072-mafft-cds.filter.json,128205128.3991248,0.1317465612118626,168,0
ENSMUSP00000022239-mafft-cds.filter.json,153846154.0147168,0.08831921390303399,153,2
ENSMUSP00000035650-mafft-cds.filter.json,79365079.59092747,0.1741813189430042,184,3
ENSMUSP00000036747-mafft-cds.filter.json,103092792.4195698,0.1961955365158914,158,0
ENSMUSP00000034000-mafft-cds.filter.json,169491525.8539264,0.4201635031011677,147,0
ENSMUSP00000147405-mafft-cds.filter.json,1428571429.309859,1,55,0
ENSMUSP00000022281-mafft-cds.filter.json,204081632.8076813,0.07345966919282904,158,0
ENSMUSP00000022246-mafft-cds.filter.json,909090909.4992828,0.2079900107462782,37,0
ENSMUSP00000010251-mafft-cds.filter.json,73529412.23902872,0.3956706404281846,191,0
ENSMUSP00000040246-mafft-cds.filter.json,99009901.4880729,0.3334059102474932,197,0
ENSMUSP00000079543-mafft-cds.filter.json,196078431.6821763,0.220183949908117,148,0
ENSMUSP00000022286-mafft-cds.filter.json,500000000.4063371,0.2815388158882406,103,0
ENSMUSP00000079693-mafft-cds.filter.json,833333333.5763235,0.2084132536318477,73,0
ENSMUSP00000079733-mafft-cds.filter.json,93457944.1075894,0.1172403361142341,181,1
ENSMUSP00000042153-mafft-cds.filter.json,11.56787962394907,0.1784161763943823,131,0
ENSMUSP00000152288-mafft-cds.filter.json,200000000.1475576,0.09412273916103786,164,0
ENSMUSP00000080062-mafft-cds.filter.json,64935065.31665636,0.2842700912896792,200,1
ENSMUSP00000025856-mafft-cds.filter.json,81967213.21417654,0.0547747718666076,207,17
ENSMUSP00000023602-mafft-cds.filter.json,200000000.5188642,0.428496891321259,164,0
ENSMUSP00000026078-mafft-cds.filter.json,85470086.028411,0.4464398072558796,149,0
ENSMUSP00000026519-mafft-cds.filter.json,77519380.49521144,0.4809182878242801,160,0
ENSMUSP00000026520-mafft-cds.filter.json,370370370.6799342,0.1131566522566225,153,0
ENSMUSP00000045325-mafft-cds.filter.json,86956522.12667672,0.2429164740858875,192,0
ENSMUSP00000026985-mafft-cds.filter.json,0.3583843391057833,0.07515301731734975,119,0
ENSMUSP00000008893-mafft-cds.filter.json,120481928.2902014,0.2043518984121197,182,1
ENSMUSP00000153008-mafft-cds.filter.json,312500000.3506856,0.2793966976349161,162,0
ENSMUSP00000039724-mafft-cds.filter.json,294117647.3022263,0.1397958139631572,112,0
ENSMUSP00000028111-mafft-cds.filter.json,2500000000.285228,0.5704563730851431,7,0
ENSMUSP00000045366-mafft-cds.filter.json,55865922.17251978,0.3245143677408832,197,0
ENSMUSP00000080224-mafft-cds.filter.json,181818182.3443305,0.4622885319180834,152,0
ENSMUSP00000080284-mafft-cds.filter.json,175438596.702553,0.1214680451160716,197,0
ENSMUSP00000038719-mafft-cds.filter.json,105263158.2320821,0.246383242816958,136,0
ENSMUSP00000026989-mafft-cds.filter.json,172413793.6206408,0.4368985485006313,121,1
ENSMUSP00000026990-mafft-cds.filter.json,0.4205599293534388,0.3411198587068776,174,0
ENSMUSP00000039642-mafft-cds.filter.json,434782609.0663539,0.325452239131748,130,0
ENSMUSP00000026994-mafft-cds.filter.json,111111111.2773842,0.08024111013241354,193,7
ENSMUSP00000139804-mafft-cds.filter.json,96153846.27420667,0.07803652076577287,194,1
ENSMUSP00000047308-mafft-cds.filter.json,151515151.6564085,0.08754380898148137,165,2
ENSMUSP00000121113-mafft-cds.filter.json,454545454.8290338,0.1371087324059548,102,0
ENSMUSP00000080550-mafft-cds.filter.json,120481927.9472955,0.1657472752348576,180,2
ENSMUSP00000080614-mafft-cds.filter.json,416666666.8149846,0.08457668199789309,167,0
ENSMUSP00000037129-mafft-cds.filter.json,73529411.92555177,0.1074849494136031,190,3
ENSMUSP00000153585-mafft-cds.filter.json,208333333.5163634,0.1268577053538303,181,0
ENSMUSP00000080739-mafft-cds.filter.json,106382978.8471652,0.08817334607941349,176,4
ENSMUSP00000028471-mafft-cds.filter.json,74074074.69684428,0.4408766414516159,189,0
ENSMUSP00000047374-mafft-cds.filter.json,72992701.22531162,0.279482248423841,181,0
ENSMUSP00000080813-mafft-cds.filter.json,112359574.46965,0.478214767630541,128,0
ENSMUSP00000104545-mafft-cds.filter.json,212765957.6273315,0.146564351242379,171,0
ENSMUSP00000111536-mafft-cds.filter.json,86206896.75930977,0.1488977181187499,182,1
ENSMUSP00000095103-mafft-cds.filter.json,0.2674214228836541,0.1522825615426373,128,0
ENSMUSP00000030935-mafft-cds.filter.json,256410256.8090077,0.3100635910667889,161,0
ENSMUSP00000095171-mafft-cds.filter.json,163934426.6485421,0.4145762276981847,160,0
ENSMUSP00000030937-mafft-cds.filter.json,106382978.9663922,0.1691733231558447,189,0
ENSMUSP00000030939-mafft-cds.filter.json,192307692.5704106,0.1558475442972312,175,1
ENSMUSP00000035802-mafft-cds.filter.json,90090090.31985623,0.1751557616486982,156,0
ENSMUSP00000077951-mafft-cds.filter.json,1666666666.97629,0.3910160846280967,123,0
ENSMUSP00000041052-mafft-cds.filter.json,188679245.611085,0.288375906933069,142,0
ENSMUSP00000141359-mafft-cds.filter.json,116279069.9973835,0.1822331676899724,100,0
ENSMUSP00000024946-mafft-cds.filter.json,169491525.8321426,0.3592542188068492,148,0
ENSMUSP00000157012-mafft-cds.filter.json,833333333.7045932,0.3861792966070672,147,0
ENSMUSP00000153183-mafft-cds.filter.json,70921986.03756309,0.1507887384873754,204,0
ENSMUSP00000040762-mafft-cds.filter.json,144927536.4666002,0.1618521438608504,144,0
ENSMUSP00000081541-mafft-cds.filter.json,147058823.8109046,0.2361854663509966,172,0
ENSMUSP00000081544-mafft-cds.filter.json,95238095.60969678,0.2668151642884274,176,1
ENSMUSP00000039416-mafft-cds.filter.json,116279069.9844194,0.1601400034141505,189,0
ENSMUSP00000043074-mafft-cds.filter.json,2500000000.279647,0.5592949855943564,127,0
ENSMUSP00000038373-mafft-cds.filter.json,120481928.0000256,0.2188892326023954,185,1
ENSMUSP00000157109-mafft-cds.filter.json,74626866.07672378,0.2842919241575326,171,0
ENSMUSP00000043596-mafft-cds.filter.json,81300813.62461641,0.5602376514257787,135,1
ENSMUSP00000036025-mafft-cds.filter.json,227272727.4421887,0.1351316775722676,184,0
ENSMUSP00000030940-mafft-cds.filter.json,714285714.7310961,0.3694186790851813,110,0
ENSMUSP00000041300-mafft-cds.filter.json,166666666.9634326,0.2267351148844087,153,1
ENSMUSP00000030942-mafft-cds.filter.json,416666667.3711013,0.4580575911524312,130,0
ENSMUSP00000095149-mafft-cds.filter.json,126582278.6307031,0.09262308418200023,187,0
ENSMUSP00000095197-mafft-cds.filter.json,103092783.7829681,0.2284805344059806,183,0
ENSMUSP00000051619-mafft-cds.filter.json,232558139.8944075,0.2767855697875793,160,0
ENSMUSP00000025851-mafft-cds.filter.json,138888889.0693091,0.12228337456575,176,0
ENSMUSP00000095198-mafft-cds.filter.json,166666667.0580669,0.2990868587672331,145,0
ENSMUSP00000062795-mafft-cds.filter.json,96153846.54449852,0.2419768313217253,190,2
ENSMUSP00000062214-mafft-cds.filter.json,200000000.3889557,0.3295736704881737,157,0
ENSMUSP00000021813-mafft-cds.filter.json,714285714.5240443,0.1939391272328456,72,0
ENSMUSP00000054637-mafft-cds.filter.json,111111111.6539354,0.4681171379317561,160,0
ENSMUSP00000095200-mafft-cds.filter.json,161290322.782624,0.1468543449241306,168,0
ENSMUSP00000095251-mafft-cds.filter.json,166666667.1255353,0.4784686967305535,153,0
ENSMUSP00000017604-mafft-cds.filter.json,285714286.0328599,0.2510854574218771,161,0
ENSMUSP00000030944-mafft-cds.filter.json,222222222.463712,0.1576645914667656,170,0
ENSMUSP00000060233-mafft-cds.filter.json,250000000.1633732,0.1142273732804893,185,0
ENSMUSP00000030947-mafft-cds.filter.json,111111111.4494517,0.2456887129528144,168,0
ENSMUSP00000056778-mafft-cds.filter.json,117647059.1062252,0.185282119429316,110,0
ENSMUSP00000021818-mafft-cds.filter.json,270270270.8835459,0.428279305881873,144,0
ENSMUSP00000110389-mafft-cds.filter.json,1250000000.451102,0.5226340581995023,124,0
ENSMUSP00000021832-mafft-cds.filter.json,256410256.6153602,0.1666403717326278,180,0
ENSMUSP00000056365-mafft-cds.filter.json,140845071.370129,0.7237692432956667,82,0
ENSMUSP00000062728-mafft-cds.filter.json,1428571428.783226,0.1192903611708363,127,0
ENSMUSP00000110425-mafft-cds.filter.json,120481928.0407099,0.2024953659816516,165,2
ENSMUSP00000110702-mafft-cds.filter.json,136986301.598913,0.1548619344721656,175,0
ENSMUSP00000030949-mafft-cds.filter.json,68965517.68644708,0.3195464379153831,173,0
ENSMUSP00000030950-mafft-cds.filter.json,454545455.0615512,0.4399396953796518,117,0
ENSMUSP00000110749-mafft-cds.filter.json,90909091.31705557,0.3233406550847901,181,0
ENSMUSP00000037273-mafft-cds.filter.json,84745763.240514,0.4563008982828851,181,0
ENSMUSP00000021847-mafft-cds.filter.json,454545456.7778972,0.6188679667979233,116,0
ENSMUSP00000031663-mafft-cds.filter.json,120481928.13136,0.3308780277640527,170,0
ENSMUSP00000021851-mafft-cds.filter.json,83333333.91868676,0.4094546214385579,171,0
ENSMUSP00000110929-mafft-cds.filter.json,81967213.28119513,0.1076376821761024,186,1
ENSMUSP00000055941-mafft-cds.filter.json,500000000.5790402,0.4572078785112379,65,0
ENSMUSP00000048770-mafft-cds.filter.json,769230769.7516553,0.3185857404375486,36,0
ENSMUSP00000021857-mafft-cds.filter.json,108695652.4893049,0.228868934352956,182,0
ENSMUSP00000058718-mafft-cds.filter.json,153846154.2234528,0.2714944709861437,139,0
ENSMUSP00000111023-mafft-cds.filter.json,102040816.4856113,0.0942798192276629,165,6
ENSMUSP00000038379-mafft-cds.filter.json,0.2233580274885081,0.1757068133264075,123,1
ENSMUSP00000051263-mafft-cds.filter.json,129870130.1297942,0.1505732037081497,147,1
ENSMUSP00000021870-mafft-cds.filter.json,125000000.3845834,0.3446050522436253,175,1
ENSMUSP00000028118-mafft-cds.filter.json,97087378.82865746,0.1419127948468234,179,3
ENSMUSP00000111378-mafft-cds.filter.json,400000000.2557566,0.1079855773829781,158,1
ENSMUSP00000050128-mafft-cds.filter.json,112359551.0788467,0.4535840850684814,170,0
ENSMUSP00000058609-mafft-cds.filter.json,73529412.10573861,0.2578244209438306,177,0
ENSMUSP00000059457-mafft-cds.filter.json,72992701.28261577,0.4477107645325713,172,0
ENSMUSP00000000759-mafft-cds.filter.json,2500000000.264717,0.5294330087272645,145,0
ENSMUSP00000051979-mafft-cds.filter.json,108695652.5646009,0.2401353753033687,178,1
ENSMUSP00000096377-mafft-cds.filter.json,147058823.8285851,0.1937167218535156,129,0
ENSMUSP00000054380-mafft-cds.filter.json,151515151.6620723,0.09733209635854372,182,0
ENSMUSP00000045269-mafft-cds.filter.json,85470086.11480217,0.4505756132768006,151,0
ENSMUSP00000043240-mafft-cds.filter.json,54945055.0672565,0.1021784440931408,206,1
ENSMUSP00000070901-mafft-cds.filter.json,500000000.569386,0.2283372451927737,164,0
ENSMUSP00000080979-mafft-cds.filter.json,833333333.7162342,0.2826428284077211,124,0
ENSMUSP00000048443-mafft-cds.filter.json,217391304.6478245,0.2044003923388946,150,0
ENSMUSP00000041839-mafft-cds.filter.json,833333333.6215482,0.2303173603664149,127,0
ENSMUSP00000140278-mafft-cds.filter.json,62893082.05203408,0.1899120266445166,209,2
ENSMUSP00000114285-mafft-cds.filter.json,76923077.05019926,0.1008869407231241,202,1
ENSMUSP00000021888-mafft-cds.filter.json,142857146.7733,0.5710449387764172,100,0
ENSMUSP00000036228-mafft-cds.filter.json,120481929.0974395,0.5910101312625824,106,0
ENSMUSP00000068633-mafft-cds.filter.json,454545454.9191627,0.3607110654403716,70,0
ENSMUSP00000111294-mafft-cds.filter.json,106382978.9906311,0.160118884459868,169,0
ENSMUSP00000021889-mafft-cds.filter.json,227272727.7798052,0.3776453393234244,105,0
ENSMUSP00000111381-mafft-cds.filter.json,172413793.3303443,0.1342819583779128,151,1
ENSMUSP00000021890-mafft-cds.filter.json,238095238.6875911,0.5081239833261251,61,0
ENSMUSP00000021903-mafft-cds.filter.json,909090909.3320897,0.2097436089924242,96,0
ENSMUSP00000111479-mafft-cds.filter.json,0.1361583210796651,0.106334014817192,148,1
ENSMUSP00000111514-mafft-cds.filter.json,66666666.94387513,0.2087551093850502,195,1
ENSMUSP00000035989-mafft-cds.filter.json,142857142.9781255,0.07720194729126259,196,0
ENSMUSP00000111527-mafft-cds.filter.json,97087379.09062514,0.3899681598694311,122,0
ENSMUSP00000037172-mafft-cds.filter.json,72992700.98635478,0.179459705104373,186,1
ENSMUSP00000037617-mafft-cds.filter.json,384615384.9080412,0.2348909753762644,148,1
ENSMUSP00000064865-mafft-cds.filter.json,222222222.5862714,0.266333398555108,93,0
ENSMUSP00000081531-mafft-cds.filter.json,129870130.00636,0.07419441717479103,152,10
ENSMUSP00000025711-mafft-cds.filter.json,144927539.9178684,0.08540519414965761,190,0
ENSMUSP00000030394-mafft-cds.filter.json,208333333.6933319,0.2959535632812381,136,0
ENSMUSP00000133626-mafft-cds.filter.json,526315789.8219373,0.3445259586891284,141,0
ENSMUSP00000047855-mafft-cds.filter.json,149253731.7599518,0.3679069892813042,171,0
ENSMUSP00000105923-mafft-cds.filter.json,87719298.485352,0.1836642148635211,142,0
ENSMUSP00000066639-mafft-cds.filter.json,80645161.64268577,0.2545223318055401,159,0
ENSMUSP00000066736-mafft-cds.filter.json,75757576.04486077,0.1767271351484417,183,3
ENSMUSP00000111535-mafft-cds.filter.json,227272727.4854563,0.1767377977960258,136,0
ENSMUSP00000135397-mafft-cds.filter.json,97087378.77972142,0.1007917330613075,208,0
ENSMUSP00000099823-mafft-cds.filter.json,454545454.7622187,0.1447608752300394,99,0
ENSMUSP00000021907-mafft-cds.filter.json,400000000.2002932,0.1591285142852992,75,0
ENSMUSP00000025598-mafft-cds.filter.json,243902439.4700873,0.470719992566112,103,0
ENSMUSP00000148968-mafft-cds.filter.json,62893081.89343996,0.09471394828448744,176,5
ENSMUSP00000113487-mafft-cds.filter.json,1111111111.496992,0.4147086308279071,53,0
ENSMUSP00000021345-mafft-cds.filter.json,172413793.5126112,0.2472786011724369,156,0
ENSMUSP00000063277-mafft-cds.filter.json,84033613.64780107,0.1308642094872297,201,1
ENSMUSP00000070119-mafft-cds.filter.json,200000000.2053907,0.1511130301321947,115,0
ENSMUSP00000030216-mafft-cds.filter.json,81967213.74907316,0.4446873665478586,165,0
ENSMUSP00000028103-mafft-cds.filter.json,370370370.8633206,0.4448963777195215,126,0
ENSMUSP00000126777-mafft-cds.filter.json,65359477.47603282,0.2881998803032291,189,0
ENSMUSP00000025468-mafft-cds.filter.json,0.1740034384595781,0.1192516211986942,56,2
ENSMUSP00000118796-mafft-cds.filter.json,204081632.8486397,0.1412871310518722,73,0
ENSMUSP00000043816-mafft-cds.filter.json,84033613.93182136,0.3817901539880655,133,2
ENSMUSP00000136332-mafft-cds.filter.json,65789473.8018702,0.08330505638381361,210,0
ENSMUSP00000043981-mafft-cds.filter.json,87719298.6647416,0.3093138089705911,155,0
ENSMUSP00000021918-mafft-cds.filter.json,104166666.7624029,0.04632635378807864,179,2
ENSMUSP00000143266-mafft-cds.filter.json,192307692.5578601,0.199426099014424,151,0
ENSMUSP00000022120-mafft-cds.filter.json,151515151.8666661,0.2394410894796377,114,0
ENSMUSP00000037613-mafft-cds.filter.json,161290322.8852723,0.2076771847681376,165,0
ENSMUSP00000126673-mafft-cds.filter.json,238095238.2954755,0.1354035674399179,131,0
ENSMUSP00000123283-mafft-cds.filter.json,0.307295677261561,0.1749796709957432,91,1
ENSMUSP00000113137-mafft-cds.filter.json,158730158.9598285,0.2124829995252102,163,0
ENSMUSP00000037629-mafft-cds.filter.json,263157894.9619416,0.128522970029723,142,0
ENSMUSP00000114028-mafft-cds.filter.json,1666666667.045211,0.5744697040811861,123,0
ENSMUSP00000021920-mafft-cds.filter.json,1000000000.335265,0.3833707071701264,142,0
ENSMUSP00000115793-mafft-cds.filter.json,175438596.8669862,0.3169018294089233,169,0
ENSMUSP00000021922-mafft-cds.filter.json,555555555.8349628,0.2510749129322387,72,0
ENSMUSP00000152336-mafft-cds.filter.json,88495575.8409504,0.3065132964707902,158,0
ENSMUSP00000049206-mafft-cds.filter.json,0.1676629757792185,0.08928773426590106,190,5
ENSMUSP00000025497-mafft-cds.filter.json,0.128842732498815,0.07198055447590616,84,16
ENSMUSP00000158085-mafft-cds.filter.json,2000000000.353459,0.49027925289241,127,0
ENSMUSP00000112379-mafft-cds.filter.json,526315789.6960421,0.1615124485166632,78,0
ENSMUSP00000025363-mafft-cds.filter.json,166666667.1545062,0.4530140810052037,162,0
ENSMUSP00000089792-mafft-cds.filter.json,200000001.0446261,0.2074537952818132,108,0
ENSMUSP00000044543-mafft-cds.filter.json,909090909.4124225,0.2226921693085271,107,0
ENSMUSP00000031264-mafft-cds.filter.json,714285714.823345,0.4731793582985367,135,0
ENSMUSP00000088303-mafft-cds.filter.json,156250000.4893418,0.3825714078552875,144,0
ENSMUSP00000112304-mafft-cds.filter.json,344827586.5564386,0.3810348938789905,158,0
ENSMUSP00000044866-mafft-cds.filter.json,79365079.50167252,0.08802112257915341,203,3
ENSMUSP00000149936-mafft-cds.filter.json,125000000.2182051,0.1572881189212553,163,0
ENSMUSP00000088333-mafft-cds.filter.json,126582278.7949761,0.2301628531675299,181,0
ENSMUSP00000113188-mafft-cds.filter.json,370370370.6060126,0.1237039125499306,133,0
ENSMUSP00000133917-mafft-cds.filter.json,204081633.111512,0.413212182148817,166,0
ENSMUSP00000088456-mafft-cds.filter.json,208333333.7308719,0.2530213636447177,131,0
ENSMUSP00000112939-mafft-cds.filter.json,76335878.45364118,0.3523209588445042,135,0
ENSMUSP00000030398-mafft-cds.filter.json,119047619.2308086,0.1347447233093653,188,1
ENSMUSP00000088491-mafft-cds.filter.json,0.3271983079550418,0.174248644752921,175,4
ENSMUSP00000072848-mafft-cds.filter.json,80000000.26792382,0.1894051149125294,194,1
ENSMUSP00000073060-mafft-cds.filter.json,76335878.16458601,0.2317902938749805,178,1
ENSMUSP00000140454-mafft-cds.filter.json,156250000.4617422,0.4474547292596395,153,0
ENSMUSP00000002765-mafft-cds.filter.json,104166666.8635983,0.1128843619039535,150,1
ENSMUSP00000026537-mafft-cds.filter.json,100000000.3804221,0.304551656216309,186,0
ENSMUSP00000113088-mafft-cds.filter.json,123456790.334731,0.1117417749021361,153,0
ENSMUSP00000088508-mafft-cds.filter.json,87719298.60601996,0.2904183736550826,165,0
ENSMUSP00000088525-mafft-cds.filter.json,82644628.48794346,0.3041464381331165,139,1
ENSMUSP00000150277-mafft-cds.filter.json,175438596.8891122,0.3189290713283633,70,0
ENSMUSP00000003079-mafft-cds.filter.json,0.1867669698722978,0.08410716306943244,32,0
ENSMUSP00000088670-mafft-cds.filter.json,66225165.73365293,0.1131572347698373,199,3
ENSMUSP00000003687-mafft-cds.filter.json,384615384.8722445,0.2297819172418339,162,0
ENSMUSP00000113342-mafft-cds.filter.json,83333333.96465382,0.484863690614449,191,0
ENSMUSP00000149879-mafft-cds.filter.json,161290322.8555589,0.149420883095422,184,0
ENSMUSP00000073873-mafft-cds.filter.json,212765957.6999233,0.2108692397953732,145,0
ENSMUSP00000150433-mafft-cds.filter.json,0.1886160211758764,0.1096620985684756,185,0
ENSMUSP00000030782-mafft-cds.filter.json,476190476.5191115,0.3890407057234702,135,0
ENSMUSP00000088723-mafft-cds.filter.json,217391304.6488077,0.2212279656189419,86,1
ENSMUSP00000150023-mafft-cds.filter.json,172413793.4397938,0.15296334229688,141,0
ENSMUSP00000039888-mafft-cds.filter.json,116279069.9325142,0.1063094539394207,134,1
ENSMUSP00000074159-mafft-cds.filter.json,85470085.82715352,0.2578107636170271,147,0
ENSMUSP00000112466-mafft-cds.filter.json,117647059.1992887,0.2492094307550461,144,0
ENSMUSP00000005798-mafft-cds.filter.json,909090909.3844352,0.3587980669265549,77,0
ENSMUSP00000111466-mafft-cds.filter.json,88495575.53797846,0.2232904964762843,163,2
ENSMUSP00000074236-mafft-cds.filter.json,140845070.5593789,0.08930473744843027,161,0
ENSMUSP00000074733-mafft-cds.filter.json,111111111.4209266,0.2417538872866606,111,0
ENSMUSP00000088725-mafft-cds.filter.json,62893082.17620026,0.2870325380827467,200,0
ENSMUSP00000076024-mafft-cds.filter.json,75757575.94325167,0.1110598007243994,184,4
ENSMUSP00000113681-mafft-cds.filter.json,67114094.18038711,0.14924715991845,206,0
ENSMUSP00000088801-mafft-cds.filter.json,82644628.24126036,0.1028251432858334,200,4
ENSMUSP00000009099-mafft-cds.filter.json,312500000.1986992,0.1292815192107948,88,1
ENSMUSP00000150938-mafft-cds.filter.json,60975610.06080862,0.2260320417683168,196,2
ENSMUSP00000144904-mafft-cds.filter.json,161290322.9202398,0.2372859970238596,147,0
ENSMUSP00000113417-mafft-cds.filter.json,454545455.024283,0.3348471995919917,70,0
ENSMUSP00000008966-mafft-cds.filter.json,312500000.4221345,0.3938350728648401,167,0
ENSMUSP00000021707-mafft-cds.filter.json,212765957.9711467,0.3751505888345668,125,0
ENSMUSP00000011302-mafft-cds.filter.json,136986301.6523132,0.1792223353805436,150,1
ENSMUSP00000088803-mafft-cds.filter.json,114942528.8413822,0.06852154925620878,202,1
ENSMUSP00000076115-mafft-cds.filter.json,0.302754988574647,0.1906734134799081,49,0
ENSMUSP00000150354-mafft-cds.filter.json,66666666.93244681,0.1890405763690422,181,1
ENSMUSP00000011315-mafft-cds.filter.json,232558139.8217095,0.2054954537697413,143,0
ENSMUSP00000077535-mafft-cds.filter.json,138888889.6995267,0.5737007234735443,102,0
ENSMUSP00000013130-mafft-cds.filter.json,200000000.2583823,0.1989164058857275,128,1
ENSMUSP00000015049-mafft-cds.filter.json,1250000000.344233,0.406942618150971,133,0
ENSMUSP00000018851-mafft-cds.filter.json,83333333.37193851,0.01548524810023913,200,1
ENSMUSP00000019378-mafft-cds.filter.json,78740158.15571797,0.5464230874751278,141,0
ENSMUSP00000092888-mafft-cds.filter.json,121951219.9626282,0.2961457839015745,167,0
ENSMUSP00000078123-mafft-cds.filter.json,285714286.056115,0.2370765417476829,118,0
ENSMUSP00000089544-mafft-cds.filter.json,714285714.5802299,0.2974324349046291,136,0
ENSMUSP00000019862-mafft-cds.filter.json,126582278.8419064,0.2745630623694941,168,0
ENSMUSP00000077853-mafft-cds.filter.json,2.924420886447841,0.3306057092991699,156,0
ENSMUSP00000108650-mafft-cds.filter.json,204081633.1277949,0.4018541197543778,72,0
ENSMUSP00000150925-mafft-cds.filter.json,500000000.2825551,0.2418921738656449,153,0
