node.label,clade,node.type,orig.node.label,num.genes.concordant.full,num.genes.concordant.partial,num.genes.discordant,num.genes.paraphyletic,num.genes.nondecisive,ES,EN,S,N,avg.ES,avg.EN,avg.S,avg.N,dS,dN,dNdS
Rattus_praetor_sample1,Rattus_praetor_sample1,tip,NA,4145.0,0.0,0.0,0.0,7536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Bandicota_indica_ABTC119185,Bandicota_indica_ABTC119185,tip,NA,8774.0,0.0,0.0,0.0,2907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Nesokia_indica_ABTC117074,Nesokia_indica_ABTC117074,tip,NA,8151.0,0.0,0.0,0.0,3530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_celebensis_NMVZ20637,Taeromys_celebensis_NMVZ20637,tip,NA,9661.0,0.0,0.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Paruromys_dominator_JAE4870,Paruromys_dominator_JAE4870,tip,NA,6828.0,0.0,0.0,0.0,4853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Lenomys_meyeri_LSUMZ39079,Lenomys_meyeri_LSUMZ39079,tip,NA,10010.0,0.0,0.0,0.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Eropeplus_canus_NMVZ21733,Eropeplus_canus_NMVZ21733,tip,NA,9380.0,0.0,0.0,0.0,2301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_punicans_MVZ225815,Taeromys_punicans_MVZ225815,tip,NA,10632.0,0.0,0.0,0.0,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_callitrichus_LSUMZ37153,Taeromys_callitrichus_LSUMZ37153,tip,NA,10084.0,0.0,0.0,0.0,1597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_taerae_LSUMZ39224,Taeromys_taerae_LSUMZ39224,tip,NA,9277.0,0.0,0.0,0.0,2404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_hamatus_NMVZ63317,Taeromys_hamatus_NMVZ63317,tip,NA,6888.0,0.0,0.0,0.0,4793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Bunomys_chrysocomus_JAE4867,Bunomys_chrysocomus_JAE4867,tip,NA,9640.0,0.0,0.0,0.0,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Bunomys_torajae_NMVZ21736,Bunomys_torajae_NMVZ21736,tip,NA,9144.0,0.0,0.0,0.0,2537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Sundamys_annandalei_YS118,Sundamys_annandalei_YS118,tip,NA,10099.0,0.0,0.0,0.0,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Sundamys_muelleri_JAE1283,Sundamys_muelleri_JAE1283,tip,NA,7813.0,0.0,0.0,0.0,3868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Berylmys_bowersi_ABTC116431,Berylmys_bowersi_ABTC116431,tip,NA,9815.0,0.0,0.0,0.0,1866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Berylmys_mackenziei_ABTC116402,Berylmys_mackenziei_ABTC116402,tip,NA,6768.0,0.0,0.0,0.0,4913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Niviventer_bukit_LSUMZ38136,Niviventer_bukit_LSUMZ38136,tip,NA,10053.0,0.0,0.0,0.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Niviventer_rapit_LSUMZ38196,Niviventer_rapit_LSUMZ38196,tip,NA,9439.0,0.0,0.0,0.0,2242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Margaretamys_parvus_NMVZ21833,Margaretamys_parvus_NMVZ21833,tip,NA,10657.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Margaretamys_christinae_TMar1,Margaretamys_christinae_TMar1,tip,NA,9886.0,0.0,0.0,0.0,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Paucidentomys_vermidax_Z21914,Paucidentomys_vermidax_Z21914,tip,NA,9436.0,0.0,0.0,0.0,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Echiothrix_centrosa_Z27993,Echiothrix_centrosa_Z27993,tip,NA,8216.0,0.0,0.0,0.0,3465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Tateomys_macrocercus_Z21834,Tateomys_macrocercus_Z21834,tip,NA,7752.0,0.0,0.0,0.0,3929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Melasmothrix_naso_Z21808,Melasmothrix_naso_Z21808,tip,NA,9430.0,0.0,0.0,0.0,2251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Waiomys_mamasae_Z20624,Waiomys_mamasae_Z20624,tip,NA,9389.0,0.0,0.0,0.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Gracilimus_radix_Z08508,Gracilimus_radix_Z08508,tip,NA,9994.0,0.0,0.0,0.0,1687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Crunomys_melanius_KU168558,Crunomys_melanius_KU168558,tip,NA,10257.0,0.0,0.0,0.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Crunomys_celebensis_Z21894,Crunomys_celebensis_Z21894,tip,NA,9119.0,0.0,0.0,0.0,2562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Zyzomys_pedunculatus_Z34925,Zyzomys_pedunculatus_Z34925,tip,NA,9952.0,0.0,0.0,0.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Zyzomys_woodwardi_WAMM21724,Zyzomys_woodwardi_WAMM21724,tip,NA,8083.0,0.0,0.0,0.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_shortridgei_Z25113,Pseudomys_shortridgei_Z25113,tip,NA,9236.0,0.0,0.0,0.0,2445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_desertor_ABTC41464,Pseudomys_desertor_ABTC41464,tip,NA,9577.0,0.0,0.0,0.0,2104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_bolami_ABTC107389,Pseudomys_bolami_ABTC107389,tip,NA,9067.0,0.0,0.0,0.0,2614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_novaehollandiae_ABTC08140,Pseudomys_novaehollandiae_ABTC08140,tip,NA,9909.0,0.0,0.0,0.0,1772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_nanus_U1448,Pseudomys_nanus_U1448,tip,NA,9663.0,0.0,0.0,0.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_gracilicaudatus_ABTC08163,Pseudomys_gracilicaudatus_ABTC08163,tip,NA,9399.0,0.0,0.0,0.0,2282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_apodemoides_M16672,Pseudomys_apodemoides_M16672,tip,NA,9946.0,0.0,0.0,0.0,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_albocinereus_WAMM18855,Pseudomys_albocinereus_WAMM18855,tip,NA,9346.0,0.0,0.0,0.0,2335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Notomys_alexis_U1308,Notomys_alexis_U1308,tip,NA,8961.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Notomys_aquilo_M-32455,Notomys_aquilo_M-32455,tip,NA,0.0,0.0,0.0,0.0,11681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomys_salebrosus_ABTC64864,Solomys_salebrosus_ABTC64864,tip,NA,9087.0,0.0,0.0,0.0,2594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Melomys_rufescens_ABTC44798,Melomys_rufescens_ABTC44798,tip,NA,9196.0,0.0,0.0,0.0,2485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mesembriomys_macrurus_ABTC7337,Mesembriomys_macrurus_ABTC7337,tip,NA,8330.0,0.0,0.0,0.0,3351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mesembriomys_gouldii_ABTC7449,Mesembriomys_gouldii_ABTC7449,tip,NA,9985.0,0.0,0.0,0.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Conilurus_penicillatus_M14056,Conilurus_penicillatus_M14056,tip,NA,9425.0,0.0,0.0,0.0,2256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Conilurus_albipes_NMV-c7585,Conilurus_albipes_NMV-c7585,tip,NA,0.0,0.0,0.0,0.0,11681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leptomys_elegans_ABTC45741,Leptomys_elegans_ABTC45741,tip,NA,9960.0,0.0,0.0,0.0,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mirzamys_louiseae_ABTC133754,Mirzamys_louiseae_ABTC133754,tip,NA,10431.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudohydromys_pumehanae_ABTC43920,Pseudohydromys_pumehanae_ABTC43920,tip,NA,9910.0,0.0,0.0,0.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Microhydromys_richardsoni_ANWCM35851,Microhydromys_richardsoni_ANWCM35851,tip,NA,10266.0,0.0,0.0,0.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Hydromys_chrysogaster_Z5248,Hydromys_chrysogaster_Z5248,tip,NA,6104.0,0.0,0.0,0.0,5577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Parahydromys_asper_ABTC45798,Parahydromys_asper_ABTC45798,tip,NA,9653.0,0.0,0.0,0.0,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pogonomelomys_mayeri_AMM21849,Pogonomelomys_mayeri_AMM21849,tip,NA,9519.0,0.0,0.0,0.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Abeomelomys_sevia_KUM161018,Abeomelomys_sevia_KUM161018,tip,NA,9095.0,0.0,0.0,0.0,2586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Xenuromys_barbatus_ABTC129204,Xenuromys_barbatus_ABTC129204,tip,NA,10452.0,0.0,0.0,0.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mammelomys_lanosus_ABTC47208,Mammelomys_lanosus_ABTC47208,tip,NA,9503.0,0.0,0.0,0.0,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Hyomys_goliath_ABTC42697,Hyomys_goliath_ABTC42697,tip,NA,10403.0,0.0,0.0,0.0,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pogonomys_macrourus_ABTC43144,Pogonomys_macrourus_ABTC43144,tip,NA,10422.0,0.0,0.0,0.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Chrotomys_mindorensis_JAE520,Chrotomys_mindorensis_JAE520,tip,NA,9706.0,0.0,0.0,0.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Chrotomys_whiteheadi_KU168311,Chrotomys_whiteheadi_KU168311,tip,NA,9233.0,0.0,0.0,0.0,2448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Otomys_tropicalis_LSUMZ37841,Otomys_tropicalis_LSUMZ37841,tip,NA,10763.0,0.0,0.0,0.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Otomys_denti_LSUMZ37840,Otomys_denti_LSUMZ37840,tip,NA,9773.0,0.0,0.0,0.0,1908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Lemniscomys_striatus_TCD4711,Lemniscomys_striatus_TCD4711,tip,NA,8786.0,0.0,0.0,0.0,2895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Arvicanthus_neumanni_FMNH158037,Arvicanthus_neumanni_FMNH158037,tip,NA,8446.0,0.0,0.0,0.0,3235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pelomys_minor_FMNH219213,Pelomys_minor_FMNH219213,tip,NA,10410.0,0.0,0.0,0.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pelomys_isseli_FMNH137886,Pelomys_isseli_FMNH137886,tip,NA,10404.0,0.0,0.0,0.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Dasymys_montanus_FMNH144389,Dasymys_montanus_FMNH144389,tip,NA,10488.0,0.0,0.0,0.0,1193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Dasymys_incomtus_LSUMZ37702,Dasymys_incomtus_LSUMZ37702,tip,NA,9070.0,0.0,0.0,0.0,2611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Thamnomys_venustus_LSUMZ37935,Thamnomys_venustus_LSUMZ37935,tip,NA,10580.0,0.0,0.0,0.0,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Thamnomys_kempi_TCD4437,Thamnomys_kempi_TCD4437,tip,NA,9677.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Aethomys_nyikae_FMNH196708,Aethomys_nyikae_FMNH196708,tip,NA,10567.0,0.0,0.0,0.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Aethomys_hindei_MVZ196257,Aethomys_hindei_MVZ196257,tip,NA,10488.0,0.0,0.0,0.0,1193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Stochomys_longicaudatus_MNHN1999459,Stochomys_longicaudatus_MNHN1999459,tip,NA,7952.0,0.0,0.0,0.0,3729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Dephomys_defua_MNHNR24062,Dephomys_defua_MNHNR24062,tip,NA,10262.0,0.0,0.0,0.0,1419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Malacomys_longipes_TCD4253,Malacomys_longipes_TCD4253,tip,NA,9339.0,0.0,0.0,0.0,2342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Apodemus_sylvaticus_SMG3823,Apodemus_sylvaticus_SMG3823,tip,NA,8560.0,0.0,0.0,0.0,3121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Zelotomys_woosnami_TTU-M115260,Zelotomys_woosnami_TTU-M115260,tip,NA,0.0,0.0,0.0,0.0,11681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colomys_goslingi_TCD4175,Colomys_goslingi_TCD4175,tip,NA,9255.0,0.0,0.0,0.0,2426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Hylomyscus_stella_LSUMZ37742,Hylomyscus_stella_LSUMZ37742,tip,NA,10615.0,0.0,0.0,0.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Hylomyscus_vulcanorum_TCD4382,Hylomyscus_vulcanorum_TCD4382,tip,NA,9364.0,0.0,0.0,0.0,2317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mus_musculoides_LSUMZ37820,Mus_musculoides_LSUMZ37820,tip,NA,10239.0,0.0,0.0,0.0,1442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mus_minutoides_10460X2,Mus_minutoides_10460X2,tip,NA,9428.0,0.0,0.0,0.0,2253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mus_cookii_10460X3,Mus_cookii_10460X3,tip,NA,10128.0,0.0,0.0,0.0,1553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mus_cervicolor_10460X10,Mus_cervicolor_10460X10,tip,NA,10101.0,0.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<3>,Carpomys_melanurus_FMNH198723;Musseromys_anacuao_FMNH209523,internal,0.901/0.763,0.0,8.0,0.0,0.0,4.0,4844.682391154992,10955.366628242988,100.0,15.0,605.585298894374,1369.4208285303735,12.5,1.875,0.02064118799254446,0.0013691919685581246,0.06633300220184385
<4>,Batomys_russatus_KU165776;Crateromys_heaneyi_KU165014,internal,0.821/0.648,0.0,8.0,0.0,0.0,2.0,3075.5572341358716,6904.2351856178175,46.5,4.5,384.44465426698395,863.0293982022272,5.8125,0.5625,0.015119211401398271,0.0006517738574974866,0.04310898499886102
<5>,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187,internal,0.535/0.598,0.0,4.0,0.0,0.0,7.0,1001.5463211199918,2208.9288601459975,4.0,2.0,250.38658027999796,552.2322150364994,1.0,0.5,0.003993824265189202,0.0009054162114880474,0.22670406892456357
Rattus_exulans_sample1,Rattus_exulans_sample1,tip,NA,9306.0,0.0,0.0,0.0,2375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<7>,Rattus_colletti_RAT25;Rattus_villosissimus_sample1,internal,0.486/0.496,0.0,3.0,0.0,0.0,0.0,911.9041680947402,2168.614437772394,5.0,5.0,303.96805603158003,722.8714792574647,1.6666666666666667,1.6666666666666667,0.00548303229104282,0.002305619621870641,0.4205008286449713
Rattus_tunneyi_RAT130,Rattus_tunneyi_RAT130,tip,NA,7748.0,0.0,0.0,0.0,3933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<10>,Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,0.259/0.391,0.0,1.0,0.0,0.0,0.0,307.4681790353328,682.3378734849153,3.0,0.0,307.4681790353328,682.3378734849153,3.0,0.0,0.009757107253870502,0.0,0.0
<11>,Eropeplus_canus_NMVZ21733;Lenomys_meyeri_LSUMZ39079,internal,0.16/0.382,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
<12>,Taeromys_callitrichus_LSUMZ37153;Taeromys_punicans_MVZ225815,internal,0.713/0.793,0.0,3.0,0.0,0.0,7.0,1286.7328337094668,3049.252016428041,7.0,4.0,428.9109445698223,1016.4173388093469,2.3333333333333335,1.3333333333333333,0.005440134747956964,0.0013117971156368,0.24113320283646353
<13>,Taeromys_hamatus_NMVZ63317;Taeromys_taerae_LSUMZ39224,internal,0.478/0.579,0.0,2.0,0.0,0.0,0.0,751.2175102102518,1738.9689549143693,2.0,6.0,375.6087551051259,869.4844774571847,1.0,3.0,0.00266234475743282,0.0034503203654348467,1.2959705371748458
<14>,Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,0.306/0.463,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bunomys_andrewsi_sample1,Bunomys_andrewsi_sample1,tip,NA,4035.0,0.0,0.0,0.0,7646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Niviventer_lepturus_JAE4746,Niviventer_lepturus_JAE4746,tip,NA,9123.0,0.0,0.0,0.0,2558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<17>,Niviventer_bukit_LSUMZ38136;Niviventer_rapit_LSUMZ38196,internal,0.909/0.921,0.0,4.0,0.0,0.0,7.0,1788.0771582050165,4012.201356988332,24.0,11.0,447.01928955125413,1003.050339247083,6.0,2.75,0.01342223957722982,0.002741637076823308,0.20426077638148873
Tateomys_rhinogradoides_Z21785,Tateomys_rhinogradoides_Z21785,tip,NA,9736.0,0.0,0.0,0.0,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<20>,Melasmothrix_naso_Z21808;Tateomys_macrocercus_Z21834,internal,0.294/0.374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
<21>,Gracilimus_radix_Z08508;Waiomys_mamasae_Z20624,internal,0.874/0.833,0.0,6.0,0.0,0.0,3.0,1646.1666808101284,3685.773813583505,27.0,4.0,274.36111346835474,614.2956355972509,4.5,0.6666666666666666,0.0164017412785396,0.0010852537899255915,0.06616698626660826
Sommeromys_macrorhinos_Z21740,Sommeromys_macrorhinos_Z21740,tip,NA,8407.0,0.0,0.0,0.0,3274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<22>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558,internal,0.881/0.848,0.0,2.0,0.0,0.0,12.0,156.30514266212603,334.683571224974,3.0,1.0,78.15257133106302,167.341785612487,1.5,0.5,0.01919322646014848,0.002987896885227751,0.15567454963508187
Maxomys_musschenbroekii_sample1,Maxomys_musschenbroekii_sample1,tip,NA,4986.0,0.0,0.0,0.0,6695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<23>,Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,0.411/0.434,0.0,1.0,0.0,0.0,1.0,252.160999566419,536.2834499086711,0.0,1.0,252.160999566419,536.2834499086711,0.0,1.0,0.0,0.00186468555046832,NaN
Zyzomys_argurus_ABTC61630,Zyzomys_argurus_ABTC61630,tip,NA,9521.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_oralis_RAT7,Pseudomys_oralis_RAT7,tip,NA,10335.0,0.0,0.0,0.0,1346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
